threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1991,0.2064,0.9448,0.3388,0.2925,0.3832,0.1727,0.2401,0.9195,0.9661
0.05,1369,0.3002,0.9448,0.4557,0.4005,0.5075,0.2543,0.3473,0.9195,0.9661
0.1,849,0.4817,0.9402,0.6371,0.5892,0.6826,0.4308,0.5345,0.9158,0.9617
0.15,541,0.7283,0.9057,0.8074,0.772,0.8395,0.6813,0.7759,0.8723,0.9348
0.2,530,0.7396,0.9011,0.8124,0.7775,0.8431,0.6921,0.7863,0.8678,0.9305
0.25,489,0.771,0.8667,0.816,0.7809,0.8482,0.7239,0.8161,0.8259,0.902
0.3,489,0.771,0.8667,0.816,0.7809,0.8482,0.7239,0.8161,0.8259,0.902
0.35,487,0.7721,0.8644,0.8156,0.7812,0.8471,0.7248,0.8159,0.8241,0.9
0.4,486,0.7716,0.8621,0.8143,0.7798,0.8462,0.7248,0.8159,0.8216,0.8971
0.45,462,0.7814,0.8299,0.8049,0.7727,0.8348,0.7333,0.8254,0.7899,0.8662
0.5,462,0.7814,0.8299,0.8049,0.7727,0.8348,0.7333,0.8254,0.7899,0.8662
0.55,462,0.7814,0.8299,0.8049,0.7727,0.8348,0.7333,0.8254,0.7899,0.8662
0.6,462,0.7814,0.8299,0.8049,0.7727,0.8348,0.7333,0.8254,0.7899,0.8662
0.65,462,0.7814,0.8299,0.8049,0.7727,0.8348,0.7333,0.8254,0.7899,0.8662
0.7,462,0.7814,0.8299,0.8049,0.7727,0.8348,0.7333,0.8254,0.7899,0.8662
0.75,457,0.7812,0.8207,0.8004,0.7671,0.8317,0.7331,0.8259,0.7794,0.8591
0.8,449,0.7795,0.8046,0.7919,0.7591,0.8244,0.731,0.8235,0.7638,0.8415
0.85,449,0.7795,0.8046,0.7919,0.7591,0.8244,0.731,0.8235,0.7638,0.8415
0.9,398,0.7764,0.7103,0.7419,0.705,0.7755,0.7263,0.8256,0.6643,0.7538
0.95,395,0.7747,0.7034,0.7373,0.7011,0.7711,0.7249,0.824,0.6559,0.7471
1.0,275,0.7455,0.4713,0.5775,0.5327,0.6189,0.6872,0.8053,0.4238,0.5192
