threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,509,0.554,0.6483,0.5975,0.5487,0.6427,0.5061,0.6008,0.5897,0.7067
0.05,455,0.5956,0.623,0.609,0.5595,0.6572,0.5488,0.6441,0.5674,0.6833
0.1,455,0.5956,0.623,0.609,0.5595,0.6572,0.5488,0.6441,0.5674,0.6833
0.15,451,0.5965,0.6184,0.6072,0.5591,0.6555,0.5504,0.6445,0.5635,0.6786
0.2,451,0.5965,0.6184,0.6072,0.5591,0.6555,0.5504,0.6445,0.5635,0.6786
0.25,449,0.5947,0.6138,0.6041,0.5564,0.6508,0.5485,0.6427,0.5575,0.6728
0.3,449,0.5947,0.6138,0.6041,0.5564,0.6508,0.5485,0.6427,0.5575,0.6728
0.35,449,0.5947,0.6138,0.6041,0.5564,0.6508,0.5485,0.6427,0.5575,0.6728
0.4,449,0.5947,0.6138,0.6041,0.5564,0.6508,0.5485,0.6427,0.5575,0.6728
0.45,449,0.5947,0.6138,0.6041,0.5564,0.6508,0.5485,0.6427,0.5575,0.6728
0.5,449,0.5947,0.6138,0.6041,0.5564,0.6508,0.5485,0.6427,0.5575,0.6728
0.55,449,0.5947,0.6138,0.6041,0.5564,0.6508,0.5485,0.6427,0.5575,0.6728
0.6,449,0.5947,0.6138,0.6041,0.5564,0.6508,0.5485,0.6427,0.5575,0.6728
0.65,449,0.5947,0.6138,0.6041,0.5564,0.6508,0.5485,0.6427,0.5575,0.6728
0.7,449,0.5947,0.6138,0.6041,0.5564,0.6508,0.5485,0.6427,0.5575,0.6728
0.75,449,0.5947,0.6138,0.6041,0.5564,0.6508,0.5485,0.6427,0.5575,0.6728
0.8,449,0.5947,0.6138,0.6041,0.5564,0.6508,0.5485,0.6427,0.5575,0.6728
0.85,448,0.596,0.6138,0.6048,0.5566,0.6513,0.5497,0.6442,0.5575,0.6728
0.9,448,0.596,0.6138,0.6048,0.5566,0.6513,0.5497,0.6442,0.5575,0.6728
0.95,440,0.6045,0.6115,0.608,0.5609,0.6558,0.557,0.6522,0.5559,0.67
1.0,40,0.55,0.0506,0.0926,0.0571,0.1308,0.4,0.7027,0.0307,0.0732
