buffer_band,n,mean_ds_posterior,sd,ci_lo,ci_hi
50.0,264,0.28980298174952057,5.561658561159517e-17,0.28980298174952057,0.28980298174952057
75.0,19,0.2898029817495205,0.0,0.2898029817495205,0.2898029817495205
100.0,19,0.2898029817495205,0.0,0.2898029817495205,0.2898029817495205
125.0,11,0.28980298174952057,5.822058658345462e-17,0.2898029817495205,0.2898029817495206
150.0,5,0.2898029817495205,0.0,0.2898029817495205,0.2898029817495205
200.0,32,0.2898029817495205,0.0,0.2898029817495205,0.2898029817495205
