track,variant,threshold,n_kept,tp,fp,fn,precision,recall,f1
track1-image,standard,0.00,132,71,61,26,0.537879,0.731959,0.620087
track1-image,standard,0.01,122,71,51,26,0.581967,0.731959,0.648402
track1-image,standard,0.02,122,71,51,26,0.581967,0.731959,0.648402
track1-image,standard,0.03,122,71,51,26,0.581967,0.731959,0.648402
track1-image,standard,0.04,122,71,51,26,0.581967,0.731959,0.648402
track1-image,standard,0.05,122,71,51,26,0.581967,0.731959,0.648402
track1-image,standard,0.06,114,71,43,26,0.622807,0.731959,0.672986
track1-image,standard,0.07,114,71,43,26,0.622807,0.731959,0.672986
track1-image,standard,0.08,114,71,43,26,0.622807,0.731959,0.672986
track1-image,standard,0.09,114,71,43,26,0.622807,0.731959,0.672986
track1-image,standard,0.10,114,71,43,26,0.622807,0.731959,0.672986
track1-image,standard,0.11,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.12,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.13,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.14,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.15,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.16,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.17,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.18,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.19,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.20,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.21,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.22,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.23,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.24,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.25,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.26,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.27,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.28,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.29,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.30,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.31,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.32,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.33,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.34,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.35,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.36,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.37,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.38,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.39,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.40,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.41,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.42,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.43,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.44,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.45,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.46,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.47,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.48,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.49,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.50,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.51,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.52,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.53,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.54,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.55,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.56,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.57,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.58,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.59,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.60,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.61,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.62,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.63,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.64,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.65,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.66,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.67,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.68,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.69,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.70,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.71,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.72,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.73,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.74,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.75,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.76,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.77,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.78,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.79,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.80,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.81,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.82,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.83,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.84,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.85,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.86,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.87,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.88,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.89,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.90,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.91,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.92,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.93,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.94,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.95,104,71,33,26,0.682692,0.731959,0.706468
track1-image,standard,0.96,69,51,18,46,0.739130,0.525773,0.614458
track1-image,standard,0.97,69,51,18,46,0.739130,0.525773,0.614458
track1-image,standard,0.98,69,51,18,46,0.739130,0.525773,0.614458
track1-image,standard,0.99,69,51,18,46,0.739130,0.525773,0.614458
track1-image,standard,1.00,69,51,18,46,0.739130,0.525773,0.614458
track1-image,adversarial,0.00,132,71,61,26,0.537879,0.731959,0.620087
track1-image,adversarial,0.01,115,71,44,26,0.617391,0.731959,0.669811
track1-image,adversarial,0.02,115,71,44,26,0.617391,0.731959,0.669811
track1-image,adversarial,0.03,115,71,44,26,0.617391,0.731959,0.669811
track1-image,adversarial,0.04,115,71,44,26,0.617391,0.731959,0.669811
track1-image,adversarial,0.05,115,71,44,26,0.617391,0.731959,0.669811
track1-image,adversarial,0.06,113,71,42,26,0.628319,0.731959,0.676190
track1-image,adversarial,0.07,113,71,42,26,0.628319,0.731959,0.676190
track1-image,adversarial,0.08,113,71,42,26,0.628319,0.731959,0.676190
track1-image,adversarial,0.09,113,71,42,26,0.628319,0.731959,0.676190
track1-image,adversarial,0.10,113,71,42,26,0.628319,0.731959,0.676190
track1-image,adversarial,0.11,103,71,32,26,0.689320,0.731959,0.710000
track1-image,adversarial,0.12,103,71,32,26,0.689320,0.731959,0.710000
track1-image,adversarial,0.13,103,71,32,26,0.689320,0.731959,0.710000
track1-image,adversarial,0.14,103,71,32,26,0.689320,0.731959,0.710000
track1-image,adversarial,0.15,103,71,32,26,0.689320,0.731959,0.710000
track1-image,adversarial,0.16,103,71,32,26,0.689320,0.731959,0.710000
track1-image,adversarial,0.17,103,71,32,26,0.689320,0.731959,0.710000
track1-image,adversarial,0.18,103,71,32,26,0.689320,0.731959,0.710000
track1-image,adversarial,0.19,103,71,32,26,0.689320,0.731959,0.710000
track1-image,adversarial,0.20,103,71,32,26,0.689320,0.731959,0.710000
track1-image,adversarial,0.21,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.22,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.23,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.24,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.25,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.26,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.27,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.28,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.29,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.30,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.31,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.32,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.33,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.34,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.35,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.36,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.37,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.38,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.39,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.40,97,69,28,28,0.711340,0.711340,0.711340
track1-image,adversarial,0.41,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.42,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.43,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.44,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.45,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.46,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.47,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.48,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.49,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.50,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.51,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.52,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.53,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.54,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.55,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.56,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.57,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.58,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.59,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.60,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.61,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.62,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.63,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.64,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.65,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.66,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.67,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.68,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.69,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.70,94,67,27,30,0.712766,0.690722,0.701571
track1-image,adversarial,0.71,93,66,27,31,0.709677,0.680412,0.694737
track1-image,adversarial,0.72,93,66,27,31,0.709677,0.680412,0.694737
track1-image,adversarial,0.73,93,66,27,31,0.709677,0.680412,0.694737
track1-image,adversarial,0.74,93,66,27,31,0.709677,0.680412,0.694737
track1-image,adversarial,0.75,93,66,27,31,0.709677,0.680412,0.694737
track1-image,adversarial,0.76,92,66,26,31,0.717391,0.680412,0.698413
track1-image,adversarial,0.77,92,66,26,31,0.717391,0.680412,0.698413
track1-image,adversarial,0.78,92,66,26,31,0.717391,0.680412,0.698413
track1-image,adversarial,0.79,92,66,26,31,0.717391,0.680412,0.698413
track1-image,adversarial,0.80,92,66,26,31,0.717391,0.680412,0.698413
track1-image,adversarial,0.81,92,66,26,31,0.717391,0.680412,0.698413
track1-image,adversarial,0.82,92,66,26,31,0.717391,0.680412,0.698413
track1-image,adversarial,0.83,92,66,26,31,0.717391,0.680412,0.698413
track1-image,adversarial,0.84,92,66,26,31,0.717391,0.680412,0.698413
track1-image,adversarial,0.85,92,66,26,31,0.717391,0.680412,0.698413
track1-image,adversarial,0.86,79,60,19,37,0.759494,0.618557,0.681818
track1-image,adversarial,0.87,79,60,19,37,0.759494,0.618557,0.681818
track1-image,adversarial,0.88,79,60,19,37,0.759494,0.618557,0.681818
track1-image,adversarial,0.89,79,60,19,37,0.759494,0.618557,0.681818
track1-image,adversarial,0.90,79,60,19,37,0.759494,0.618557,0.681818
track1-image,adversarial,0.91,79,60,19,37,0.759494,0.618557,0.681818
track1-image,adversarial,0.92,79,60,19,37,0.759494,0.618557,0.681818
track1-image,adversarial,0.93,79,60,19,37,0.759494,0.618557,0.681818
track1-image,adversarial,0.94,79,60,19,37,0.759494,0.618557,0.681818
track1-image,adversarial,0.95,79,60,19,37,0.759494,0.618557,0.681818
track1-image,adversarial,0.96,61,46,15,51,0.754098,0.474227,0.582278
track1-image,adversarial,0.97,61,46,15,51,0.754098,0.474227,0.582278
track1-image,adversarial,0.98,61,46,15,51,0.754098,0.474227,0.582278
track1-image,adversarial,0.99,61,46,15,51,0.754098,0.474227,0.582278
track1-image,adversarial,1.00,61,46,15,51,0.754098,0.474227,0.582278
