track,variant,threshold,n_kept,tp,fp,fn,precision,recall,f1
track1-image,checklist,0.00,132,71,61,26,0.537879,0.731959,0.620087
track1-image,checklist,0.01,129,71,58,26,0.550388,0.731959,0.628319
track1-image,checklist,0.02,129,71,58,26,0.550388,0.731959,0.628319
track1-image,checklist,0.03,129,71,58,26,0.550388,0.731959,0.628319
track1-image,checklist,0.04,129,71,58,26,0.550388,0.731959,0.628319
track1-image,checklist,0.05,129,71,58,26,0.550388,0.731959,0.628319
track1-image,checklist,0.06,120,71,49,26,0.591667,0.731959,0.654378
track1-image,checklist,0.07,120,71,49,26,0.591667,0.731959,0.654378
track1-image,checklist,0.08,120,71,49,26,0.591667,0.731959,0.654378
track1-image,checklist,0.09,120,71,49,26,0.591667,0.731959,0.654378
track1-image,checklist,0.10,120,71,49,26,0.591667,0.731959,0.654378
track1-image,checklist,0.11,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.12,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.13,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.14,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.15,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.16,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.17,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.18,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.19,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.20,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.21,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.22,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.23,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.24,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.25,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.26,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.27,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.28,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.29,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.30,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.31,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.32,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.33,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.34,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.35,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.36,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.37,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.38,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.39,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.40,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.41,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.42,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.43,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.44,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.45,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.46,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.47,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.48,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.49,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.50,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.51,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.52,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.53,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.54,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.55,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.56,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.57,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.58,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.59,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.60,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.61,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.62,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.63,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.64,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.65,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.66,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.67,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.68,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.69,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.70,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.71,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.72,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.73,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.74,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.75,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.76,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.77,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.78,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.79,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.80,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.81,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.82,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.83,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.84,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.85,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.86,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.87,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.88,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.89,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.90,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.91,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.92,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.93,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.94,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.95,104,71,33,26,0.682692,0.731959,0.706468
track1-image,checklist,0.96,93,67,26,30,0.720430,0.690722,0.705263
track1-image,checklist,0.97,93,67,26,30,0.720430,0.690722,0.705263
track1-image,checklist,0.98,93,67,26,30,0.720430,0.690722,0.705263
track1-image,checklist,0.99,93,67,26,30,0.720430,0.690722,0.705263
track1-image,checklist,1.00,93,67,26,30,0.720430,0.690722,0.705263
track2-text,standard,0.00,140,78,62,19,0.557143,0.804124,0.658228
track2-text,standard,0.01,129,77,52,20,0.596899,0.793814,0.681416
track2-text,standard,0.02,129,77,52,20,0.596899,0.793814,0.681416
track2-text,standard,0.03,129,77,52,20,0.596899,0.793814,0.681416
track2-text,standard,0.04,129,77,52,20,0.596899,0.793814,0.681416
track2-text,standard,0.05,129,77,52,20,0.596899,0.793814,0.681416
track2-text,standard,0.06,100,74,26,23,0.740000,0.762887,0.751269
track2-text,standard,0.07,100,74,26,23,0.740000,0.762887,0.751269
track2-text,standard,0.08,100,74,26,23,0.740000,0.762887,0.751269
track2-text,standard,0.09,100,74,26,23,0.740000,0.762887,0.751269
track2-text,standard,0.10,100,74,26,23,0.740000,0.762887,0.751269
track2-text,standard,0.11,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.12,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.13,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.14,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.15,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.16,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.17,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.18,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.19,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.20,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.21,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.22,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.23,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.24,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.25,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.26,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.27,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.28,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.29,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.30,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.31,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.32,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.33,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.34,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.35,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.36,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.37,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.38,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.39,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.40,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.41,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.42,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.43,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.44,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.45,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.46,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.47,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.48,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.49,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.50,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.51,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.52,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.53,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.54,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.55,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.56,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.57,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.58,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.59,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.60,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.61,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.62,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.63,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.64,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.65,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.66,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.67,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.68,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.69,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.70,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.71,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.72,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.73,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.74,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.75,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.76,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.77,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.78,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.79,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.80,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.81,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.82,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.83,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.84,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.85,93,73,20,24,0.784946,0.752577,0.768421
