group,question,family,label_a,label_b,f1_a,f1_b,delta_f1,precision_a,precision_b,recall_a,recall_b,n_detections_a,n_detections_b,p_value_raw,p_value_adj,significant,wins_a,losses_a,ties,n_tiles
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-image N=5 N=5, 4-of-5",0.8404,0.6639,0.1765,0.9183,0.608,0.7747,0.731,367,523,0.0,0.0,***,63,41,383,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t07 N=30 N=30, 29-of-30",0.8404,0.6611,0.1793,0.9183,0.6019,0.7747,0.7333,367,530,0.0,0.0,***,48,28,411,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t07 N=5 N=5, 5-of-5",0.8404,0.6397,0.2007,0.9183,0.5329,0.7747,0.8,367,653,0.0,0.0,***,38,36,413,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t07 N=10 N=10, 10-of-10",0.8404,0.6332,0.2072,0.9183,0.5625,0.7747,0.7241,367,560,0.0,0.0,***,50,28,409,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","single-pass-t0 N=10 N=10, 10-of-10",0.8404,0.5521,0.2883,0.9183,0.4098,0.7747,0.846,367,898,0.0,0.0,***,26,39,422,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","single-pass-t0 N=5 N=5, 5-of-5",0.8404,0.544,0.2964,0.9183,0.3964,0.7747,0.8667,367,951,0.0,0.0,***,27,40,420,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t10 N=5 N=5, 5-of-5",0.8404,0.4712,0.3692,0.9183,0.5831,0.7747,0.3954,367,295,0.0,0.0,***,101,17,369,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t10 N=30 N=30, 22-of-30",0.8404,0.467,0.3734,0.9183,0.4987,0.7747,0.4391,367,383,0.0,0.0,***,97,22,368,487
8,Leaderboard distinguishability,leaderboard,"pro-high-text N=5 N=5, 3-of-5","flash-min-text-t10 N=10 N=10, 9-of-10",0.8404,0.4615,0.3789,0.9183,0.5455,0.7747,0.4,367,319,0.0,0.0,***,102,17,368,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-high-text N=30 N=30, 26-of-30",0.8142,0.8141,0.0001,0.7888,0.8337,0.8414,0.7954,464,415,0.993,0.993,ns,45,57,385,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-high-text N=10 N=10, 9-of-10",0.8142,0.7968,0.0175,0.7888,0.8005,0.8414,0.7931,464,431,0.3862,0.4123,ns,42,57,388,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-high-text N=5 N=5, 5-of-5",0.8142,0.7788,0.0354,0.7888,0.7976,0.8414,0.7609,464,415,0.0953,0.1096,ns,50,51,386,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),flash-high-image-3-of-5--flash-min-vf (t=0.15),0.8142,0.7778,0.0365,0.7888,0.8005,0.8414,0.7563,464,411,0.1365,0.1556,ns,62,50,375,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-high-image N=5 N=5, 3-of-5",0.8142,0.7269,0.0874,0.7888,0.6759,0.8414,0.7862,464,506,0.0,0.0,***,67,53,367,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),image-baseline--flash-min-vf (t=0.2),0.8142,0.7167,0.0975,0.7888,0.6634,0.8414,0.7793,464,511,0.0,0.0,***,65,34,388,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"pro-high-image N=5 N=5, 3-of-5",0.8142,0.6998,0.1145,0.7888,0.673,0.8414,0.7287,464,471,0.0,0.0,***,77,46,364,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-image N=5 N=5, 4-of-5",0.8142,0.6639,0.1504,0.7888,0.608,0.8414,0.731,464,523,0.0,0.0,***,65,50,372,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-text-t07 N=30 N=30, 29-of-30",0.8142,0.6611,0.1531,0.7888,0.6019,0.8414,0.7333,464,530,0.0,0.0,***,50,48,389,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-text-t07 N=5 N=5, 5-of-5",0.8142,0.6397,0.1745,0.7888,0.5329,0.8414,0.8,464,653,0.0,0.0,***,42,57,388,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-text-t07 N=10 N=10, 10-of-10",0.8142,0.6332,0.1811,0.7888,0.5625,0.8414,0.7241,464,560,0.0,0.0,***,53,48,386,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"single-pass-t0 N=10 N=10, 10-of-10",0.8142,0.5521,0.2621,0.7888,0.4098,0.8414,0.846,464,898,0.0,0.0,***,34,54,399,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"single-pass-t0 N=5 N=5, 5-of-5",0.8142,0.544,0.2702,0.7888,0.3964,0.8414,0.8667,464,951,0.0,0.0,***,32,58,397,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-text-t10 N=5 N=5, 5-of-5",0.8142,0.4712,0.343,0.7888,0.5831,0.8414,0.3954,464,295,0.0,0.0,***,115,28,344,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-text-t10 N=30 N=30, 22-of-30",0.8142,0.467,0.3472,0.7888,0.4987,0.8414,0.4391,464,383,0.0,0.0,***,108,32,347,487
8,Leaderboard distinguishability,leaderboard,text-baseline--flash-min-vf (t=0.15),"flash-min-text-t10 N=10 N=10, 9-of-10",0.8142,0.4615,0.3527,0.7888,0.5455,0.8414,0.4,464,319,0.0,0.0,***,115,28,344,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-high-text N=10 N=10, 9-of-10",0.8141,0.7968,0.0174,0.8337,0.8005,0.7954,0.7931,415,431,0.0375,0.0452,*,10,8,469,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-high-text N=5 N=5, 5-of-5",0.8141,0.7788,0.0353,0.8337,0.7976,0.7954,0.7609,415,415,0.0035,0.0047,**,22,8,457,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30",flash-high-image-3-of-5--flash-min-vf (t=0.15),0.8141,0.7778,0.0363,0.8337,0.8005,0.7954,0.7563,415,411,0.0983,0.1125,ns,65,38,384,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-high-image N=5 N=5, 3-of-5",0.8141,0.7269,0.0872,0.8337,0.6759,0.7954,0.7862,415,506,0.0,0.0,***,62,32,393,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30",image-baseline--flash-min-vf (t=0.2),0.8141,0.7167,0.0974,0.8337,0.6634,0.7954,0.7793,415,511,0.0,0.0,***,76,33,378,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","pro-high-image N=5 N=5, 3-of-5",0.8141,0.6998,0.1143,0.8337,0.673,0.7954,0.7287,415,471,0.0,0.0,***,74,32,381,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-image N=5 N=5, 4-of-5",0.8141,0.6639,0.1502,0.8337,0.608,0.7954,0.731,415,523,0.0,0.0,***,60,26,401,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-text-t07 N=30 N=30, 29-of-30",0.8141,0.6611,0.153,0.8337,0.6019,0.7954,0.7333,415,530,0.0,0.0,***,47,23,417,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-text-t07 N=5 N=5, 5-of-5",0.8141,0.6397,0.1744,0.8337,0.5329,0.7954,0.8,415,653,0.0,0.0,***,38,32,417,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-text-t07 N=10 N=10, 10-of-10",0.8141,0.6332,0.181,0.8337,0.5625,0.7954,0.7241,415,560,0.0,0.0,***,51,25,411,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","single-pass-t0 N=10 N=10, 10-of-10",0.8141,0.5521,0.262,0.8337,0.4098,0.7954,0.846,415,898,0.0,0.0,***,28,35,424,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","single-pass-t0 N=5 N=5, 5-of-5",0.8141,0.544,0.2701,0.8337,0.3964,0.7954,0.8667,415,951,0.0,0.0,***,28,36,423,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-text-t10 N=5 N=5, 5-of-5",0.8141,0.4712,0.3429,0.8337,0.5831,0.7954,0.3954,415,295,0.0,0.0,***,104,14,369,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-text-t10 N=30 N=30, 22-of-30",0.8141,0.467,0.3471,0.8337,0.4987,0.7954,0.4391,415,383,0.0,0.0,***,99,18,370,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=30 N=30, 26-of-30","flash-min-text-t10 N=10 N=10, 9-of-10",0.8141,0.4615,0.3526,0.8337,0.5455,0.7954,0.4,415,319,0.0,0.0,***,103,11,373,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-high-text N=5 N=5, 5-of-5",0.7968,0.7788,0.0179,0.8005,0.7976,0.7931,0.7609,431,415,0.1404,0.1593,ns,21,8,458,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10",flash-high-image-3-of-5--flash-min-vf (t=0.15),0.7968,0.7778,0.019,0.8005,0.8005,0.7931,0.7563,431,411,0.4029,0.4247,ns,66,39,382,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-high-image N=5 N=5, 3-of-5",0.7968,0.7269,0.0699,0.8005,0.6759,0.7931,0.7862,431,506,0.0008,0.0011,**,63,34,390,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10",image-baseline--flash-min-vf (t=0.2),0.7968,0.7167,0.0801,0.8005,0.6634,0.7931,0.7793,431,511,0.0004,0.0006,***,76,32,379,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","pro-high-image N=5 N=5, 3-of-5",0.7968,0.6998,0.097,0.8005,0.673,0.7931,0.7287,431,471,0.0003,0.0004,***,75,31,381,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-min-image N=5 N=5, 4-of-5",0.7968,0.6639,0.1329,0.8005,0.608,0.7931,0.731,431,523,0.0,0.0,***,59,28,400,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-min-text-t07 N=30 N=30, 29-of-30",0.7968,0.6611,0.1356,0.8005,0.6019,0.7931,0.7333,431,530,0.0,0.0,***,44,22,421,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-min-text-t07 N=5 N=5, 5-of-5",0.7968,0.6397,0.1571,0.8005,0.5329,0.7931,0.8,431,653,0.0,0.0,***,37,30,420,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-min-text-t07 N=10 N=10, 10-of-10",0.7968,0.6332,0.1636,0.8005,0.5625,0.7931,0.7241,431,560,0.0,0.0,***,48,22,417,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","single-pass-t0 N=10 N=10, 10-of-10",0.7968,0.5521,0.2446,0.8005,0.4098,0.7931,0.846,431,898,0.0,0.0,***,27,31,429,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","single-pass-t0 N=5 N=5, 5-of-5",0.7968,0.544,0.2528,0.8005,0.3964,0.7931,0.8667,431,951,0.0,0.0,***,27,33,427,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-min-text-t10 N=5 N=5, 5-of-5",0.7968,0.4712,0.3255,0.8005,0.5831,0.7931,0.3954,431,295,0.0,0.0,***,105,12,370,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-min-text-t10 N=30 N=30, 22-of-30",0.7968,0.467,0.3298,0.8005,0.4987,0.7931,0.4391,431,383,0.0,0.0,***,100,15,372,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=10 N=10, 9-of-10","flash-min-text-t10 N=10 N=10, 9-of-10",0.7968,0.4615,0.3352,0.8005,0.5455,0.7931,0.4,431,319,0.0,0.0,***,105,11,371,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=5 N=5, 5-of-5",flash-high-image-3-of-5--flash-min-vf (t=0.15),0.7788,0.7778,0.001,0.7976,0.8005,0.7609,0.7563,415,411,0.9664,0.9702,ns,64,45,378,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=5 N=5, 5-of-5","flash-high-image N=5 N=5, 3-of-5",0.7788,0.7269,0.0519,0.7976,0.6759,0.7609,0.7862,415,506,0.0143,0.018,*,61,38,388,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=5 N=5, 5-of-5",image-baseline--flash-min-vf (t=0.2),0.7788,0.7167,0.0621,0.7976,0.6634,0.7609,0.7793,415,511,0.0104,0.0134,*,72,42,373,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=5 N=5, 5-of-5","pro-high-image N=5 N=5, 3-of-5",0.7788,0.6998,0.079,0.7976,0.673,0.7609,0.7287,415,471,0.0036,0.0048,**,69,35,383,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=5 N=5, 5-of-5","flash-min-image N=5 N=5, 4-of-5",0.7788,0.6639,0.1149,0.7976,0.608,0.7609,0.731,415,523,0.0,0.0,***,53,34,400,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=5 N=5, 5-of-5","flash-min-text-t07 N=30 N=30, 29-of-30",0.7788,0.6611,0.1177,0.7976,0.6019,0.7609,0.7333,415,530,0.0,0.0,***,44,35,408,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=5 N=5, 5-of-5","flash-min-text-t07 N=5 N=5, 5-of-5",0.7788,0.6397,0.1391,0.7976,0.5329,0.7609,0.8,415,653,0.0,0.0,***,34,44,409,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=5 N=5, 5-of-5","flash-min-text-t07 N=10 N=10, 10-of-10",0.7788,0.6332,0.1457,0.7976,0.5625,0.7609,0.7241,415,560,0.0,0.0,***,46,34,407,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=5 N=5, 5-of-5","single-pass-t0 N=10 N=10, 10-of-10",0.7788,0.5521,0.2267,0.7976,0.4098,0.7609,0.846,415,898,0.0,0.0,***,23,43,421,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=5 N=5, 5-of-5","single-pass-t0 N=5 N=5, 5-of-5",0.7788,0.544,0.2348,0.7976,0.3964,0.7609,0.8667,415,951,0.0,0.0,***,23,43,421,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=5 N=5, 5-of-5","flash-min-text-t10 N=5 N=5, 5-of-5",0.7788,0.4712,0.3076,0.7976,0.5831,0.7609,0.3954,415,295,0.0,0.0,***,103,23,361,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=5 N=5, 5-of-5","flash-min-text-t10 N=30 N=30, 22-of-30",0.7788,0.467,0.3118,0.7976,0.4987,0.7609,0.4391,415,383,0.0,0.0,***,97,26,364,487
8,Leaderboard distinguishability,leaderboard,"flash-high-text N=5 N=5, 5-of-5","flash-min-text-t10 N=10 N=10, 9-of-10",0.7788,0.4615,0.3173,0.7976,0.5455,0.7609,0.4,415,319,0.0,0.0,***,102,20,365,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-high-image N=5 N=5, 3-of-5",0.7778,0.7269,0.0509,0.8005,0.6759,0.7563,0.7862,411,506,0.0004,0.0006,***,37,42,408,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),image-baseline--flash-min-vf (t=0.2),0.7778,0.7167,0.0611,0.8005,0.6634,0.7563,0.7793,411,511,0.001,0.0014,**,62,47,378,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"pro-high-image N=5 N=5, 3-of-5",0.7778,0.6998,0.078,0.8005,0.673,0.7563,0.7287,411,471,0.0069,0.009,**,77,49,361,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-image N=5 N=5, 4-of-5",0.7778,0.6639,0.1139,0.8005,0.608,0.7563,0.731,411,523,0.0,0.0,***,53,54,380,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=30 N=30, 29-of-30",0.7778,0.6611,0.1166,0.8005,0.6019,0.7563,0.7333,411,530,0.0,0.0,***,61,61,365,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=5 N=5, 5-of-5",0.7778,0.6397,0.1381,0.8005,0.5329,0.7563,0.8,411,653,0.0,0.0,***,55,69,363,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=10 N=10, 10-of-10",0.7778,0.6332,0.1446,0.8005,0.5625,0.7563,0.7241,411,560,0.0,0.0,***,62,62,363,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"single-pass-t0 N=10 N=10, 10-of-10",0.7778,0.5521,0.2256,0.8005,0.4098,0.7563,0.846,411,898,0.0,0.0,***,47,66,374,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"single-pass-t0 N=5 N=5, 5-of-5",0.7778,0.544,0.2338,0.8005,0.3964,0.7563,0.8667,411,951,0.0,0.0,***,45,68,374,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t10 N=5 N=5, 5-of-5",0.7778,0.4712,0.3065,0.8005,0.5831,0.7563,0.3954,411,295,0.0,0.0,***,116,29,342,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t10 N=30 N=30, 22-of-30",0.7778,0.467,0.3108,0.8005,0.4987,0.7563,0.4391,411,383,0.0,0.0,***,109,33,345,487
8,Leaderboard distinguishability,leaderboard,flash-high-image-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t10 N=10 N=10, 9-of-10",0.7778,0.4615,0.3162,0.8005,0.5455,0.7563,0.4,411,319,0.0,0.0,***,116,30,341,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=5 N=5, 3-of-5",image-baseline--flash-min-vf (t=0.2),0.7269,0.7167,0.0102,0.6759,0.6634,0.7862,0.7793,506,511,0.6073,0.6271,ns,70,43,374,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=5 N=5, 3-of-5","pro-high-image N=5 N=5, 3-of-5",0.7269,0.6998,0.0271,0.6759,0.673,0.7862,0.7287,506,471,0.2939,0.3178,ns,66,44,377,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=5 N=5, 3-of-5","flash-min-image N=5 N=5, 4-of-5",0.7269,0.6639,0.063,0.6759,0.608,0.7862,0.731,506,523,0.0003,0.0004,***,43,43,401,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=5 N=5, 3-of-5","flash-min-text-t07 N=30 N=30, 29-of-30",0.7269,0.6611,0.0657,0.6759,0.6019,0.7862,0.7333,506,530,0.0062,0.0081,**,52,56,379,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=5 N=5, 3-of-5","flash-min-text-t07 N=5 N=5, 5-of-5",0.7269,0.6397,0.0872,0.6759,0.5329,0.7862,0.8,506,653,0.0026,0.0035,**,43,62,382,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=5 N=5, 3-of-5","flash-min-text-t07 N=10 N=10, 10-of-10",0.7269,0.6332,0.0937,0.6759,0.5625,0.7862,0.7241,506,560,0.0003,0.0004,***,54,54,379,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=5 N=5, 3-of-5","single-pass-t0 N=10 N=10, 10-of-10",0.7269,0.5521,0.1747,0.6759,0.4098,0.7862,0.846,506,898,0.0,0.0,***,38,61,388,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=5 N=5, 3-of-5","single-pass-t0 N=5 N=5, 5-of-5",0.7269,0.544,0.1829,0.6759,0.3964,0.7862,0.8667,506,951,0.0,0.0,***,36,64,387,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=5 N=5, 3-of-5","flash-min-text-t10 N=5 N=5, 5-of-5",0.7269,0.4712,0.2557,0.6759,0.5831,0.7862,0.3954,506,295,0.0,0.0,***,113,28,346,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=5 N=5, 3-of-5","flash-min-text-t10 N=30 N=30, 22-of-30",0.7269,0.467,0.2599,0.6759,0.4987,0.7862,0.4391,506,383,0.0,0.0,***,106,28,353,487
8,Leaderboard distinguishability,leaderboard,"flash-high-image N=5 N=5, 3-of-5","flash-min-text-t10 N=10 N=10, 9-of-10",0.7269,0.4615,0.2653,0.6759,0.5455,0.7862,0.4,506,319,0.0,0.0,***,114,26,347,487
8,Leaderboard distinguishability,leaderboard,image-baseline--flash-min-vf (t=0.2),"pro-high-image N=5 N=5, 3-of-5",0.7167,0.6998,0.0169,0.6634,0.673,0.7793,0.7287,511,471,0.5182,0.5395,ns,69,58,360,487
8,Leaderboard distinguishability,leaderboard,image-baseline--flash-min-vf (t=0.2),"flash-min-image N=5 N=5, 4-of-5",0.7167,0.6639,0.0528,0.6634,0.608,0.7793,0.731,511,523,0.0143,0.018,*,46,64,377,487
8,Leaderboard distinguishability,leaderboard,image-baseline--flash-min-vf (t=0.2),"flash-min-text-t07 N=30 N=30, 29-of-30",0.7167,0.6611,0.0556,0.6634,0.6019,0.7793,0.7333,511,530,0.0383,0.0459,*,43,70,374,487
8,Leaderboard distinguishability,leaderboard,image-baseline--flash-min-vf (t=0.2),"flash-min-text-t07 N=5 N=5, 5-of-5",0.7167,0.6397,0.077,0.6634,0.5329,0.7793,0.8,511,653,0.0127,0.0161,*,38,76,373,487
8,Leaderboard distinguishability,leaderboard,image-baseline--flash-min-vf (t=0.2),"flash-min-text-t07 N=10 N=10, 10-of-10",0.7167,0.6332,0.0835,0.6634,0.5625,0.7793,0.7241,511,560,0.0032,0.0043,**,49,68,370,487
8,Leaderboard distinguishability,leaderboard,image-baseline--flash-min-vf (t=0.2),"single-pass-t0 N=10 N=10, 10-of-10",0.7167,0.5521,0.1646,0.6634,0.4098,0.7793,0.846,511,898,0.0,0.0,***,29,78,380,487
8,Leaderboard distinguishability,leaderboard,image-baseline--flash-min-vf (t=0.2),"single-pass-t0 N=5 N=5, 5-of-5",0.7167,0.544,0.1727,0.6634,0.3964,0.7793,0.8667,511,951,0.0,0.0,***,30,79,378,487
8,Leaderboard distinguishability,leaderboard,image-baseline--flash-min-vf (t=0.2),"flash-min-text-t10 N=5 N=5, 5-of-5",0.7167,0.4712,0.2455,0.6634,0.5831,0.7793,0.3954,511,295,0.0,0.0,***,104,38,345,487
8,Leaderboard distinguishability,leaderboard,image-baseline--flash-min-vf (t=0.2),"flash-min-text-t10 N=30 N=30, 22-of-30",0.7167,0.467,0.2497,0.6634,0.4987,0.7793,0.4391,511,383,0.0,0.0,***,98,41,348,487
8,Leaderboard distinguishability,leaderboard,image-baseline--flash-min-vf (t=0.2),"flash-min-text-t10 N=10 N=10, 9-of-10",0.7167,0.4615,0.2552,0.6634,0.5455,0.7793,0.4,511,319,0.0,0.0,***,104,37,346,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-image N=5 N=5, 4-of-5",0.6998,0.6639,0.0359,0.673,0.608,0.7287,0.731,471,523,0.16,0.1807,ns,48,61,378,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t07 N=30 N=30, 29-of-30",0.6998,0.6611,0.0386,0.673,0.6019,0.7287,0.7333,471,530,0.1888,0.2086,ns,46,67,374,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t07 N=5 N=5, 5-of-5",0.6998,0.6397,0.0601,0.673,0.5329,0.7287,0.8,471,653,0.0588,0.0689,ns,36,74,377,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t07 N=10 N=10, 10-of-10",0.6998,0.6332,0.0666,0.673,0.5625,0.7287,0.7241,471,560,0.0273,0.033,*,48,64,375,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","single-pass-t0 N=10 N=10, 10-of-10",0.6998,0.5521,0.1476,0.673,0.4098,0.7287,0.846,471,898,0.0,0.0,***,29,76,382,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","single-pass-t0 N=5 N=5, 5-of-5",0.6998,0.544,0.1558,0.673,0.3964,0.7287,0.8667,471,951,0.0,0.0,***,29,78,380,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t10 N=5 N=5, 5-of-5",0.6998,0.4712,0.2285,0.673,0.5831,0.7287,0.3954,471,295,0.0,0.0,***,100,38,349,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t10 N=30 N=30, 22-of-30",0.6998,0.467,0.2328,0.673,0.4987,0.7287,0.4391,471,383,0.0,0.0,***,96,42,349,487
8,Leaderboard distinguishability,leaderboard,"pro-high-image N=5 N=5, 3-of-5","flash-min-text-t10 N=10 N=10, 9-of-10",0.6998,0.4615,0.2382,0.673,0.5455,0.7287,0.4,471,319,0.0,0.0,***,102,36,349,487
8,Leaderboard distinguishability,leaderboard,"flash-min-image N=5 N=5, 4-of-5","flash-min-text-t07 N=30 N=30, 29-of-30",0.6639,0.6611,0.0027,0.608,0.6019,0.731,0.7333,523,530,0.9171,0.9244,ns,45,52,390,487
8,Leaderboard distinguishability,leaderboard,"flash-min-image N=5 N=5, 4-of-5","flash-min-text-t07 N=5 N=5, 5-of-5",0.6639,0.6397,0.0242,0.608,0.5329,0.731,0.8,523,653,0.3604,0.3864,ns,36,60,391,487
8,Leaderboard distinguishability,leaderboard,"flash-min-image N=5 N=5, 4-of-5","flash-min-text-t07 N=10 N=10, 10-of-10",0.6639,0.6332,0.0307,0.608,0.5625,0.731,0.7241,523,560,0.2231,0.2443,ns,51,53,383,487
8,Leaderboard distinguishability,leaderboard,"flash-min-image N=5 N=5, 4-of-5","single-pass-t0 N=10 N=10, 10-of-10",0.6639,0.5521,0.1117,0.608,0.4098,0.731,0.846,523,898,0.0,0.0,***,30,61,396,487
