threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,4358,0.0945,0.9471,0.1719,0.1416,0.2003,0.0766,0.1118,0.9214,0.9669
0.05,2761,0.1489,0.9448,0.2572,0.2147,0.2971,0.1211,0.176,0.9196,0.9654
0.1,1361,0.3005,0.9402,0.4555,0.4038,0.4984,0.2578,0.3391,0.9153,0.9618
0.15,803,0.4857,0.8966,0.63,0.5896,0.6684,0.4427,0.5284,0.8678,0.9249
0.2,777,0.4981,0.8897,0.6386,0.5985,0.6767,0.4535,0.5411,0.8612,0.9196
0.25,685,0.5431,0.8552,0.6643,0.6266,0.7015,0.4993,0.5843,0.8225,0.8892
0.3,685,0.5431,0.8552,0.6643,0.6266,0.7015,0.4993,0.5843,0.8225,0.8892
0.35,676,0.5459,0.8483,0.6643,0.6265,0.7009,0.5027,0.5878,0.8161,0.8848
0.4,676,0.5459,0.8483,0.6643,0.6265,0.7009,0.5027,0.5878,0.8161,0.8848
0.45,642,0.5576,0.823,0.6648,0.6263,0.6994,0.5137,0.6009,0.7864,0.8616
0.5,642,0.5576,0.823,0.6648,0.6263,0.6994,0.5137,0.6009,0.7864,0.8616
0.55,642,0.5576,0.823,0.6648,0.6263,0.6994,0.5137,0.6009,0.7864,0.8616
0.6,642,0.5576,0.823,0.6648,0.6263,0.6994,0.5137,0.6009,0.7864,0.8616
0.65,642,0.5576,0.823,0.6648,0.6263,0.6994,0.5137,0.6009,0.7864,0.8616
0.7,640,0.5594,0.823,0.666,0.6275,0.7013,0.5154,0.6029,0.7864,0.8616
0.75,639,0.5587,0.8207,0.6648,0.6272,0.7006,0.5154,0.6021,0.7856,0.859
0.8,636,0.5566,0.8138,0.6611,0.6214,0.6973,0.5127,0.6006,0.7766,0.8512
0.85,636,0.5566,0.8138,0.6611,0.6214,0.6973,0.5127,0.6006,0.7766,0.8512
0.9,571,0.5709,0.7494,0.6481,0.608,0.6866,0.5221,0.6175,0.7054,0.7947
0.95,568,0.5722,0.7471,0.6481,0.6075,0.6866,0.524,0.6189,0.7041,0.7929
1.0,461,0.5922,0.6276,0.6094,0.5705,0.6473,0.5442,0.6415,0.5833,0.6733
