threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,682,0.5748,0.9011,0.7019,0.6499,0.7427,0.5135,0.6302,0.8688,0.9296
0.05,575,0.6817,0.9011,0.7762,0.7321,0.8118,0.6229,0.7355,0.8688,0.9296
0.1,487,0.7988,0.8943,0.8438,0.8122,0.8714,0.7553,0.8386,0.8623,0.9228
0.15,416,0.9087,0.869,0.8884,0.8607,0.913,0.876,0.9368,0.8313,0.903
0.2,410,0.9171,0.8644,0.8899,0.8623,0.9149,0.8848,0.9438,0.8277,0.8994
0.25,389,0.928,0.8299,0.8762,0.8465,0.9029,0.8987,0.9534,0.7867,0.8688
0.3,389,0.928,0.8299,0.8762,0.8465,0.9029,0.8987,0.9534,0.7867,0.8688
0.35,388,0.9304,0.8299,0.8773,0.8485,0.9039,0.9018,0.9558,0.7867,0.8688
0.4,387,0.9302,0.8276,0.8759,0.8462,0.9022,0.9013,0.9558,0.7845,0.8654
0.45,371,0.938,0.8,0.8635,0.8329,0.8908,0.91,0.963,0.7556,0.8401
0.5,371,0.938,0.8,0.8635,0.8329,0.8908,0.91,0.963,0.7556,0.8401
0.55,371,0.938,0.8,0.8635,0.8329,0.8908,0.91,0.963,0.7556,0.8401
0.6,371,0.938,0.8,0.8635,0.8329,0.8908,0.91,0.963,0.7556,0.8401
0.65,371,0.938,0.8,0.8635,0.8329,0.8908,0.91,0.963,0.7556,0.8401
0.7,371,0.938,0.8,0.8635,0.8329,0.8908,0.91,0.963,0.7556,0.8401
0.75,368,0.9375,0.7931,0.8593,0.8287,0.8865,0.9095,0.9627,0.7488,0.8337
0.8,361,0.9363,0.777,0.8492,0.818,0.8772,0.908,0.9618,0.7333,0.8167
0.85,361,0.9363,0.777,0.8492,0.818,0.8772,0.908,0.9618,0.7333,0.8167
0.9,318,0.9371,0.6851,0.7915,0.7553,0.8247,0.906,0.9632,0.6389,0.7294
0.95,315,0.9365,0.6782,0.7867,0.7497,0.8196,0.9054,0.9628,0.6302,0.7242
1.0,211,0.9289,0.4506,0.6068,0.5598,0.6511,0.8927,0.9618,0.4029,0.4979
