R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi
50,3534,331,1627,4746,415,0,5161,0.9143596377749029,0.9052681846841683,0.9229252160814944,0.68475101724472,0.6675576232345302,0.6991558565389733,0.7830711278528694,0.7695911001467162,0.7919598478874409
