threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1678,0.2795,0.8701,0.4231,0.3612,0.4798,0.2295,0.3312,0.8257,0.9068
0.05,1218,0.3834,0.8664,0.5316,0.4702,0.5888,0.3255,0.4448,0.8213,0.9047
0.1,890,0.5169,0.8534,0.6438,0.5969,0.6897,0.4661,0.5708,0.8056,0.8947
0.15,673,0.6612,0.8256,0.7343,0.6914,0.7767,0.6111,0.7139,0.7776,0.8729
0.2,663,0.6682,0.8219,0.7371,0.6943,0.7787,0.6167,0.7205,0.772,0.8692
0.25,602,0.6894,0.7699,0.7274,0.6842,0.7711,0.6405,0.7392,0.7193,0.8214
0.3,602,0.6894,0.7699,0.7274,0.6842,0.7711,0.6405,0.7392,0.7193,0.8214
0.35,594,0.6919,0.7625,0.7255,0.6826,0.7684,0.6429,0.7445,0.7105,0.8163
0.4,594,0.6919,0.7625,0.7255,0.6826,0.7684,0.6429,0.7445,0.7105,0.8163
0.45,556,0.7068,0.7291,0.7178,0.6762,0.7626,0.6605,0.7542,0.6766,0.782
0.5,556,0.7068,0.7291,0.7178,0.6762,0.7626,0.6605,0.7542,0.6766,0.782
0.55,556,0.7068,0.7291,0.7178,0.6762,0.7626,0.6605,0.7542,0.6766,0.782
0.6,556,0.7068,0.7291,0.7178,0.6762,0.7626,0.6605,0.7542,0.6766,0.782
0.65,556,0.7068,0.7291,0.7178,0.6762,0.7626,0.6605,0.7542,0.6766,0.782
0.7,555,0.7081,0.7291,0.7185,0.6764,0.7632,0.661,0.7555,0.6766,0.782
0.75,552,0.7065,0.7236,0.7149,0.6729,0.7591,0.6594,0.7546,0.6705,0.7776
0.8,541,0.7116,0.7143,0.713,0.6718,0.7551,0.6651,0.7602,0.6622,0.7687
0.85,539,0.7106,0.7106,0.7106,0.6684,0.7524,0.6636,0.7591,0.6589,0.7635
0.9,472,0.7331,0.6419,0.6845,0.6407,0.7282,0.6843,0.7829,0.5904,0.6946
0.95,465,0.7333,0.6327,0.6793,0.6359,0.7219,0.6844,0.7834,0.5818,0.6854
1.0,320,0.7281,0.4323,0.5425,0.5013,0.587,0.6713,0.7875,0.3876,0.4796
