threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,337,0.9496,0.7356,0.829,0.787,0.8647,0.9222,0.9721,0.675,0.7937
0.05,334,0.9551,0.7333,0.8296,0.7884,0.8651,0.9307,0.9757,0.6736,0.7909
0.1,332,0.9608,0.7333,0.8318,0.7905,0.8681,0.9388,0.9801,0.6736,0.7909
0.15,322,0.9752,0.7218,0.8296,0.7875,0.8653,0.9561,0.9906,0.6614,0.7769
0.2,319,0.9749,0.7149,0.8249,0.7831,0.862,0.9554,0.9905,0.6559,0.7694
0.25,310,0.9742,0.6943,0.8107,0.7679,0.8493,0.9545,0.9902,0.6346,0.7483
0.3,310,0.9742,0.6943,0.8107,0.7679,0.8493,0.9545,0.9902,0.6346,0.7483
0.35,308,0.974,0.6897,0.8075,0.7644,0.8468,0.9542,0.9902,0.6314,0.746
0.4,308,0.974,0.6897,0.8075,0.7644,0.8468,0.9542,0.9902,0.6314,0.746
0.45,298,0.9732,0.6667,0.7913,0.7468,0.8306,0.953,0.9898,0.6059,0.722
0.5,298,0.9732,0.6667,0.7913,0.7468,0.8306,0.953,0.9898,0.6059,0.722
0.55,298,0.9732,0.6667,0.7913,0.7468,0.8306,0.953,0.9898,0.6059,0.722
0.6,298,0.9732,0.6667,0.7913,0.7468,0.8306,0.953,0.9898,0.6059,0.722
0.65,297,0.9731,0.6644,0.7896,0.7436,0.8288,0.9529,0.9898,0.603,0.7188
0.7,297,0.9731,0.6644,0.7896,0.7436,0.8288,0.9529,0.9898,0.603,0.7188
0.75,294,0.9728,0.6575,0.7846,0.7394,0.8245,0.9526,0.9897,0.5964,0.7131
0.8,293,0.9727,0.6552,0.783,0.7376,0.8231,0.9521,0.9896,0.5933,0.711
0.85,293,0.9727,0.6552,0.783,0.7376,0.8231,0.9521,0.9896,0.5933,0.711
0.9,268,0.9739,0.6,0.7425,0.6966,0.7844,0.9535,0.99,0.5438,0.6563
0.95,265,0.9736,0.5931,0.7371,0.6912,0.7795,0.9528,0.99,0.5364,0.6485
1.0,185,0.9784,0.4161,0.5839,0.5314,0.6347,0.9538,0.9952,0.3645,0.4679
