threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,367,0.921,0.777,0.8429,0.8048,0.8787,0.8872,0.9523,0.7198,0.8313
0.05,349,0.9542,0.7655,0.8495,0.8123,0.8828,0.929,0.9771,0.7095,0.8176
0.1,349,0.9542,0.7655,0.8495,0.8123,0.8828,0.929,0.9771,0.7095,0.8176
0.15,348,0.954,0.7632,0.848,0.8112,0.881,0.9289,0.9771,0.708,0.8157
0.2,348,0.954,0.7632,0.848,0.8112,0.881,0.9289,0.9771,0.708,0.8157
0.25,346,0.9566,0.7609,0.8476,0.8095,0.881,0.9328,0.9774,0.705,0.8154
0.3,346,0.9566,0.7609,0.8476,0.8095,0.881,0.9328,0.9774,0.705,0.8154
0.35,346,0.9566,0.7609,0.8476,0.8095,0.881,0.9328,0.9774,0.705,0.8154
0.4,346,0.9566,0.7609,0.8476,0.8095,0.881,0.9328,0.9774,0.705,0.8154
0.45,346,0.9566,0.7609,0.8476,0.8095,0.881,0.9328,0.9774,0.705,0.8154
0.5,346,0.9566,0.7609,0.8476,0.8095,0.881,0.9328,0.9774,0.705,0.8154
0.55,346,0.9566,0.7609,0.8476,0.8095,0.881,0.9328,0.9774,0.705,0.8154
0.6,346,0.9566,0.7609,0.8476,0.8095,0.881,0.9328,0.9774,0.705,0.8154
0.65,346,0.9566,0.7609,0.8476,0.8095,0.881,0.9328,0.9774,0.705,0.8154
0.7,346,0.9566,0.7609,0.8476,0.8095,0.881,0.9328,0.9774,0.705,0.8154
0.75,346,0.9566,0.7609,0.8476,0.8095,0.881,0.9328,0.9774,0.705,0.8154
0.8,346,0.9566,0.7609,0.8476,0.8095,0.881,0.9328,0.9774,0.705,0.8154
0.85,346,0.9566,0.7609,0.8476,0.8095,0.881,0.9328,0.9774,0.705,0.8154
0.9,346,0.9566,0.7609,0.8476,0.8095,0.881,0.9328,0.9774,0.705,0.8154
0.95,344,0.9564,0.7563,0.8447,0.8078,0.8788,0.9326,0.9773,0.702,0.8099
1.0,29,0.931,0.0621,0.1164,0.0726,0.1639,0.8148,1.0,0.0379,0.0895
