buffer_band,n,mean_ds_posterior,sd,ci_lo,ci_hi
50.0,473,0.7246405432708649,0.0,0.7246405432708649,0.7246405432708649
75.0,121,0.724640543270865,1.1148393564894883e-16,0.724640543270865,0.724640543270865
100.0,47,0.724640543270865,1.1222257845283075e-16,0.724640543270865,0.724640543270865
125.0,19,0.724640543270865,1.1406457265696477e-16,0.724640543270865,0.724640543270865
150.0,11,0.7246405432708648,1.1644117316690923e-16,0.7246405432708647,0.7246405432708649
200.0,74,0.7246405432708648,1.117801426763131e-16,0.7246405432708648,0.7246405432708648
