threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,571,0.3643,0.4782,0.4135,0.3364,0.4806,0.2838,0.4455,0.3946,0.5529
0.05,393,0.5293,0.4782,0.5024,0.4251,0.5691,0.4371,0.6135,0.3958,0.5525
0.1,309,0.6667,0.4736,0.5538,0.4729,0.6186,0.5816,0.7431,0.3892,0.5492
0.15,246,0.8252,0.4667,0.5962,0.5154,0.6617,0.7581,0.8831,0.383,0.5409
0.2,245,0.8245,0.4644,0.5941,0.5142,0.6585,0.7573,0.8831,0.383,0.5385
0.25,227,0.8326,0.4345,0.571,0.4946,0.6316,0.766,0.8899,0.3568,0.5024
0.3,227,0.8326,0.4345,0.571,0.4946,0.6316,0.766,0.8899,0.3568,0.5024
0.35,227,0.8326,0.4345,0.571,0.4946,0.6316,0.766,0.8899,0.3568,0.5024
0.4,227,0.8326,0.4345,0.571,0.4946,0.6316,0.766,0.8899,0.3568,0.5024
0.45,223,0.8386,0.4299,0.5684,0.4898,0.6296,0.7684,0.8969,0.3516,0.4987
0.5,223,0.8386,0.4299,0.5684,0.4898,0.6296,0.7684,0.8969,0.3516,0.4987
0.55,223,0.8386,0.4299,0.5684,0.4898,0.6296,0.7684,0.8969,0.3516,0.4987
0.6,223,0.8386,0.4299,0.5684,0.4898,0.6296,0.7684,0.8969,0.3516,0.4987
0.65,222,0.8423,0.4299,0.5693,0.4899,0.6297,0.7695,0.9009,0.3516,0.4987
0.7,221,0.8462,0.4299,0.5701,0.4916,0.6299,0.7746,0.9052,0.3516,0.4987
0.75,219,0.8447,0.4253,0.5657,0.4841,0.6267,0.7725,0.9049,0.3464,0.495
0.8,217,0.8433,0.4207,0.5613,0.4832,0.6245,0.7692,0.9045,0.3428,0.4906
0.85,217,0.8433,0.4207,0.5613,0.4832,0.6245,0.7692,0.9045,0.3428,0.4906
0.9,189,0.8307,0.3609,0.5032,0.4317,0.5646,0.7521,0.8982,0.2973,0.4211
0.95,188,0.8298,0.3586,0.5008,0.4286,0.5607,0.75,0.8977,0.295,0.4182
1.0,132,0.8258,0.2506,0.3845,0.3156,0.447,0.7333,0.9055,0.1984,0.3036
