cell,N,prob_t,min_votes,n_detections,tp,fp,fn,precision,recall,corrected_f1
g384_ov192_55map,1,0.92,1,6342,4619,1723,541,0.728319142226427,0.8951550387596899,0.8031646670144322
g384_ov192_55map,1,0.95,1,6289,4615,1674,545,0.7338209572269041,0.8943798449612403,0.8061839461961744
g384_ov192_55map,1,0.96,1,5337,4374,963,786,0.8195615514333895,0.8476744186046512,0.8333809659902829
g384_ov192_55map,1,0.98,1,5334,4371,963,789,0.8194600674915635,0.8470930232558139,0.8330474556889651
g384_ov192_55map,1,0.99,1,1464,1287,177,3873,0.8790983606557377,0.24941860465116278,0.3885869565217391
g384_ov192_55map,1,1.0,1,365,326,39,4834,0.8931506849315068,0.0631782945736434,0.11800904977375565
g384_ov192_55map,3,0.0,1,36472,4802,31670,358,0.13166264531695548,0.9306201550387597,0.2306879323597233
g384_ov192_55map,3,0.0,2,22566,4712,17854,448,0.20880971372861828,0.9131782945736434,0.33989756906874413
g384_ov192_55map,3,0.0,3,16706,4541,12165,619,0.2718185083203639,0.8800387596899225,0.4153480289033201
g384_ov192_55map,3,0.01,1,27325,4799,22526,361,0.1756267154620311,0.9300387596899224,0.29545944281976294
g384_ov192_55map,3,0.01,2,18451,4706,13745,454,0.25505392661644355,0.912015503875969,0.3986277582482741
g384_ov192_55map,3,0.01,3,14037,4534,9503,626,0.323003490774382,0.8786821705426356,0.47236547377194354
g384_ov192_55map,3,0.02,1,17346,4783,12563,377,0.2757408047964949,0.9269379844961241,0.4250422109659646
g384_ov192_55map,3,0.02,2,12606,4695,7911,465,0.3724416944312232,0.9098837209302325,0.5285376561972307
g384_ov192_55map,3,0.02,3,10103,4525,5578,635,0.4478867663070375,0.876937984496124,0.5929371683155343
g384_ov192_55map,3,0.05,1,16599,4781,11818,379,0.2880293993614073,0.9265503875968992,0.43945034238705816
g384_ov192_55map,3,0.05,2,12136,4694,7442,466,0.3867831245880026,0.9096899224806202,0.5427844588344126
g384_ov192_55map,3,0.05,3,9761,4524,5237,636,0.4634771027558652,0.8767441860465116,0.6063936733462905
g384_ov192_55map,3,0.08,1,8817,4758,4059,402,0.5396393331064988,0.922093023255814,0.6808327967374973
g384_ov192_55map,3,0.08,2,6889,4669,2220,491,0.6777471331107563,0.9048449612403101,0.7750020748609843
g384_ov192_55map,3,0.08,3,5909,4503,1406,657,0.7620578778135049,0.8726744186046511,0.813623633571235
g384_ov192_55map,3,0.1,1,8815,4758,4057,402,0.5397617697107203,0.922093023255814,0.6809302325581394
g384_ov192_55map,3,0.1,2,6889,4669,2220,491,0.6777471331107563,0.9048449612403101,0.7750020748609843
g384_ov192_55map,3,0.1,3,5909,4503,1406,657,0.7620578778135049,0.8726744186046511,0.813623633571235
g384_ov192_55map,3,0.15,1,8524,4755,3769,405,0.5578366963866729,0.9215116279069767,0.6949722303420053
g384_ov192_55map,3,0.15,2,6701,4667,2034,493,0.6964632144456051,0.9044573643410853,0.7869488238765702
g384_ov192_55map,3,0.15,3,5781,4501,1280,659,0.7785850198927521,0.8722868217054264,0.8227767114523353
g384_ov192_55map,3,0.2,1,8196,4751,3445,409,0.5796730112249878,0.9207364341085271,0.7114405510631926
g384_ov192_55map,3,0.2,2,6501,4664,1837,496,0.7174280879864636,0.9038759689922481,0.7999313952491209
g384_ov192_55map,3,0.2,3,5628,4499,1129,661,0.7993958777540867,0.8718992248062015,0.8340748980348536
g384_ov192_55map,3,0.25,1,8159,4750,3409,410,0.5821791886260571,0.9205426356589147,0.7132667617689016
g384_ov192_55map,3,0.25,2,6476,4663,1813,497,0.7200432365657814,0.9036821705426357,0.8014781711928497
g384_ov192_55map,3,0.25,3,5608,4498,1110,662,0.8020684736091298,0.8717054263565891,0.8354383358098068
g384_ov192_55map,3,0.3,1,8109,4750,3359,410,0.5857688987544704,0.9205426356589147,0.7159544803677745
g384_ov192_55map,3,0.3,2,6443,4663,1780,497,0.7237311811268042,0.9036821705426357,0.8037576488839092
g384_ov192_55map,3,0.3,3,5586,4498,1088,662,0.8052273540995345,0.8717054263565891,0.83714870649544
g384_ov192_55map,3,0.35,1,8108,4750,3358,410,0.5858411445485939,0.9205426356589147,0.716008441362677
g384_ov192_55map,3,0.35,2,6442,4663,1779,497,0.723843526855014,0.9036821705426357,0.8038269263920014
g384_ov192_55map,3,0.35,3,5585,4498,1087,662,0.8053715308863026,0.8717054263565891,0.8372266170311774
g384_ov192_55map,3,0.4,1,8076,4750,3326,410,0.5881624566617137,0.9205426356589147,0.7177394983378664
g384_ov192_55map,3,0.4,2,6424,4662,1762,498,0.7257160647571607,0.9034883720930232,0.8049033149171271
g384_ov192_55map,3,0.4,3,5570,4497,1073,663,0.8073608617594255,0.8715116279069768,0.8382106244175209
g384_ov192_55map,3,0.45,1,8052,4749,3303,411,0.5897913561847988,0.9203488372093023,0.7188919164396004
g384_ov192_55map,3,0.45,2,6405,4661,1744,499,0.7277127244340359,0.9032945736434108,0.8060527453523563
g384_ov192_55map,3,0.45,3,5557,4496,1061,664,0.8090696418931078,0.8713178294573644,0.8390407763366614
g384_ov192_55map,3,0.55,1,8032,4748,3284,412,0.5911354581673307,0.92015503875969,0.7198302001212857
g384_ov192_55map,3,0.55,2,6389,4660,1729,500,0.7293786195022696,0.9031007751937985,0.8069962767339164
g384_ov192_55map,3,0.55,3,5545,4495,1050,665,0.8106402164111812,0.8711240310077519,0.8397944885567491
g384_ov192_55map,3,0.65,1,8029,4748,3281,412,0.5913563332918171,0.92015503875969,0.7199939343392222
g384_ov192_55map,3,0.65,2,6386,4660,1726,500,0.7297212652677733,0.9031007751937985,0.8072059587736012
g384_ov192_55map,3,0.65,3,5542,4495,1047,665,0.8110790328401299,0.8711240310077519,0.8400299009530928
g384_ov192_55map,3,0.7,1,8018,4748,3270,412,0.5921676228485907,0.92015503875969,0.7205949309455152
g384_ov192_55map,3,0.7,2,6380,4660,1720,500,0.7304075235109718,0.9031007751937985,0.807625649913345
g384_ov192_55map,3,0.7,3,5538,4495,1043,665,0.8116648609606356,0.8711240310077519,0.8403439895307534
g384_ov192_55map,3,0.75,1,8013,4747,3266,413,0.5924123299638088,0.9199612403100775,0.7207166173233128
g384_ov192_55map,3,0.75,2,6377,4659,1718,501,0.7305943233495374,0.9029069767441861,0.8076623038918264
g384_ov192_55map,3,0.75,3,5537,4494,1043,666,0.8116308470290771,0.8709302325581395,0.8402355800691783
g384_ov192_55map,3,0.8,1,7982,4747,3235,413,0.5947131044850914,0.9199612403100775,0.7224166793486532
g384_ov192_55map,3,0.8,2,6362,4659,1703,501,0.7323168814838101,0.9029069767441861,0.8087137649713593
g384_ov192_55map,3,0.8,3,5527,4494,1033,666,0.8130993305590737,0.8709302325581395,0.8410218021895761
g384_ov192_55map,3,0.85,1,7978,4747,3231,413,0.5950112810228128,0.9199612403100775,0.722636626579388
g384_ov192_55map,3,0.85,2,6359,4659,1700,501,0.732662368296902,0.9029069767441861,0.8089243857973782
g384_ov192_55map,3,0.85,3,5524,4494,1030,666,0.8135409123823316,0.8709302325581395,0.8412579558217896
g384_ov192_55map,3,0.88,1,7767,4739,3028,421,0.6101454873181409,0.9184108527131783,0.7331940898893788
g384_ov192_55map,3,0.88,2,6233,4651,1582,509,0.7461896358094016,0.9013565891472868,0.8164662512068814
g384_ov192_55map,3,0.88,3,5433,4487,946,673,0.8258788882753543,0.8695736434108527,0.8471632209949967
g384_ov192_55map,3,0.9,1,7682,4737,2945,423,0.616636292632127,0.9180232558139535,0.7377355552094689
g384_ov192_55map,3,0.9,2,6170,4649,1521,511,0.753484602917342,0.900968992248062,0.8206531332744925
g384_ov192_55map,3,0.9,3,5388,4486,902,674,0.8325909428359317,0.8693798449612403,0.850587789154342
g384_ov192_55map,3,0.92,1,7667,4736,2931,424,0.6177122733794183,0.9178294573643411,0.738442348171825
g384_ov192_55map,3,0.92,2,6162,4649,1513,511,0.7544628367413178,0.900968992248062,0.8212329977035858
g384_ov192_55map,3,0.92,3,5381,4486,895,674,0.833674038282847,0.8693798449612403,0.8511526420643203
g384_ov192_55map,3,0.95,1,7589,4732,2857,428,0.6235340624588219,0.9170542635658915,0.7423327319789786
g384_ov192_55map,3,0.95,2,6112,4645,1467,515,0.7599803664921466,0.9001937984496124,0.8241660752306601
g384_ov192_55map,3,0.95,3,5343,4485,858,675,0.8394160583941606,0.8691860465116279,0.8540417023707513
g384_ov192_55map,3,0.96,1,6298,4482,1816,678,0.7116544934899969,0.8686046511627907,0.7823354861232328
g384_ov192_55map,3,0.96,2,5181,4397,784,763,0.848677861416715,0.8521317829457364,0.8504013151532734
g384_ov192_55map,3,0.96,3,4626,4251,375,909,0.9189364461738002,0.8238372093023256,0.8687921520539547
g384_ov192_55map,3,0.98,1,6294,4479,1815,681,0.7116301239275501,0.8680232558139535,0.7820848611838659
g384_ov192_55map,3,0.98,2,5177,4394,783,766,0.8487541046938382,0.8515503875968993,0.8501499467930733
g384_ov192_55map,3,0.98,3,4623,4248,375,912,0.9188838416612589,0.8232558139534883,0.8684452621895123
g384_ov192_55map,3,0.99,1,1703,1382,321,3778,0.8115091015854374,0.2678294573643411,0.40273932682500363
g384_ov192_55map,3,0.99,2,1420,1281,139,3879,0.902112676056338,0.24825581395348836,0.3893617021276596
g384_ov192_55map,3,0.99,3,1288,1215,73,3945,0.9433229813664596,0.23546511627906977,0.3768610421836228
g384_ov192_55map,3,1.0,1,427,356,71,4804,0.8337236533957846,0.06899224806201551,0.12743869697512084
g384_ov192_55map,3,1.0,2,353,321,32,4839,0.9093484419263456,0.062209302325581396,0.11645202249229095
g384_ov192_55map,3,1.0,3,326,309,17,4851,0.9478527607361963,0.05988372093023256,0.11265038279256288
g384_ov192_55map,5,0.0,1,43790,4848,38942,312,0.11071020781000228,0.9395348837209302,0.1980796731358529
g384_ov192_55map,5,0.0,2,27314,4768,22546,392,0.17456249542359228,0.924031007751938,0.293650304859272
g384_ov192_55map,5,0.0,3,21892,4708,17184,452,0.21505572811986115,0.9124031007751938,0.34807038296613935
g384_ov192_55map,5,0.0,4,18327,4616,13711,544,0.25186882741310634,0.8945736434108527,0.39306850598203263
g384_ov192_55map,5,0.0,5,14889,4438,10451,722,0.29807240244475786,0.860077519379845,0.4427153473988728
g384_ov192_55map,5,0.01,1,32021,4846,27175,314,0.15133818431654228,0.9391472868217055,0.2606707727064899
g384_ov192_55map,5,0.01,2,21924,4762,17162,398,0.21720488961868273,0.9228682170542636,0.351646728695909
g384_ov192_55map,5,0.01,3,17950,4702,13248,458,0.261949860724234,0.9112403100775194,0.4069234097793163
g384_ov192_55map,5,0.01,4,15304,4611,10693,549,0.30129377940407737,0.8936046511627908,0.4506450351837373
g384_ov192_55map,5,0.01,5,12605,4433,8172,727,0.35168583895279654,0.859108527131783,0.49907120743034056
g384_ov192_55map,5,0.02,1,19856,4831,15025,329,0.24330177276390008,0.9362403100775194,0.38623281100095935
g384_ov192_55map,5,0.02,2,14576,4750,9826,410,0.3258781558726674,0.9205426356589147,0.48135387109850014
g384_ov192_55map,5,0.02,3,12358,4690,7668,470,0.37951124777472084,0.9089147286821705,0.5354492521977395
g384_ov192_55map,5,0.02,4,10833,4603,6230,557,0.42490538170405245,0.8920542635658915,0.5756268367410743
g384_ov192_55map,5,0.02,5,9270,4424,4846,736,0.4772384034519957,0.8573643410852713,0.6131670131670132
g384_ov192_55map,5,0.05,1,18965,4829,14136,331,0.25462694437121014,0.9358527131782945,0.4003316062176166
g384_ov192_55map,5,0.05,2,14001,4748,9253,412,0.33911863438325834,0.92015503875969,0.4955900005218934
g384_ov192_55map,5,0.05,3,11898,4688,7210,472,0.39401580097495376,0.9085271317829458,0.5496541212334388
g384_ov192_55map,5,0.05,4,10453,4602,5851,558,0.44025638572658565,0.891860465116279,0.5895087427144047
g384_ov192_55map,5,0.05,5,8969,4424,4545,736,0.4932545434273609,0.8573643410852713,0.6262297402505486
g384_ov192_55map,5,0.08,1,9770,4806,4964,354,0.491914022517912,0.9313953488372093,0.6438044206296049
g384_ov192_55map,5,0.08,2,7650,4722,2928,438,0.6172549019607844,0.9151162790697674,0.7372365339578454
g384_ov192_55map,5,0.08,3,6770,4665,2105,495,0.689069423929099,0.9040697674418605,0.782062028499581
g384_ov192_55map,5,0.08,4,6184,4579,1605,581,0.7404592496765847,0.8874031007751938,0.807299012693935
g384_ov192_55map,5,0.08,5,5580,4404,1176,756,0.789247311827957,0.8534883720930233,0.8201117318435754
g384_ov192_55map,5,0.1,1,9768,4806,4962,354,0.492014742014742,0.9313953488372093,0.6438906752411575
g384_ov192_55map,5,0.1,2,7650,4722,2928,438,0.6172549019607844,0.9151162790697674,0.7372365339578454
g384_ov192_55map,5,0.1,3,6770,4665,2105,495,0.689069423929099,0.9040697674418605,0.782062028499581
g384_ov192_55map,5,0.1,4,6184,4579,1605,581,0.7404592496765847,0.8874031007751938,0.807299012693935
g384_ov192_55map,5,0.1,5,5580,4404,1176,756,0.789247311827957,0.8534883720930233,0.8201117318435754
g384_ov192_55map,5,0.15,1,9432,4803,4629,357,0.5092239185750637,0.9308139534883721,0.6583059210526315
g384_ov192_55map,5,0.15,2,7429,4719,2710,441,0.6352133530757841,0.9145348837209303,0.7497021208991977
g384_ov192_55map,5,0.15,3,6592,4663,1929,497,0.707372572815534,0.9036821705426357,0.79356705241661
g384_ov192_55map,5,0.15,4,6037,4578,1459,582,0.7583236706973663,0.8872093023255814,0.8177190318835402
g384_ov192_55map,5,0.15,5,5469,4403,1066,757,0.8050831961967453,0.8532945736434109,0.8284880985981747
g384_ov192_55map,5,0.2,1,9045,4800,4245,360,0.5306799336650083,0.9302325581395349,0.675818373812038
g384_ov192_55map,5,0.2,2,7178,4716,2462,444,0.6570075229869045,0.913953488372093,0.7644674987842439
g384_ov192_55map,5,0.2,3,6393,4660,1733,500,0.7289222587204756,0.9031007751937985,0.8067168700770363
g384_ov192_55map,5,0.2,4,5872,4576,1296,584,0.779291553133515,0.8868217054263566,0.8295866569978245
g384_ov192_55map,5,0.2,5,5340,4401,939,759,0.8241573033707865,0.852906976744186,0.8382857142857142
g384_ov192_55map,5,0.25,1,9001,4799,4202,361,0.533162981890901,0.9300387596899224,0.6777769931502012
g384_ov192_55map,5,0.25,2,7149,4715,2434,445,0.6595328017904603,0.9137596899224806,0.7661061012267446
g384_ov192_55map,5,0.25,3,6369,4659,1710,501,0.7315120113047574,0.9029069767441861,0.8082227426489722
g384_ov192_55map,5,0.25,4,5852,4575,1277,585,0.781784005468216,0.8866279069767442,0.8309117326552851
g384_ov192_55map,5,0.25,5,5323,4400,923,760,0.826601540484689,0.8527131782945736,0.8394543546694648
g384_ov192_55map,5,0.3,1,8945,4799,4146,361,0.5365008384572387,0.9300387596899224,0.6804679191775966
g384_ov192_55map,5,0.3,2,7111,4715,2396,445,0.663057235269301,0.9137596899224806,0.7684785266074484
g384_ov192_55map,5,0.3,3,6342,4659,1683,501,0.7346263008514664,0.9029069767441861,0.8101199791340635
g384_ov192_55map,5,0.3,4,5828,4575,1253,585,0.7850034317089911,0.8866279069767442,0.8327266108481981
g384_ov192_55map,5,0.3,5,5301,4400,901,760,0.8300320694208639,0.8527131782945736,0.8412197686645635
g384_ov192_55map,5,0.35,1,8944,4799,4145,361,0.5365608228980322,0.9300387596899224,0.6805161656267724
g384_ov192_55map,5,0.35,2,7110,4715,2395,445,0.6631504922644164,0.9137596899224806,0.7685411572942135
g384_ov192_55map,5,0.35,3,6341,4659,1682,501,0.7347421542343479,0.9029069767441861,0.8101904182245022
g384_ov192_55map,5,0.35,4,5827,4575,1252,585,0.7851381499914193,0.8866279069767442,0.8328024028397198
g384_ov192_55map,5,0.35,5,5301,4400,901,760,0.8300320694208639,0.8527131782945736,0.8412197686645635
g384_ov192_55map,5,0.4,1,8905,4799,4106,361,0.5389107243121841,0.9300387596899224,0.6824031283327407
g384_ov192_55map,5,0.4,2,7089,4714,2375,446,0.6649739032303569,0.9135658914728683,0.7696954853457425
g384_ov192_55map,5,0.4,3,6322,4658,1664,502,0.7367921543815248,0.9027131782945736,0.8113569064622888
g384_ov192_55map,5,0.4,4,5810,4574,1236,586,0.787263339070568,0.8864341085271318,0.8339106654512307
g384_ov192_55map,5,0.4,5,5290,4399,891,761,0.8315689981096408,0.8525193798449613,0.8419138755980862
g384_ov192_55map,5,0.45,1,8875,4798,4077,362,0.5406197183098591,0.9298449612403101,0.6837192732454578
g384_ov192_55map,5,0.45,2,7069,4713,2356,447,0.6667138209081906,0.9133720930232558,0.7707907433150707
g384_ov192_55map,5,0.45,3,6303,4657,1646,503,0.7388545137236237,0.9025193798449612,0.8125272616243566
g384_ov192_55map,5,0.45,4,5796,4573,1223,587,0.788992408557626,0.8862403100775194,0.8347937203358891
g384_ov192_55map,5,0.45,5,5280,4398,882,762,0.8329545454545455,0.8523255813953489,0.842528735632184
g384_ov192_55map,5,0.55,1,8849,4796,4053,364,0.5419821448751271,0.9294573643410853,0.6847026911271324
g384_ov192_55map,5,0.55,2,7049,4712,2337,448,0.6684636118598383,0.9131782945736434,0.7718895896469817
g384_ov192_55map,5,0.55,3,6287,4656,1631,504,0.7405757913154127,0.9023255813953488,0.8134882501965581
g384_ov192_55map,5,0.55,4,5781,4572,1209,588,0.7908666320705761,0.8860465116279069,0.835755415409926
g384_ov192_55map,5,0.55,5,5268,4397,871,763,0.8346621108580107,0.8521317829457364,0.8433064825469888
g384_ov192_55map,5,0.65,1,8846,4796,4050,364,0.5421659507121863,0.9294573643410853,0.6848493502784521
g384_ov192_55map,5,0.65,2,7046,4712,2334,448,0.6687482259437979,0.9131782945736434,0.7720793052597084
g384_ov192_55map,5,0.65,3,6284,4656,1628,504,0.7409293443666455,0.9023255813953488,0.8137015029709891
g384_ov192_55map,5,0.65,4,5778,4572,1206,588,0.7912772585669782,0.8860465116279069,0.8359846407021393
g384_ov192_55map,5,0.65,5,5265,4397,868,763,0.8351377018043685,0.8521317829457364,0.8435491606714628
g384_ov192_55map,5,0.7,1,8834,4796,4038,364,0.5429024224586824,0.9294573643410853,0.6854366156924396
g384_ov192_55map,5,0.7,2,7038,4712,2326,448,0.6695083830633702,0.9131782945736434,0.7725856697819314
g384_ov192_55map,5,0.7,3,6278,4656,1622,504,0.7416374641605606,0.9023255813953488,0.8141283441161041
g384_ov192_55map,5,0.7,4,5774,4572,1202,588,0.7918254243158989,0.8860465116279069,0.836290470093287
g384_ov192_55map,5,0.7,5,5261,4397,864,763,0.8357726667933852,0.8521317829457364,0.8438729488532771
g384_ov192_55map,5,0.75,1,8828,4795,4033,365,0.5431581332125056,0.9292635658914729,0.6855876465541892
g384_ov192_55map,5,0.75,2,7034,4711,2323,449,0.6697469434176855,0.912984496124031,0.7726750861079219
g384_ov192_55map,5,0.75,3,6276,4655,1621,505,0.7417144678138942,0.9021317829457365,0.8140958377054913
g384_ov192_55map,5,0.75,4,5773,4571,1202,589,0.7917893642820024,0.8858527131782946,0.8361840300009148
g384_ov192_55map,5,0.75,5,5260,4396,864,764,0.8357414448669201,0.851937984496124,0.8437619961612284
g384_ov192_55map,5,0.8,1,8796,4795,4001,365,0.5451341518872215,0.9292635658914729,0.6871596445973057
g384_ov192_55map,5,0.8,2,7015,4711,2304,449,0.6715609408410549,0.912984496124031,0.7738809034907599
g384_ov192_55map,5,0.8,3,6262,4655,1607,505,0.7433727243692111,0.9021317829457365,0.8150936788653476
g384_ov192_55map,5,0.8,4,5762,4571,1191,589,0.7933009371745922,0.8858527131782946,0.8370261856802783
g384_ov192_55map,5,0.8,5,5250,4396,854,764,0.8373333333333334,0.851937984496124,0.8445725264169068
g384_ov192_55map,5,0.85,1,8791,4795,3996,365,0.5454442042998521,0.9292635658914729,0.6874059207225289
g384_ov192_55map,5,0.85,2,7011,4711,2300,449,0.6719440878619313,0.912984496124031,0.7741352395037383
g384_ov192_55map,5,0.85,3,6259,4655,1604,505,0.743729030196517,0.9021317829457365,0.8153078202995009
g384_ov192_55map,5,0.85,4,5759,4571,1188,589,0.7937141864907102,0.8858527131782946,0.8372561589889185
g384_ov192_55map,5,0.85,5,5247,4396,851,764,0.8378120830951019,0.851937984496124,0.8448159892380127
g384_ov192_55map,5,0.88,1,8539,4786,3753,374,0.5604871764843659,0.9275193798449612,0.6987371340973794
g384_ov192_55map,5,0.88,2,6855,4702,2153,458,0.6859226841721371,0.9112403100775194,0.7826883062838119
g384_ov192_55map,5,0.88,3,6136,4647,1489,513,0.7573337679269883,0.9005813953488372,0.8227691218130312
g384_ov192_55map,5,0.88,4,5652,4564,1088,596,0.8075017692852088,0.8844961240310077,0.8442471328153903
g384_ov192_55map,5,0.88,5,5162,4389,773,771,0.8502518403719489,0.8505813953488373,0.8504165859329588
g384_ov192_55map,5,0.9,1,8442,4784,3658,376,0.5666903577351339,0.9271317829457364,0.7034259667695928
g384_ov192_55map,5,0.9,2,6781,4701,2080,459,0.6932605810352456,0.911046511627907,0.787371241939536
g384_ov192_55map,5,0.9,3,6076,4646,1430,514,0.7646477946017116,0.9003875968992248,0.8269846920612317
g384_ov192_55map,5,0.9,4,5602,4563,1039,597,0.8145305248125669,0.8843023255813953,0.8479836461624234
g384_ov192_55map,5,0.9,5,5123,4388,735,772,0.8565293773179777,0.8503875968992248,0.853447437518234
g384_ov192_55map,5,0.92,1,8426,4784,3642,376,0.5677664372181344,0.9271317829457364,0.7042543795083175
g384_ov192_55map,5,0.92,2,6771,4700,2071,460,0.6941367597105302,0.9108527131782945,0.7878635487385802
g384_ov192_55map,5,0.92,3,6067,4646,1421,514,0.7657820998846218,0.9003875968992248,0.8276476351652267
g384_ov192_55map,5,0.92,4,5595,4563,1032,597,0.8155495978552278,0.8843023255813953,0.8485355648535564
g384_ov192_55map,5,0.92,5,5117,4388,729,772,0.8575337111588821,0.8503875968992248,0.8539457039992217
g384_ov192_55map,5,0.95,1,8337,4781,3556,379,0.5734676742233418,0.9265503875968992,0.7084537304586205
g384_ov192_55map,5,0.95,2,6711,4697,2014,463,0.6998956936373119,0.9102713178294574,0.7913402409232584
g384_ov192_55map,5,0.95,3,6017,4642,1375,518,0.7714808043875686,0.8996124031007752,0.8306343383734456
g384_ov192_55map,5,0.95,4,5556,4562,994,598,0.8210943124550036,0.8841085271317829,0.8514371033967898
g384_ov192_55map,5,0.95,5,5082,4387,695,773,0.8632428177882724,0.8501937984496124,0.8566686194102714
g384_ov192_55map,5,0.96,1,6852,4523,2329,637,0.6600992410974897,0.8765503875968992,0.753080253080253
g384_ov192_55map,5,0.96,2,5646,4441,1205,719,0.7865745660644704,0.8606589147286822,0.8219507680918008
g384_ov192_55map,5,0.96,3,5127,4395,732,765,0.8572264482153306,0.8517441860465116,0.8544765237678623
g384_ov192_55map,5,0.96,4,4779,4322,457,838,0.9043732998535259,0.8375968992248062,0.8697052017305564
g384_ov192_55map,5,0.96,5,4434,4170,264,990,0.9404600811907984,0.8081395348837209,0.8692933083176985
g384_ov192_55map,5,0.98,1,6847,4519,2328,641,0.6599970790127063,0.8757751937984496,0.7527275755809111
g384_ov192_55map,5,0.98,2,5642,4438,1204,722,0.7866004962779156,0.860077519379845,0.8216996852434736
g384_ov192_55map,5,0.98,3,5123,4392,731,768,0.8573101698223697,0.8511627906976744,0.8542254205971019
g384_ov192_55map,5,0.98,4,4776,4319,457,841,0.9043132328308208,0.837015503875969,0.8693639291465379
g384_ov192_55map,5,0.98,5,4431,4167,264,993,0.940419769803656,0.8075581395348838,0.8689396309039725
g384_ov192_55map,5,0.99,1,1827,1426,401,3734,0.7805145046524357,0.27635658914728684,0.40818663231716046
g384_ov192_55map,5,0.99,2,1545,1334,211,3826,0.8634304207119741,0.25852713178294573,0.39791200596569726
g384_ov192_55map,5,0.99,3,1409,1278,131,3882,0.9070262597586941,0.24767441860465117,0.38910031968336123
g384_ov192_55map,5,0.99,4,1311,1231,80,3929,0.938977879481312,0.23856589147286822,0.3804666975737908
g384_ov192_55map,5,0.99,5,1238,1191,47,3969,0.9620355411954766,0.23081395348837208,0.3723038449515473
g384_ov192_55map,5,1.0,1,459,368,91,4792,0.8017429193899782,0.07131782945736434,0.13098416088271936
g384_ov192_55map,5,1.0,2,390,339,51,4821,0.8692307692307693,0.06569767441860465,0.12216216216216216
g384_ov192_55map,5,1.0,3,353,320,33,4840,0.9065155807365439,0.06201550387596899,0.11608924360602213
g384_ov192_55map,5,1.0,4,329,310,19,4850,0.9422492401215805,0.060077519379844964,0.1129531790854436
g384_ov192_55map,5,1.0,5,318,305,13,4855,0.9591194968553459,0.05910852713178295,0.1113545089448704
