map,n_matched,accuracy,macro_f1,weighted_f1
K-35-052-4_32635,83,0.9156626506024096,0.8351873536299765,0.9055331395840975
K-35-053-3_Elenovo,130,0.9384615384615385,0.7977714909668453,0.9312884653563629
K-35-062-2_Rakovski,155,0.864516129032258,0.6221510986401269,0.8345519178970489
K-35-078-1_Lesovo,9,1.0,1.0,1.0
