label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
canonical-greedy-t1,20,0.258,0.2196,0.2971,0.164,0.1359,0.1936,0.6046,0.5293,0.6695,normal,False,0.2464065708418891,487,zero_fraction_heuristic,
canonical-greedy-t1,30,0.2825,0.2425,0.322,0.1796,0.15,0.2105,0.6621,0.586,0.726,normal,False,0.24845995893223818,487,zero_fraction_heuristic,
canonical-greedy-t1,40,0.2913,0.2506,0.3318,0.1852,0.1548,0.2166,0.6828,0.6061,0.7455,normal,False,0.25051334702258726,487,zero_fraction_heuristic,
canonical-greedy-t1,50,0.2972,0.2559,0.338,0.1889,0.1581,0.2207,0.6966,0.6202,0.7601,normal,False,0.25256673511293637,487,zero_fraction_heuristic,
