precision,recall,f1,n_detections,mcc,prob_t,min_votes
0.0991389913899139,0.9415887850467289,0.17939016247496103,4065,0.18721258233492433,0.0,1
0.18805829807240246,0.9345794392523364,0.3131115459882583,2127,0.23204546818784003,0.0,2
0.25882352941176473,0.9252336448598131,0.40449438202247195,1530,0.2635722668247793,0.0,3
0.32078559738134205,0.9158878504672897,0.47515151515151516,1222,0.28156264365670436,0.0,4
0.3780369290573372,0.9088785046728972,0.5339739190116678,1029,0.29591459279816207,0.0,5
0.4332210998877666,0.9018691588785047,0.5852918877937833,891,0.3487171647139442,0.0,6
0.4928478543563069,0.8855140186915887,0.633249791144528,769,0.38492272850698406,0.0,7
0.5521292217327459,0.8785046728971962,0.6780883678990081,681,0.43227181420605404,0.0,8
0.6142131979695431,0.8481308411214953,0.7124631992149166,591,0.49473018153681747,0.0,9
0.662,0.7733644859813084,0.7133620689655172,500,0.5027314997551922,0.0,10
0.13029421273844163,0.9415887850467289,0.22891224084067027,3093,0.19700191931510666,0.05,1
0.2336065573770492,0.9322429906542056,0.37359550561797755,1708,0.2587040859364869,0.05,2
0.31369426751592355,0.9205607476635514,0.46793349168646076,1256,0.3110391337026051,0.05,3
0.3831041257367387,0.9112149532710281,0.5394190871369295,1018,0.3640311284977475,0.05,4
0.4507531865585168,0.9088785046728972,0.6026336173508907,863,0.4115933874022476,0.05,5
0.5092348284960422,0.9018691588785047,0.6509274873524452,758,0.4576774199633749,0.05,6
0.5690690690690691,0.8855140186915887,0.6928702010968921,666,0.48992106134665064,0.05,7
0.632996632996633,0.8785046728971962,0.735812133072407,594,0.525023219739574,0.05,8
0.6954022988505747,0.8481308411214953,0.7642105263157896,522,0.5762824708493245,0.05,9
0.7290748898678414,0.7733644859813084,0.7505668934240362,454,0.5757106076293004,0.05,10
0.22604284103720407,0.9369158878504673,0.36421435059037244,1774,0.4535522333628927,0.1,1
0.3507528786536758,0.9252336448598131,0.5086705202312138,1129,0.5149040981353762,0.1,2
0.4444444444444444,0.9158878504672897,0.598473282442748,882,0.5780983797285517,0.1,3
0.5187165775401069,0.9065420560747663,0.6598639455782312,748,0.614169886218346,0.1,4
