label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
512px-image-t0,20,0.5132,0.1682,0.4517,0.4003,0.2615,0.5785,0.7149,0.1186,0.3829,partial_coverage,True,0.7679671457905544,487,processed_tiles,447
512px-image-t0,30,0.571,0.2405,0.5416,0.4453,0.3221,0.6371,0.7954,0.1809,0.4901,partial_coverage,True,0.8069815195071869,487,processed_tiles,447
