threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,3736,0.1097,0.9425,0.1966,0.1636,0.2308,0.0898,0.1314,0.9172,0.9642
0.05,2308,0.1772,0.9402,0.2982,0.252,0.346,0.146,0.2119,0.9159,0.9616
0.1,1274,0.3203,0.9379,0.4775,0.4206,0.5319,0.272,0.3708,0.9132,0.9601
0.15,674,0.5801,0.8989,0.7051,0.663,0.7473,0.5286,0.6348,0.8669,0.9297
0.2,649,0.5994,0.8943,0.7177,0.6767,0.7599,0.5489,0.6551,0.8617,0.9248
0.25,570,0.6526,0.8552,0.7403,0.7007,0.7811,0.6043,0.7053,0.8179,0.8916
0.3,570,0.6526,0.8552,0.7403,0.7007,0.7811,0.6043,0.7053,0.8179,0.8916
0.35,563,0.6554,0.8483,0.7395,0.6995,0.7788,0.608,0.7079,0.81,0.8853
0.4,563,0.6554,0.8483,0.7395,0.6995,0.7788,0.608,0.7079,0.81,0.8853
0.45,532,0.6692,0.8184,0.7363,0.6974,0.7745,0.6205,0.7225,0.7778,0.8571
0.5,532,0.6692,0.8184,0.7363,0.6974,0.7745,0.6205,0.7225,0.7778,0.8571
0.55,532,0.6692,0.8184,0.7363,0.6974,0.7745,0.6205,0.7225,0.7778,0.8571
0.6,532,0.6692,0.8184,0.7363,0.6974,0.7745,0.6205,0.7225,0.7778,0.8571
0.65,532,0.6692,0.8184,0.7363,0.6974,0.7745,0.6205,0.7225,0.7778,0.8571
0.7,532,0.6692,0.8184,0.7363,0.6974,0.7745,0.6205,0.7225,0.7778,0.8571
0.75,528,0.6667,0.8092,0.731,0.6914,0.7704,0.6176,0.7213,0.7666,0.8464
0.8,517,0.6654,0.7908,0.7227,0.6834,0.7621,0.6162,0.7198,0.7475,0.828
0.85,517,0.6654,0.7908,0.7227,0.6834,0.7621,0.6162,0.7198,0.7475,0.828
0.9,460,0.6674,0.7057,0.686,0.6426,0.7275,0.6146,0.723,0.6566,0.7477
0.95,457,0.6674,0.7011,0.6839,0.6404,0.7258,0.6141,0.7228,0.6506,0.745
1.0,317,0.6877,0.5011,0.5798,0.5366,0.6191,0.6261,0.7472,0.4574,0.5452
