threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,653,0.5345,0.8023,0.6415,0.586,0.6899,0.4688,0.5997,0.7605,0.8449
0.05,502,0.6952,0.8023,0.7449,0.7001,0.7857,0.6329,0.7539,0.7605,0.8449
0.1,414,0.8309,0.7908,0.8104,0.7758,0.8425,0.7831,0.8724,0.7478,0.8349
0.15,343,0.9592,0.7563,0.8458,0.8163,0.8765,0.9351,0.9794,0.7143,0.8029
0.2,340,0.9588,0.7494,0.8413,0.8119,0.8717,0.9346,0.9792,0.7073,0.7953
0.25,322,0.9627,0.7126,0.819,0.7873,0.8518,0.9388,0.9838,0.6699,0.7596
0.3,322,0.9627,0.7126,0.819,0.7873,0.8518,0.9388,0.9838,0.6699,0.7596
0.35,316,0.9652,0.7011,0.8123,0.7804,0.8447,0.9402,0.985,0.6572,0.75
0.4,315,0.9651,0.6989,0.8107,0.7786,0.8437,0.9402,0.9849,0.6553,0.7471
0.45,300,0.9667,0.6667,0.7891,0.7524,0.8268,0.9414,0.9865,0.6176,0.7202
0.5,300,0.9667,0.6667,0.7891,0.7524,0.8268,0.9414,0.9865,0.6176,0.7202
0.55,300,0.9667,0.6667,0.7891,0.7524,0.8268,0.9414,0.9865,0.6176,0.7202
0.6,300,0.9667,0.6667,0.7891,0.7524,0.8268,0.9414,0.9865,0.6176,0.7202
0.65,300,0.9667,0.6667,0.7891,0.7524,0.8268,0.9414,0.9865,0.6176,0.7202
0.7,299,0.9666,0.6644,0.7875,0.7519,0.8252,0.9414,0.9865,0.616,0.7182
0.75,297,0.9663,0.6598,0.7842,0.7465,0.8213,0.9408,0.9864,0.6103,0.713
0.8,290,0.9655,0.6437,0.7724,0.7334,0.8105,0.9399,0.9861,0.5931,0.6967
0.85,290,0.9655,0.6437,0.7724,0.7334,0.8105,0.9399,0.9861,0.5931,0.6967
0.9,256,0.9609,0.5655,0.712,0.6667,0.7576,0.9306,0.9841,0.5123,0.624
0.95,256,0.9609,0.5655,0.712,0.6667,0.7576,0.9306,0.9841,0.5123,0.624
1.0,184,0.962,0.4069,0.5719,0.516,0.6261,0.9306,0.9877,0.3532,0.4636
