threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,468,0.6709,0.7218,0.6955,0.6503,0.7374,0.6224,0.7155,0.6705,0.7704
0.05,431,0.71,0.7034,0.7067,0.6606,0.75,0.6615,0.7556,0.6515,0.7553
0.1,431,0.71,0.7034,0.7067,0.6606,0.75,0.6615,0.7556,0.6515,0.7553
0.15,425,0.7129,0.6966,0.7047,0.66,0.75,0.6659,0.7587,0.6457,0.7469
0.2,425,0.7129,0.6966,0.7047,0.66,0.75,0.6659,0.7587,0.6457,0.7469
0.25,425,0.7129,0.6966,0.7047,0.66,0.75,0.6659,0.7587,0.6457,0.7469
0.3,425,0.7129,0.6966,0.7047,0.66,0.75,0.6659,0.7587,0.6457,0.7469
0.35,425,0.7129,0.6966,0.7047,0.66,0.75,0.6659,0.7587,0.6457,0.7469
0.4,425,0.7129,0.6966,0.7047,0.66,0.75,0.6659,0.7587,0.6457,0.7469
0.45,424,0.7123,0.6943,0.7031,0.657,0.7487,0.6651,0.7582,0.6424,0.7466
0.5,424,0.7123,0.6943,0.7031,0.657,0.7487,0.6651,0.7582,0.6424,0.7466
0.55,424,0.7123,0.6943,0.7031,0.657,0.7487,0.6651,0.7582,0.6424,0.7466
0.6,424,0.7123,0.6943,0.7031,0.657,0.7487,0.6651,0.7582,0.6424,0.7466
0.65,424,0.7123,0.6943,0.7031,0.657,0.7487,0.6651,0.7582,0.6424,0.7466
0.7,424,0.7123,0.6943,0.7031,0.657,0.7487,0.6651,0.7582,0.6424,0.7466
0.75,424,0.7123,0.6943,0.7031,0.657,0.7487,0.6651,0.7582,0.6424,0.7466
0.8,424,0.7123,0.6943,0.7031,0.657,0.7487,0.6651,0.7582,0.6424,0.7466
0.85,423,0.7139,0.6943,0.704,0.6577,0.7497,0.6666,0.7613,0.6424,0.7466
0.9,423,0.7139,0.6943,0.704,0.6577,0.7497,0.6666,0.7613,0.6424,0.7466
0.95,420,0.7143,0.6897,0.7018,0.6534,0.7492,0.665,0.7626,0.6376,0.742
1.0,37,0.7568,0.0644,0.1186,0.0765,0.1589,0.6053,0.8824,0.0404,0.0884
