threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,395,0.481,0.4368,0.4578,0.3806,0.5261,0.3883,0.5714,0.3574,0.5092
0.05,292,0.6473,0.4345,0.5199,0.4427,0.5869,0.5493,0.727,0.3555,0.5077
0.1,233,0.8026,0.4299,0.5599,0.4786,0.6266,0.7373,0.8565,0.3504,0.5032
0.15,198,0.9242,0.4207,0.5782,0.4953,0.644,0.8789,0.9598,0.3423,0.4933
0.2,197,0.9289,0.4207,0.5791,0.4954,0.645,0.8853,0.9636,0.3423,0.4933
0.25,189,0.9312,0.4046,0.5641,0.483,0.6313,0.8852,0.9664,0.3265,0.4765
0.3,189,0.9312,0.4046,0.5641,0.483,0.6313,0.8852,0.9664,0.3265,0.4765
0.35,187,0.9305,0.4,0.5595,0.478,0.6279,0.8846,0.9661,0.3229,0.4746
0.4,187,0.9305,0.4,0.5595,0.478,0.6279,0.8846,0.9661,0.3229,0.4746
0.45,178,0.9326,0.3816,0.5416,0.4634,0.61,0.8877,0.9686,0.3111,0.4503
0.5,178,0.9326,0.3816,0.5416,0.4634,0.61,0.8877,0.9686,0.3111,0.4503
0.55,178,0.9326,0.3816,0.5416,0.4634,0.61,0.8877,0.9686,0.3111,0.4503
0.6,178,0.9326,0.3816,0.5416,0.4634,0.61,0.8877,0.9686,0.3111,0.4503
0.65,178,0.9326,0.3816,0.5416,0.4634,0.61,0.8877,0.9686,0.3111,0.4503
0.7,178,0.9326,0.3816,0.5416,0.4634,0.61,0.8877,0.9686,0.3111,0.4503
0.75,176,0.9375,0.3793,0.5401,0.4615,0.6096,0.8957,0.9698,0.3075,0.4483
0.8,174,0.9368,0.3747,0.5353,0.4573,0.6045,0.8951,0.9696,0.3045,0.444
0.85,174,0.9368,0.3747,0.5353,0.4573,0.6045,0.8951,0.9696,0.3045,0.444
0.9,156,0.9487,0.3402,0.5008,0.4258,0.5705,0.9114,0.9797,0.2762,0.4034
0.95,156,0.9487,0.3402,0.5008,0.4258,0.5705,0.9114,0.9797,0.2762,0.4034
1.0,104,0.9712,0.2322,0.3748,0.3038,0.4414,0.9369,1.0,0.1808,0.2844
