label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles
gs-v2-consensus-4of5,5,0.2416,0.2329,0.2505,0.2072,0.1988,0.2151,0.2897,0.2789,0.2998,0.4557,0.4381,0.473,0.8384,0.6085,normal,False,0.35523613963039014,487
gs-v2-consensus-4of5,10,0.5638,0.5513,0.5742,0.4836,0.4709,0.4957,0.6759,0.6643,0.6858,0.4557,0.4381,0.473,0.8384,0.6085,normal,False,0.3613963039014374,487
gs-v2-consensus-4of5,15,0.675,0.6641,0.6856,0.5789,0.5652,0.5917,0.8092,0.7995,0.8191,0.4557,0.4381,0.473,0.8384,0.6085,normal,False,0.3675564681724846,487
gs-v2-consensus-4of5,20,0.6999,0.6889,0.7103,0.6003,0.5866,0.613,0.8391,0.8292,0.8484,0.4557,0.4381,0.473,0.8384,0.6085,normal,False,0.3675564681724846,487
gs-v2-consensus-4of5,25,0.7076,0.6965,0.7183,0.6069,0.5932,0.6199,0.8483,0.839,0.8569,0.4557,0.4381,0.473,0.8384,0.6085,normal,False,0.3675564681724846,487
gs-v2-consensus-4of5,30,0.7172,0.7069,0.7274,0.6151,0.6017,0.6289,0.8598,0.8507,0.8683,0.4557,0.4381,0.473,0.8384,0.6085,normal,False,0.3675564681724846,487
gs-v2-consensus-4of5,35,0.7172,0.7069,0.7274,0.6151,0.6017,0.6289,0.8598,0.8507,0.8683,0.4557,0.4381,0.473,0.8384,0.6085,normal,False,0.3675564681724846,487
gs-v2-consensus-4of5,40,0.7191,0.7086,0.7293,0.6168,0.6032,0.6304,0.8621,0.8533,0.8705,0.4557,0.4381,0.473,0.8384,0.6085,normal,False,0.3675564681724846,487
gs-v2-consensus-4of5,45,0.7191,0.7086,0.7293,0.6168,0.6032,0.6304,0.8621,0.8533,0.8705,0.4557,0.4381,0.473,0.8384,0.6085,normal,False,0.3675564681724846,487
gs-v2-consensus-4of5,50,0.721,0.7103,0.7307,0.6184,0.6047,0.6321,0.8644,0.8559,0.8729,0.4557,0.4381,0.473,0.8384,0.6085,normal,False,0.3675564681724846,487
