label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
scale-8-greedy-t2,20,0.5445,0.4926,0.5931,0.5154,0.4624,0.5642,0.577,0.5053,0.6415,normal,False,0.4702258726899384,487,zero_fraction_heuristic,
scale-8-greedy-t2,30,0.5987,0.5487,0.6446,0.5667,0.5134,0.6135,0.6345,0.5602,0.6976,normal,False,0.4702258726899384,487,zero_fraction_heuristic,
scale-8-greedy-t2,40,0.6095,0.5587,0.655,0.577,0.5248,0.625,0.646,0.5707,0.71,normal,False,0.4702258726899384,487,zero_fraction_heuristic,
scale-8-greedy-t2,50,0.6204,0.5698,0.6647,0.5873,0.5362,0.6344,0.6575,0.5817,0.7204,normal,False,0.4702258726899384,487,zero_fraction_heuristic,
