label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
verified-adv-pro-text-baseline-medium-vf,5,0.1727,0.1381,0.2104,0.1805,0.1447,0.2204,0.1655,0.1312,0.2037,0.7872,0.7354,0.8331,0.7729,0.9884,sparse_cross_grid,True,0.5626283367556468,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline-medium-vf,10,0.5396,0.4868,0.5915,0.5639,0.509,0.6192,0.5172,0.4573,0.5758,0.7872,0.7354,0.8331,0.7729,0.9884,sparse_cross_grid,True,0.5708418891170431,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline-medium-vf,15,0.7266,0.6722,0.7731,0.7594,0.7052,0.8054,0.6966,0.6267,0.7569,0.7872,0.7354,0.8331,0.7729,0.9884,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline-medium-vf,20,0.7842,0.7314,0.825,0.8195,0.767,0.8589,0.7517,0.6806,0.8097,0.7872,0.7354,0.8331,0.7729,0.9884,sparse_cross_grid,True,0.5728952772073922,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline-medium-vf,25,0.7986,0.7497,0.8378,0.8346,0.7866,0.8718,0.7655,0.6948,0.8224,0.7872,0.7354,0.8331,0.7729,0.9884,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline-medium-vf,30,0.801,0.752,0.8403,0.8371,0.7887,0.8743,0.7678,0.6967,0.8247,0.7872,0.7354,0.8331,0.7729,0.9884,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline-medium-vf,35,0.8106,0.7661,0.8474,0.8471,0.8063,0.883,0.777,0.7073,0.8313,0.7872,0.7354,0.8331,0.7729,0.9884,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline-medium-vf,40,0.8129,0.7692,0.8489,0.8496,0.8103,0.8843,0.7793,0.7095,0.8329,0.7872,0.7354,0.8331,0.7729,0.9884,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline-medium-vf,45,0.8153,0.7723,0.8508,0.8521,0.8133,0.886,0.7816,0.7116,0.8349,0.7872,0.7354,0.8331,0.7729,0.9884,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline-medium-vf,50,0.8201,0.7765,0.8555,0.8571,0.8179,0.8909,0.7862,0.7161,0.8399,0.7872,0.7354,0.8331,0.7729,0.9884,sparse_cross_grid,True,0.5770020533880903,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline-medium-vf,75,0.8249,0.7813,0.8597,0.8622,0.8226,0.8965,0.7908,0.7211,0.8442,0.7872,0.7354,0.8331,0.7729,0.9884,sparse_cross_grid,True,0.5770020533880903,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline-medium-vf,100,0.8249,0.7813,0.8597,0.8622,0.8226,0.8965,0.7908,0.7211,0.8442,0.7872,0.7354,0.8331,0.7729,0.9884,sparse_cross_grid,True,0.5770020533880903,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline-medium-vf,125,0.8249,0.7813,0.8597,0.8622,0.8226,0.8965,0.7908,0.7211,0.8442,0.7872,0.7354,0.8331,0.7729,0.9884,sparse_cross_grid,True,0.5770020533880903,487,zero_fraction_heuristic,
verified-adv-pro-text-baseline-medium-vf,150,0.8249,0.7813,0.8597,0.8622,0.8226,0.8965,0.7908,0.7211,0.8442,0.7872,0.7354,0.8331,0.7729,0.9884,sparse_cross_grid,True,0.5770020533880903,487,zero_fraction_heuristic,
