threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,729,0.5405,0.9057,0.677,0.6246,0.7187,0.4809,0.5944,0.8742,0.9326
0.05,607,0.6491,0.9057,0.7562,0.7117,0.7925,0.5903,0.7005,0.8742,0.9326
0.1,502,0.7789,0.8989,0.8346,0.8025,0.8623,0.7321,0.8199,0.8673,0.9284
0.15,418,0.9067,0.8713,0.8886,0.8614,0.9134,0.8743,0.9341,0.835,0.9048
0.2,412,0.915,0.8667,0.8902,0.8631,0.9149,0.8832,0.9417,0.8297,0.9021
0.25,391,0.9258,0.8322,0.8765,0.8473,0.9028,0.8964,0.9514,0.7909,0.8703
0.3,391,0.9258,0.8322,0.8765,0.8473,0.9028,0.8964,0.9514,0.7909,0.8703
0.35,390,0.9282,0.8322,0.8776,0.8484,0.9038,0.8992,0.9532,0.7909,0.8703
0.4,389,0.928,0.8299,0.8762,0.8469,0.9025,0.8988,0.953,0.7867,0.8678
0.45,373,0.9357,0.8023,0.8639,0.8331,0.8913,0.9067,0.9603,0.7594,0.8426
0.5,373,0.9357,0.8023,0.8639,0.8331,0.8913,0.9067,0.9603,0.7594,0.8426
0.55,373,0.9357,0.8023,0.8639,0.8331,0.8913,0.9067,0.9603,0.7594,0.8426
0.6,373,0.9357,0.8023,0.8639,0.8331,0.8913,0.9067,0.9603,0.7594,0.8426
0.65,373,0.9357,0.8023,0.8639,0.8331,0.8913,0.9067,0.9603,0.7594,0.8426
0.7,373,0.9357,0.8023,0.8639,0.8331,0.8913,0.9067,0.9603,0.7594,0.8426
0.75,370,0.9351,0.7954,0.8596,0.8289,0.8868,0.9056,0.9601,0.7518,0.836
0.8,363,0.9339,0.7793,0.8496,0.818,0.8776,0.9044,0.959,0.7376,0.8197
0.85,363,0.9339,0.7793,0.8496,0.818,0.8776,0.9044,0.959,0.7376,0.8197
0.9,319,0.9342,0.6851,0.7905,0.7546,0.8234,0.9031,0.9609,0.6389,0.7294
0.95,316,0.9335,0.6782,0.7856,0.7489,0.8185,0.9025,0.9605,0.6302,0.7242
1.0,212,0.9245,0.4506,0.6059,0.5586,0.6499,0.8883,0.9578,0.4029,0.4979
