threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,441,0.7982,0.8092,0.8037,0.765,0.8384,0.7438,0.8424,0.7644,0.8531
0.05,406,0.867,0.8092,0.8371,0.8016,0.8692,0.8211,0.9018,0.7644,0.8531
0.1,392,0.8954,0.8069,0.8489,0.8158,0.8793,0.853,0.9276,0.761,0.8527
0.15,359,0.9582,0.7908,0.8665,0.8347,0.8962,0.93,0.9781,0.7451,0.8377
0.2,356,0.9635,0.7885,0.8673,0.836,0.8965,0.9383,0.983,0.7416,0.835
0.25,341,0.9707,0.7609,0.8531,0.82,0.884,0.9497,0.9873,0.7124,0.8099
0.3,341,0.9707,0.7609,0.8531,0.82,0.884,0.9497,0.9873,0.7124,0.8099
0.35,341,0.9707,0.7609,0.8531,0.82,0.884,0.9497,0.9873,0.7124,0.8099
0.4,340,0.9706,0.7586,0.8516,0.8185,0.8829,0.9496,0.9872,0.7101,0.8059
0.45,329,0.9726,0.7356,0.8377,0.8049,0.8696,0.9527,0.9883,0.6878,0.7836
0.5,329,0.9726,0.7356,0.8377,0.8049,0.8696,0.9527,0.9883,0.6878,0.7836
0.55,329,0.9726,0.7356,0.8377,0.8049,0.8696,0.9527,0.9883,0.6878,0.7836
0.6,329,0.9726,0.7356,0.8377,0.8049,0.8696,0.9527,0.9883,0.6878,0.7836
0.65,329,0.9726,0.7356,0.8377,0.8049,0.8696,0.9527,0.9883,0.6878,0.7836
0.7,329,0.9726,0.7356,0.8377,0.8049,0.8696,0.9527,0.9883,0.6878,0.7836
0.75,326,0.9724,0.7287,0.8331,0.8012,0.8643,0.9522,0.9882,0.6814,0.7766
0.8,319,0.9718,0.7126,0.8223,0.7905,0.8549,0.951,0.988,0.6667,0.7615
0.85,319,0.9718,0.7126,0.8223,0.7905,0.8549,0.951,0.988,0.6667,0.7615
0.9,282,0.9716,0.6299,0.7643,0.7254,0.8022,0.9498,0.9891,0.5799,0.68
0.95,280,0.9714,0.6253,0.7608,0.7213,0.7984,0.9494,0.989,0.5778,0.6764
1.0,181,0.9724,0.4046,0.5714,0.5254,0.6163,0.9458,0.9946,0.36,0.4501
