threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,850,0.4682,0.9149,0.6195,0.566,0.6647,0.4119,0.5203,0.8858,0.9413
0.05,681,0.5844,0.9149,0.7133,0.6636,0.7538,0.5238,0.6385,0.8858,0.9413
0.1,542,0.7288,0.908,0.8086,0.7745,0.8412,0.6793,0.7723,0.8792,0.935
0.15,426,0.892,0.8736,0.8827,0.8534,0.9084,0.8571,0.921,0.8373,0.9074
0.2,420,0.9,0.869,0.8842,0.8553,0.9101,0.866,0.9299,0.8315,0.9039
0.25,398,0.9121,0.8345,0.8715,0.8402,0.8995,0.8805,0.9395,0.7933,0.8735
0.3,398,0.9121,0.8345,0.8715,0.8402,0.8995,0.8805,0.9395,0.7933,0.8735
0.35,397,0.9144,0.8345,0.8726,0.8419,0.9001,0.8835,0.9409,0.7933,0.8735
0.4,396,0.9141,0.8322,0.8712,0.8402,0.8984,0.883,0.9407,0.7909,0.8702
0.45,378,0.9233,0.8023,0.8585,0.8266,0.8868,0.8922,0.9489,0.7594,0.8426
0.5,378,0.9233,0.8023,0.8585,0.8266,0.8868,0.8922,0.9489,0.7594,0.8426
0.55,378,0.9233,0.8023,0.8585,0.8266,0.8868,0.8922,0.9489,0.7594,0.8426
0.6,378,0.9233,0.8023,0.8585,0.8266,0.8868,0.8922,0.9489,0.7594,0.8426
0.65,378,0.9233,0.8023,0.8585,0.8266,0.8868,0.8922,0.9489,0.7594,0.8426
0.7,378,0.9233,0.8023,0.8585,0.8266,0.8868,0.8922,0.9489,0.7594,0.8426
0.75,375,0.9227,0.7954,0.8543,0.8229,0.8835,0.8912,0.9482,0.7518,0.836
0.8,368,0.9212,0.7793,0.8443,0.8126,0.8732,0.8892,0.9469,0.7376,0.8197
0.85,368,0.9212,0.7793,0.8443,0.8126,0.8732,0.8892,0.9469,0.7376,0.8197
0.9,324,0.9198,0.6851,0.7852,0.7477,0.8194,0.886,0.948,0.6389,0.7294
0.95,321,0.919,0.6782,0.7804,0.742,0.8138,0.8847,0.9475,0.6302,0.7242
1.0,215,0.9116,0.4506,0.6031,0.5565,0.6473,0.8729,0.9469,0.4029,0.4979
