label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
canonical-greedy-t4,20,0.5859,0.5229,0.6432,0.7868,0.72,0.8377,0.4667,0.3986,0.5317,sparse_cross_grid,False,0.5585215605749486,487,zero_fraction_heuristic,
canonical-greedy-t4,30,0.6291,0.5635,0.6849,0.845,0.7782,0.8911,0.5011,0.4279,0.5662,sparse_cross_grid,False,0.5585215605749486,487,zero_fraction_heuristic,
canonical-greedy-t4,40,0.6436,0.5795,0.6983,0.8643,0.7967,0.9073,0.5126,0.4412,0.578,sparse_cross_grid,False,0.5585215605749486,487,zero_fraction_heuristic,
canonical-greedy-t4,50,0.6465,0.5823,0.7003,0.8682,0.8,0.9106,0.5149,0.4438,0.5798,sparse_cross_grid,False,0.5585215605749486,487,zero_fraction_heuristic,
