R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi,MCC,MCC_CI_lo,MCC_CI_hi,tile_TP,tile_TN,tile_FP,tile_FN,sensitivity,specificity
5,638,21301,4372,4731,279,0,5010,0.02908063266329368,0.02655146155002926,0.031683905283165587,0.12734530938123753,0.11767000651041273,0.1371721518381605,0.047348695684440986,0.04339100443029793,0.051399604656251555,0.23773577632494192,0.22166353042778308,0.2528854454559709,3403,986,4031,121,0.9656640181611805,0.19653179190751446
10,1734,20205,3276,4731,279,0,5010,0.07903733078080132,0.07431417944388075,0.08384318748400821,0.3461077844311377,0.33106616682247336,0.36071155737547084,0.12868752087275964,0.12157437524449012,0.1357689014882645,0.23773577632494192,0.22166353042778308,0.2528854454559709,3403,986,4031,121,0.9656640181611805,0.19653179190751446
15,2688,19251,2322,4731,279,0,5010,0.12252153698892383,0.11622701309654875,0.1290560470218919,0.5365269461077844,0.5207314967146015,0.5524292264752791,0.19948792162974507,0.19042887220756555,0.2087265747440283,0.23773577632494192,0.22166353042778308,0.2528854454559709,3403,986,4031,121,0.9656640181611805,0.19653179190751446
20,3390,18549,1620,4731,279,0,5010,0.15451934910433474,0.14706135403368606,0.16222266755824616,0.6766467065868264,0.6618501906084491,0.6917278296597239,0.2515863297339419,0.24113741161569377,0.26223163316778964,0.23773577632494192,0.22166353042778308,0.2528854454559709,3403,986,4031,121,0.9656640181611805,0.19653179190751446
25,3863,18076,1147,4731,279,0,5010,0.17607912849263868,0.1677796393774015,0.18450550160995996,0.7710578842315369,0.7578542855214736,0.7843937190095364,0.28668967308619986,0.27512633523532043,0.29822114157869584,0.23773577632494192,0.22166353042778308,0.2528854454559709,3403,986,4031,121,0.9656640181611805,0.19653179190751446
30,4136,17803,874,4731,279,0,5010,0.18852272209307624,0.17982509046994655,0.19736101453504606,0.8255489021956088,0.8136034675977466,0.8374634546181527,0.3069501651267208,0.2949558985462927,0.3189008657384316,0.23773577632494192,0.22166353042778308,0.2528854454559709,3403,986,4031,121,0.9656640181611805,0.19653179190751446
35,4282,17657,728,4731,279,0,5010,0.1951775377182187,0.18627088655521767,0.20422413933620304,0.8546906187624751,0.8434971082614912,0.8656513830679154,0.31778544658428887,0.3056292349223879,0.3299766023021689,0.23773577632494192,0.22166353042778308,0.2528854454559709,3403,986,4031,121,0.9656640181611805,0.19653179190751446
40,4358,17581,652,4731,279,0,5010,0.19864168831760792,0.18960196771711885,0.20777169848392657,0.8698602794411178,0.8592043483649139,0.8802267567654437,0.3234257300827489,0.3111756090448798,0.3356599348538096,0.23773577632494192,0.22166353042778308,0.2528854454559709,3403,986,4031,121,0.9656640181611805,0.19653179190751446
45,4415,17524,595,4731,279,0,5010,0.20123980126714983,0.19211012196276353,0.21046743702087092,0.8812375249500998,0.8709482523492974,0.8912285750096615,0.327655942706594,0.3151944404230772,0.3399842220215719,0.23773577632494192,0.22166353042778308,0.2528854454559709,3403,986,4031,121,0.9656640181611805,0.19653179190751446
50,4443,17496,567,4731,279,0,5010,0.2025160672774511,0.19329573574433256,0.2117588290496281,0.8868263473053892,0.8767479025169796,0.8966342506447954,0.32973394189023714,0.31727837964461175,0.34211189245538026,0.23773577632494192,0.22166353042778308,0.2528854454559709,3403,986,4031,121,0.9656640181611805,0.19653179190751446
75,4513,17426,497,4731,279,0,5010,0.20570673230320433,0.1964376972312077,0.21509312483273094,0.9007984031936128,0.8913216521250267,0.9099392989718232,0.3349289398493451,0.32230282402087124,0.34747042709731946,0.23773577632494192,0.22166353042778308,0.2528854454559709,3403,986,4031,121,0.9656640181611805,0.19653179190751446
100,4542,17397,468,4731,279,0,5010,0.20702857924244497,0.19774650309710387,0.21650124714265528,0.9065868263473054,0.8973745037328592,0.91536648939996,0.33708115328954696,0.3245219989652895,0.3497043341432557,0.23773577632494192,0.22166353042778308,0.2528854454559709,3403,986,4031,121,0.9656640181611805,0.19653179190751446
125,4559,17380,451,4731,279,0,5010,0.2078034550344136,0.19852192045225348,0.21730517689620693,0.9099800399201596,0.9009999950990002,0.9187969696277951,0.3383427956510446,0.32576045449433977,0.3509688524212155,0.23773577632494192,0.22166353042778308,0.2528854454559709,3403,986,4031,121,0.9656640181611805,0.19653179190751446
150,4574,17365,436,4731,279,0,5010,0.20848716896850358,0.1991805097901654,0.21799726417758272,0.9129740518962076,0.9041176945537609,0.921592105207312,0.33945600949942484,0.3268191230936717,0.35205395192997896,0.23773577632494192,0.22166353042778308,0.2528854454559709,3403,986,4031,121,0.9656640181611805,0.19653179190751446
