threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,882,0.4875,0.7978,0.6052,0.5469,0.6551,0.4249,0.5445,0.7425,0.8458
0.05,762,0.5617,0.7941,0.658,0.6036,0.705,0.4981,0.6169,0.7405,0.8423
0.1,626,0.6789,0.7885,0.7296,0.6829,0.7716,0.6288,0.7266,0.7336,0.8379
0.15,513,0.7875,0.7495,0.7681,0.7227,0.808,0.7453,0.8296,0.6971,0.8007
0.2,505,0.7921,0.7421,0.7663,0.7214,0.8075,0.7474,0.8346,0.6888,0.7946
0.25,467,0.8051,0.6976,0.7475,0.7004,0.7922,0.7606,0.8466,0.6419,0.7554
0.3,467,0.8051,0.6976,0.7475,0.7004,0.7922,0.7606,0.8466,0.6419,0.7554
0.35,460,0.813,0.6939,0.7487,0.7024,0.7919,0.7678,0.8537,0.6375,0.7505
0.4,459,0.8126,0.692,0.7475,0.7004,0.7905,0.7678,0.8534,0.6358,0.7478
0.45,421,0.8337,0.6512,0.7313,0.6792,0.7787,0.7896,0.8767,0.5902,0.7126
0.5,421,0.8337,0.6512,0.7313,0.6792,0.7787,0.7896,0.8767,0.5902,0.7126
0.55,421,0.8337,0.6512,0.7313,0.6792,0.7787,0.7896,0.8767,0.5902,0.7126
0.6,421,0.8337,0.6512,0.7313,0.6792,0.7787,0.7896,0.8767,0.5902,0.7126
0.65,421,0.8337,0.6512,0.7313,0.6792,0.7787,0.7896,0.8767,0.5902,0.7126
0.7,417,0.8321,0.6438,0.7259,0.6746,0.7735,0.7877,0.8753,0.5839,0.7045
0.75,413,0.8329,0.6382,0.7227,0.6718,0.7698,0.788,0.8753,0.5778,0.6981
0.8,401,0.8329,0.6197,0.7106,0.6556,0.7601,0.7865,0.8756,0.5595,0.6794
0.85,401,0.8329,0.6197,0.7106,0.6556,0.7601,0.7865,0.8756,0.5595,0.6794
0.9,342,0.8538,0.5417,0.6629,0.613,0.7111,0.8084,0.8948,0.4882,0.5962
0.95,336,0.8542,0.5325,0.656,0.6065,0.7035,0.8071,0.8974,0.4788,0.5855
1.0,203,0.8571,0.3228,0.469,0.4141,0.5209,0.8025,0.9076,0.2768,0.3697
