R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi
50,3836,443,1324,4746,414,1,5160,0.8964711381163823,0.8869522858745428,0.9065889439447306,0.7434108527131783,0.729244465314402,0.7560788497369526,0.8127979658862168,0.8022519199500859,0.8219028814423377
