threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,415,0.8,0.7632,0.7812,0.739,0.8211,0.7423,0.8469,0.7162,0.8147
0.05,374,0.8877,0.7632,0.8208,0.7843,0.8552,0.8489,0.921,0.7162,0.8147
0.1,367,0.9046,0.7632,0.8279,0.7927,0.8628,0.868,0.9371,0.7162,0.8147
0.15,359,0.9248,0.7632,0.8363,0.8022,0.87,0.8919,0.9538,0.7162,0.8147
0.2,359,0.9248,0.7632,0.8363,0.8022,0.87,0.8919,0.9538,0.7162,0.8147
0.25,356,0.9326,0.7632,0.8394,0.8058,0.8723,0.8991,0.9592,0.7162,0.8147
0.3,355,0.9352,0.7632,0.8405,0.8071,0.8725,0.9048,0.9603,0.7162,0.8147
0.35,355,0.9352,0.7632,0.8405,0.8071,0.8725,0.9048,0.9603,0.7162,0.8147
0.4,355,0.9352,0.7632,0.8405,0.8071,0.8725,0.9048,0.9603,0.7162,0.8147
0.45,355,0.9352,0.7632,0.8405,0.8071,0.8725,0.9048,0.9603,0.7162,0.8147
0.5,355,0.9352,0.7632,0.8405,0.8071,0.8725,0.9048,0.9603,0.7162,0.8147
0.55,355,0.9352,0.7632,0.8405,0.8071,0.8725,0.9048,0.9603,0.7162,0.8147
0.6,355,0.9352,0.7632,0.8405,0.8071,0.8725,0.9048,0.9603,0.7162,0.8147
0.65,355,0.9352,0.7632,0.8405,0.8071,0.8725,0.9048,0.9603,0.7162,0.8147
0.7,355,0.9352,0.7632,0.8405,0.8071,0.8725,0.9048,0.9603,0.7162,0.8147
0.75,353,0.9377,0.7609,0.8401,0.8061,0.8727,0.9086,0.963,0.7139,0.8124
0.8,353,0.9377,0.7609,0.8401,0.8061,0.8727,0.9086,0.963,0.7139,0.8124
0.85,350,0.94,0.7563,0.8382,0.8051,0.8691,0.9112,0.965,0.7104,0.807
0.9,350,0.94,0.7563,0.8382,0.8051,0.8691,0.9112,0.965,0.7104,0.807
0.95,350,0.94,0.7563,0.8382,0.8051,0.8691,0.9112,0.965,0.7104,0.807
1.0,58,0.9828,0.131,0.2312,0.1812,0.2782,0.9388,1.0,0.0996,0.162
