threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,337,0.9496,0.7356,0.829,0.787,0.8647,0.9222,0.9721,0.675,0.7937
0.05,324,0.9722,0.7241,0.83,0.7884,0.8639,0.9528,0.988,0.6652,0.7778
0.1,324,0.9722,0.7241,0.83,0.7884,0.8639,0.9528,0.988,0.6652,0.7778
0.15,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.2,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.25,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.3,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.35,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.4,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.45,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.5,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.55,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.6,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.65,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.7,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.75,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.8,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.85,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.9,323,0.9721,0.7218,0.8285,0.7871,0.8624,0.9528,0.9879,0.6633,0.7759
0.95,321,0.972,0.7172,0.8254,0.784,0.8595,0.9527,0.9878,0.6583,0.7703
1.0,29,0.931,0.0621,0.1164,0.0726,0.1639,0.8148,1.0,0.0379,0.0895
