label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
pure-positive-canon-greedy-t5,20,0.504,0.4401,0.5692,0.8351,0.7672,0.8868,0.3609,0.3023,0.4236,sparse_cross_grid,False,0.5728952772073922,487,zero_fraction_heuristic,
pure-positive-canon-greedy-t5,30,0.5297,0.4653,0.5928,0.8777,0.8154,0.9234,0.3793,0.3201,0.4423,sparse_cross_grid,False,0.5728952772073922,487,zero_fraction_heuristic,
pure-positive-canon-greedy-t5,40,0.5393,0.4752,0.6019,0.8936,0.8343,0.9364,0.3862,0.3264,0.4495,sparse_cross_grid,False,0.5728952772073922,487,zero_fraction_heuristic,
pure-positive-canon-greedy-t5,50,0.5393,0.4752,0.6019,0.8936,0.8343,0.9364,0.3862,0.3264,0.4495,sparse_cross_grid,False,0.5728952772073922,487,zero_fraction_heuristic,
