label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
verified-adv-text-baseline,5,0.4227,0.3745,0.473,0.4095,0.361,0.4611,0.4368,0.3852,0.489,0.8328,0.7789,0.8764,0.869,0.9574,sparse_cross_grid,True,0.5379876796714579,487,zero_fraction_heuristic,
verified-adv-text-baseline,10,0.6919,0.6464,0.7333,0.6703,0.6224,0.7147,0.7149,0.6626,0.7622,0.8328,0.7789,0.8764,0.869,0.9574,sparse_cross_grid,True,0.5462012320328542,487,zero_fraction_heuristic,
verified-adv-text-baseline,15,0.7786,0.7405,0.8131,0.7543,0.7099,0.7954,0.8046,0.7584,0.844,0.8328,0.7789,0.8764,0.869,0.9574,sparse_cross_grid,True,0.5482546201232033,487,zero_fraction_heuristic,
verified-adv-text-baseline,20,0.8142,0.7795,0.8444,0.7888,0.7446,0.8265,0.8414,0.7987,0.8778,0.8328,0.7789,0.8764,0.869,0.9574,sparse_cross_grid,True,0.5482546201232033,487,zero_fraction_heuristic,
verified-adv-text-baseline,25,0.8254,0.7938,0.8536,0.7996,0.7575,0.8357,0.8529,0.8114,0.8877,0.8328,0.7789,0.8764,0.869,0.9574,sparse_cross_grid,True,0.5482546201232033,487,zero_fraction_heuristic,
verified-adv-text-baseline,30,0.832,0.8018,0.859,0.806,0.7644,0.8424,0.8598,0.82,0.8932,0.8328,0.7789,0.8764,0.869,0.9574,sparse_cross_grid,True,0.5482546201232033,487,zero_fraction_heuristic,
verified-adv-text-baseline,35,0.8343,0.8045,0.8602,0.8082,0.7673,0.8436,0.8621,0.8227,0.8952,0.8328,0.7789,0.8764,0.869,0.9574,sparse_cross_grid,True,0.5482546201232033,487,zero_fraction_heuristic,
verified-adv-text-baseline,40,0.8387,0.8096,0.8644,0.8125,0.7718,0.8476,0.8667,0.8269,0.8995,0.8328,0.7789,0.8764,0.869,0.9574,sparse_cross_grid,True,0.5482546201232033,487,zero_fraction_heuristic,
verified-adv-text-baseline,45,0.8387,0.8096,0.8644,0.8125,0.7718,0.8476,0.8667,0.8269,0.8995,0.8328,0.7789,0.8764,0.869,0.9574,sparse_cross_grid,True,0.5482546201232033,487,zero_fraction_heuristic,
verified-adv-text-baseline,50,0.8387,0.8096,0.8644,0.8125,0.7718,0.8476,0.8667,0.8269,0.8995,0.8328,0.7789,0.8764,0.869,0.9574,sparse_cross_grid,True,0.5482546201232033,487,zero_fraction_heuristic,
verified-adv-text-baseline,75,0.8409,0.8126,0.866,0.8147,0.7746,0.8492,0.869,0.8297,0.9015,0.8328,0.7789,0.8764,0.869,0.9574,sparse_cross_grid,True,0.5482546201232033,487,zero_fraction_heuristic,
verified-adv-text-baseline,100,0.8476,0.8204,0.8721,0.8211,0.7814,0.8558,0.8759,0.8385,0.9071,0.8328,0.7789,0.8764,0.869,0.9574,sparse_cross_grid,True,0.5482546201232033,487,zero_fraction_heuristic,
verified-adv-text-baseline,125,0.8498,0.8227,0.874,0.8233,0.7839,0.8578,0.8782,0.8406,0.9089,0.8328,0.7789,0.8764,0.869,0.9574,sparse_cross_grid,True,0.5482546201232033,487,zero_fraction_heuristic,
verified-adv-text-baseline,150,0.8498,0.8227,0.874,0.8233,0.7839,0.8578,0.8782,0.8406,0.9089,0.8328,0.7789,0.8764,0.869,0.9574,sparse_cross_grid,True,0.5482546201232033,487,zero_fraction_heuristic,
