R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi
50,4053,297,1117,4746,424,5170,0.9317241379310345,0.9234798478499282,0.9396669303680404,0.7839458413926499,0.7711912694056098,0.796371554108571,0.851470588235294,0.8425614441825605,0.8599218507788194
75,4053,297,1143,4746,450,5196,0.9317241379310345,0.9234798478499282,0.9396669303680404,0.7800230946882217,0.7671258120038754,0.7926327662876612,0.8491514770584538,0.8402677072268102,0.857669656966577
100,4053,297,1153,4746,460,5206,0.9317241379310345,0.9234798478499282,0.9396669303680404,0.7785247791010372,0.7655654318254522,0.7913044329440605,0.8482628714943491,0.8393225575530835,0.8568085539840982
125,4054,296,1164,4746,472,5218,0.9319540229885057,0.9237498246307698,0.939853220154196,0.7769260252970487,0.7638253241423505,0.7897667241739209,0.8474080267558529,0.838362260515257,0.8560199605997761
150,4054,296,1171,4746,479,5225,0.9319540229885057,0.9237498246307698,0.939853220154196,0.7758851674641148,0.7627412357765333,0.7887461159661737,0.8467885117493472,0.8377374756902753,0.8554267036169286
