threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,2419,0.1972,0.885,0.3225,0.2672,0.3786,0.1574,0.2407,0.8454,0.9176
0.05,1687,0.281,0.8794,0.4259,0.3671,0.4832,0.2327,0.3312,0.839,0.9128
0.1,1188,0.3939,0.8683,0.542,0.4957,0.5892,0.3489,0.4416,0.8263,0.9033
0.15,830,0.5422,0.8349,0.6574,0.6154,0.6978,0.4951,0.5901,0.7901,0.8784
0.2,822,0.545,0.8312,0.6583,0.6154,0.6983,0.4963,0.5948,0.7859,0.8765
0.25,743,0.572,0.7885,0.663,0.6218,0.704,0.5224,0.6244,0.7392,0.8357
0.3,743,0.572,0.7885,0.663,0.6218,0.704,0.5224,0.6244,0.7392,0.8357
0.35,732,0.5738,0.7792,0.6609,0.6195,0.7024,0.5239,0.6257,0.7312,0.8271
0.4,731,0.5746,0.7792,0.6614,0.6205,0.7026,0.5248,0.6277,0.7312,0.8271
0.45,693,0.5815,0.7477,0.6542,0.614,0.696,0.5322,0.6341,0.6976,0.7982
0.5,693,0.5815,0.7477,0.6542,0.614,0.696,0.5322,0.6341,0.6976,0.7982
0.55,693,0.5815,0.7477,0.6542,0.614,0.696,0.5322,0.6341,0.6976,0.7982
0.6,693,0.5815,0.7477,0.6542,0.614,0.696,0.5322,0.6341,0.6976,0.7982
0.65,693,0.5815,0.7477,0.6542,0.614,0.696,0.5322,0.6341,0.6976,0.7982
0.7,691,0.5818,0.7458,0.6537,0.6129,0.6957,0.531,0.6344,0.6955,0.7973
0.75,687,0.5822,0.7421,0.6525,0.6114,0.6952,0.532,0.6359,0.6912,0.7927
0.8,673,0.5854,0.731,0.6502,0.6082,0.6928,0.5355,0.6394,0.6815,0.7811
0.85,672,0.5848,0.7291,0.6491,0.6076,0.6897,0.5348,0.6383,0.6796,0.778
0.9,575,0.5965,0.6364,0.6158,0.5731,0.6609,0.5433,0.6521,0.5844,0.6908
0.95,571,0.5937,0.6289,0.6108,0.568,0.6554,0.5407,0.6494,0.5764,0.6819
1.0,401,0.5885,0.4378,0.5021,0.4574,0.5467,0.533,0.6518,0.3884,0.4893
