threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,571,0.3555,0.4667,0.4036,0.326,0.4699,0.2761,0.4364,0.3833,0.5396
0.05,393,0.5165,0.4667,0.4903,0.4123,0.5564,0.4245,0.598,0.3848,0.54
0.1,309,0.6505,0.4621,0.5403,0.4574,0.6043,0.5665,0.7253,0.3783,0.5354
0.15,246,0.8049,0.4552,0.5815,0.5,0.6458,0.7353,0.8642,0.3724,0.5268
0.2,245,0.8041,0.4529,0.5794,0.4984,0.6444,0.735,0.8631,0.3721,0.5256
0.25,227,0.815,0.4253,0.5589,0.4828,0.619,0.7457,0.8734,0.3492,0.4933
0.3,227,0.815,0.4253,0.5589,0.4828,0.619,0.7457,0.8734,0.3492,0.4933
0.35,227,0.815,0.4253,0.5589,0.4828,0.619,0.7457,0.8734,0.3492,0.4933
0.4,227,0.815,0.4253,0.5589,0.4828,0.619,0.7457,0.8734,0.3492,0.4933
0.45,223,0.8206,0.4207,0.5562,0.4771,0.6171,0.75,0.8806,0.3431,0.4887
0.5,223,0.8206,0.4207,0.5562,0.4771,0.6171,0.75,0.8806,0.3431,0.4887
0.55,223,0.8206,0.4207,0.5562,0.4771,0.6171,0.75,0.8806,0.3431,0.4887
0.6,223,0.8206,0.4207,0.5562,0.4771,0.6171,0.75,0.8806,0.3431,0.4887
0.65,222,0.8243,0.4207,0.5571,0.4772,0.6175,0.7522,0.8853,0.3431,0.4887
0.7,221,0.8281,0.4207,0.5579,0.4788,0.6186,0.7565,0.8883,0.3431,0.4887
0.75,219,0.8265,0.4161,0.5535,0.4748,0.6154,0.7526,0.887,0.3377,0.4823
0.8,217,0.8249,0.4115,0.5491,0.4706,0.6127,0.75,0.8864,0.3348,0.4779
0.85,217,0.8249,0.4115,0.5491,0.4706,0.6127,0.75,0.8864,0.3348,0.4779
0.9,189,0.8148,0.354,0.4936,0.4235,0.5556,0.7343,0.883,0.2902,0.4159
0.95,188,0.8138,0.3517,0.4912,0.4202,0.5524,0.7315,0.8827,0.287,0.4123
1.0,132,0.803,0.2437,0.3739,0.3056,0.4359,0.7097,0.884,0.1917,0.2945
