threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,469,0.7612,0.8207,0.7898,0.7509,0.825,0.7049,0.8071,0.7768,0.8623
0.05,425,0.84,0.8207,0.8302,0.7954,0.8595,0.7955,0.8775,0.7768,0.8623
0.1,401,0.8878,0.8184,0.8517,0.8175,0.881,0.8478,0.9199,0.7755,0.8601
0.15,364,0.9588,0.8023,0.8736,0.8447,0.9008,0.9305,0.9784,0.7565,0.8462
0.2,360,0.9639,0.7977,0.873,0.8433,0.8999,0.9389,0.9832,0.7518,0.8409
0.25,345,0.971,0.7701,0.859,0.8277,0.8886,0.9504,0.9874,0.721,0.8166
0.3,345,0.971,0.7701,0.859,0.8277,0.8886,0.9504,0.9874,0.721,0.8166
0.35,345,0.971,0.7701,0.859,0.8277,0.8886,0.9504,0.9874,0.721,0.8166
0.4,344,0.9709,0.7678,0.8575,0.8249,0.8867,0.9503,0.9874,0.7192,0.814
0.45,332,0.9729,0.7425,0.8422,0.8088,0.8728,0.9531,0.9884,0.6943,0.7882
0.5,332,0.9729,0.7425,0.8422,0.8088,0.8728,0.9531,0.9884,0.6943,0.7882
0.55,332,0.9729,0.7425,0.8422,0.8088,0.8728,0.9531,0.9884,0.6943,0.7882
0.6,332,0.9729,0.7425,0.8422,0.8088,0.8728,0.9531,0.9884,0.6943,0.7882
0.65,332,0.9729,0.7425,0.8422,0.8088,0.8728,0.9531,0.9884,0.6943,0.7882
0.7,332,0.9729,0.7425,0.8422,0.8088,0.8728,0.9531,0.9884,0.6943,0.7882
0.75,329,0.9726,0.7356,0.8377,0.8036,0.8681,0.9528,0.9884,0.687,0.7808
0.8,322,0.972,0.7195,0.8269,0.7938,0.8579,0.9514,0.988,0.673,0.7665
0.85,322,0.972,0.7195,0.8269,0.7938,0.8579,0.9514,0.988,0.673,0.7665
0.9,284,0.9718,0.6345,0.7677,0.728,0.806,0.95,0.9892,0.5833,0.6834
0.95,282,0.9716,0.6299,0.7643,0.7242,0.8024,0.9496,0.9891,0.5804,0.68
1.0,183,0.9727,0.4092,0.5761,0.5305,0.6203,0.9461,0.9947,0.3636,0.4543
