threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1029,0.3887,0.7421,0.5102,0.4316,0.5827,0.31,0.4707,0.6815,0.7943
0.05,807,0.4932,0.7384,0.5914,0.5166,0.6561,0.4054,0.575,0.68,0.7906
0.1,657,0.6027,0.7347,0.6622,0.6057,0.7098,0.536,0.6648,0.6742,0.787
0.15,542,0.714,0.718,0.716,0.6696,0.7595,0.6632,0.7595,0.6581,0.7737
0.2,536,0.7183,0.7143,0.7163,0.668,0.7591,0.6686,0.7614,0.6562,0.7691
0.25,505,0.7366,0.6902,0.7126,0.6638,0.7567,0.685,0.7796,0.6302,0.7449
0.3,505,0.7366,0.6902,0.7126,0.6638,0.7567,0.685,0.7796,0.6302,0.7449
0.35,502,0.7351,0.6846,0.7089,0.6593,0.7521,0.6836,0.7784,0.6277,0.7368
0.4,501,0.7365,0.6846,0.7096,0.6594,0.7528,0.6843,0.7808,0.6277,0.7368
0.45,473,0.7442,0.6531,0.6957,0.6487,0.7385,0.6938,0.7881,0.5981,0.7069
0.5,473,0.7442,0.6531,0.6957,0.6487,0.7385,0.6938,0.7881,0.5981,0.7069
0.55,473,0.7442,0.6531,0.6957,0.6487,0.7385,0.6938,0.7881,0.5981,0.7069
0.6,473,0.7442,0.6531,0.6957,0.6487,0.7385,0.6938,0.7881,0.5981,0.7069
0.65,473,0.7442,0.6531,0.6957,0.6487,0.7385,0.6938,0.7881,0.5981,0.7069
0.7,472,0.7436,0.6512,0.6944,0.6478,0.7362,0.6933,0.7869,0.5953,0.7043
0.75,468,0.7436,0.6456,0.6912,0.644,0.7352,0.6926,0.7866,0.5887,0.6994
0.8,460,0.7522,0.6419,0.6927,0.6432,0.7361,0.7012,0.7953,0.5825,0.6964
0.85,458,0.7511,0.6382,0.6901,0.6402,0.7338,0.7,0.7946,0.5802,0.6929
0.9,407,0.7494,0.5659,0.6448,0.5928,0.6932,0.6935,0.7944,0.5067,0.6239
0.95,405,0.7481,0.5622,0.6419,0.5904,0.6892,0.6923,0.7932,0.5017,0.6183
1.0,274,0.7847,0.3989,0.5289,0.4725,0.578,0.7268,0.8339,0.3485,0.4475
