precision,recall,f1,n_detections,mcc,prob_t,min_votes
0.662379421221865,0.9626168224299065,0.7847619047619048,622,0.7975429305933643,0.0,1
0.793036750483559,0.9579439252336449,0.8677248677248678,517,0.8226235981309525,0.0,2
0.8782608695652174,0.9439252336448598,0.9099099099099099,460,0.84497004617873,0.0,3
0.6754098360655738,0.9626168224299065,0.7938342967244701,610,0.8057281923581168,0.05,1
0.803921568627451,0.9579439252336449,0.8742004264392326,510,0.822852729636596,0.05,2
0.8859649122807017,0.9439252336448598,0.9140271493212668,456,0.841049577505749,0.05,3
0.7058823529411765,0.9532710280373832,0.8111332007952287,578,0.794180702078978,0.1,1
0.8371134020618557,0.9485981308411215,0.8893756845564075,485,0.8261079895996233,0.1,2
0.9031531531531531,0.9369158878504673,0.9197247706422018,444,0.8222582054843102,0.1,3
0.7252336448598131,0.9065420560747663,0.8058151609553479,535,0.8145845188519937,0.15,1
0.8449781659388647,0.9042056074766355,0.873589164785553,458,0.8191733427830541,0.15,2
0.9142857142857143,0.897196261682243,0.9056603773584906,420,0.8153647729440837,0.15,3
0.725897920604915,0.897196261682243,0.8025078369905958,529,0.8107603138719564,0.2,1
0.8436123348017621,0.8948598130841121,0.8684807256235827,454,0.8153647729440837,0.2,2
0.9134615384615384,0.8878504672897196,0.9004739336492891,416,0.8115644468608737,0.2,3
0.7326530612244898,0.8387850467289719,0.7821350762527233,490,0.8049026751860122,0.3,1
0.8516746411483254,0.8317757009345794,0.8416075650118203,418,0.7984307358455344,0.3,2
0.9240837696335078,0.8247663551401869,0.871604938271605,382,0.7947163295770714,0.3,3
0.7330595482546202,0.8341121495327103,0.780327868852459,487,0.8058815729819991,0.35,1
0.8530120481927711,0.8271028037383178,0.8398576512455517,415,0.7995224461393294,0.35,2
0.9261213720316622,0.8200934579439252,0.869888475836431,379,0.795831732710045,0.35,3
0.7325102880658436,0.8317757009345794,0.7789934354485777,486,0.8058815729819991,0.4,1
0.8526570048309179,0.8247663551401869,0.838479809976247,414,0.7995224461393294,0.4,2
0.9259259259259259,0.8177570093457944,0.8684863523573202,378,0.795831732710045,0.4,3
0.7292110874200426,0.7990654205607477,0.7625418060200669,469,0.795831732710045,0.65,1
0.8478802992518704,0.794392523364486,0.8202653799758746,401,0.7848014066283332,0.65,2
0.9232876712328767,0.7873831775700935,0.849936948297604,365,0.7774813284810921,0.65,3
0.7301927194860813,0.7967289719626168,0.7620111731843576,467,0.795831732710045,0.7,1
0.8471177944862155,0.7897196261682243,0.8174123337363965,399,0.7848014066283332,0.7,2
0.9228650137741047,0.7827102803738317,0.8470290771175728,363,0.7774813284810921,0.7,3
0.7296137339055794,0.794392523364486,0.7606263982102909,466,0.795831732710045,0.75,1
0.8467336683417085,0.7873831775700935,0.8159806295399515,398,0.7848014066283332,0.75,2
0.9226519337016574,0.780373831775701,0.8455696202531646,362,0.7774813284810921,0.75,3
0.7240618101545254,0.7663551401869159,0.7446083995459706,453,0.7884713504430801,0.8,1
0.8419689119170984,0.7593457943925234,0.7985257985257985,386,0.7738309208753833,0.8,2
0.92,0.7523364485981309,0.8277634961439589,350,0.7665486870255017,0.8,3
0.7234513274336283,0.764018691588785,0.7431818181818182,452,0.7884713504430801,0.85,1
0.8415584415584415,0.7570093457943925,0.7970479704797048,385,0.7738309208753833,0.85,2
0.9197707736389685,0.75,0.8262548262548262,349,0.7665486870255017,0.85,3
0.7167070217917676,0.6915887850467289,0.703923900118906,413,0.7556697497106081,0.95,1
0.8352272727272727,0.6869158878504673,0.7538461538461538,352,0.7412417020998369,0.95,2
0.917981072555205,0.6799065420560748,0.7812080536912752,317,0.7340583211769302,0.95,3
0.7156549520766773,0.5233644859813084,0.6045883940620782,313,0.7005708036368901,1.0,1
0.8352059925093633,0.5210280373831776,0.641726618705036,267,0.6936286945135053,1.0,2
0.9246861924686193,0.5163551401869159,0.6626686656671664,239,0.6832372957166004,1.0,3
