label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper
pure-positive-canon-greedy-t4,20,0.5803,0.5191,0.6373,0.7491,0.6873,0.8062,0.4736,0.4094,0.5396
pure-positive-canon-greedy-t4,30,0.6169,0.5574,0.6738,0.7964,0.7377,0.8498,0.5034,0.4379,0.5704
pure-positive-canon-greedy-t4,40,0.631,0.5714,0.6871,0.8145,0.7585,0.8654,0.5149,0.4484,0.5825
pure-positive-canon-greedy-t4,50,0.631,0.5714,0.6871,0.8145,0.7585,0.8654,0.5149,0.4484,0.5825
