label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper
image-vs-cleaned-gt,20,0.507,0.4931,0.5207,0.5113,0.4958,0.5259,0.5027,0.4866,0.5191
image-vs-cleaned-gt,30,0.6872,0.6742,0.6991,0.693,0.6781,0.7066,0.6815,0.6667,0.6962
image-vs-cleaned-gt,40,0.7501,0.7389,0.7612,0.7565,0.7415,0.7704,0.7439,0.7305,0.7581
image-vs-cleaned-gt,50,0.7729,0.7623,0.7834,0.7794,0.7657,0.7922,0.7664,0.753,0.7799
