R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi,MCC,MCC_CI_lo,MCC_CI_hi,tile_TP,tile_TN,tile_FP,tile_FN,sensitivity,specificity
5,393,8812,4353,4746,0,0,4746,0.04269418794133623,0.03820451691648446,0.04726691725868427,0.08280657395701643,0.07435332844261518,0.09120892370368151,0.056340047308436676,0.050518584992283525,0.06213488482145971,0.27965605360172957,0.26068801311025713,0.2989547409174561,2623,2598,2562,758,0.7758059745637386,0.5034883720930232
10,1289,7916,3457,4746,0,0,4746,0.14003259098316131,0.13150109927129244,0.14880383327303612,0.27159713442899286,0.2570480579852107,0.2860132109892515,0.18478962081571212,0.17439143862673273,0.1953331119765453,0.27965605360172957,0.26068801311025713,0.2989547409174561,2623,2598,2562,758,0.7758059745637386,0.5034883720930232
15,2242,6963,2504,4746,0,0,4746,0.24356328082563825,0.23209195736142746,0.25518807165234053,0.4723978086809945,0.45617401420167547,0.4885503252797594,0.32141065156619597,0.30853020229169614,0.3344294241333351,0.27965605360172957,0.26068801311025713,0.2989547409174561,2623,2598,2562,758,0.7758059745637386,0.5034883720930232
20,2938,6267,1808,4746,0,0,4746,0.3191743617599131,0.30611790405330486,0.33244505260943774,0.6190476190476191,0.6025780909009454,0.6350630218631917,0.4211884452727403,0.40723213082191023,0.4349983345646534,0.27965605360172957,0.26068801311025713,0.2989547409174561,2623,2598,2562,758,0.7758059745637386,0.5034883720930232
25,3341,5864,1405,4746,0,0,4746,0.3629549158066268,0.34921320350566903,0.37686817722931276,0.7039612305099031,0.6886028960308785,0.7188668394264981,0.47896208157121345,0.46486138694953977,0.49290104857863776,0.27965605360172957,0.26068801311025713,0.2989547409174561,2623,2598,2562,758,0.7758059745637386,0.5034883720930232
30,3561,5644,1185,4746,0,0,4746,0.3868549701249321,0.37246912489788886,0.40132708805777095,0.7503160556257902,0.735655675153626,0.7645439259430382,0.5105010393520177,0.4959988166013609,0.5245858288876969,0.27965605360172957,0.26068801311025713,0.2989547409174561,2623,2598,2562,758,0.7758059745637386,0.5034883720930232
35,3658,5547,1088,4746,0,0,4746,0.39739272134709397,0.382785833704134,0.412093279760655,0.7707543194268858,0.7565472449193379,0.7845327022963369,0.5244068525553723,0.5099156258951326,0.5384994243543038,0.27965605360172957,0.26068801311025713,0.2989547409174561,2623,2598,2562,758,0.7758059745637386,0.5034883720930232
40,3701,5504,1045,4746,0,0,4746,0.4020640956002173,0.38740831477772925,0.41689542830520737,0.7798145806995365,0.7658613187381832,0.7936885207376745,0.5305712852125295,0.516128913505066,0.5448428458007136,0.27965605360172957,0.26068801311025713,0.2989547409174561,2623,2598,2562,758,0.7758059745637386,0.5034883720930232
45,3720,5485,1026,4746,0,0,4746,0.40412819120043453,0.3894587002746439,0.4189140928053443,0.7838179519595448,0.7698607083214211,0.7976021742392984,0.5332951042935989,0.5189306737355451,0.5474203660269233,0.27965605360172957,0.26068801311025713,0.2989547409174561,2623,2598,2562,758,0.7758059745637386,0.5034883720930232
50,4021,5184,1139,4746,414,1,5160,0.43682781097229767,0.42169199659436263,0.4518450802554576,0.7792635658914728,0.7657848707565702,0.7922936688707859,0.5598329272537418,0.5457369143016758,0.5733658006866785,0.2890913576641557,0.2699167407845585,0.3084711141481436,2733,2565,2452,791,0.7755391600454029,0.5112617101853697
75,4047,5158,1292,4746,593,1,5339,0.4396523628462792,0.4244044722948775,0.4546552583286392,0.7580071174377224,0.7441195101660983,0.7714556314812894,0.5565181518151815,0.5424126702076442,0.5698929786173877,0.28873061073555933,0.2696142704501301,0.30785143606444587,2743,2558,2442,798,0.774639932222536,0.5116
100,4068,5137,1362,4746,684,1,5430,0.441933731667572,0.42670439356983686,0.457012859608184,0.7491712707182321,0.7351258223723317,0.7626711704314854,0.555927570891698,0.5419006124637873,0.5693144114866261,0.28857813535476384,0.26934348872252006,0.3077521940980279,2749,2554,2436,802,0.7741481272880879,0.5118236472945892
125,4082,5123,1392,4746,728,1,5474,0.4434546442151005,0.4281691643344656,0.45854774722159775,0.7457069784435514,0.7315604293672504,0.7593574885544482,0.5561686763403502,0.5421799399949933,0.5694844580220024,0.2885025728210904,0.26910464147366014,0.30768963259326076,2752,2552,2433,804,0.7739032620922385,0.5119358074222669
150,4091,5114,1417,4746,762,1,5508,0.44443237370994026,0.42906673729654904,0.4595627957854836,0.7427378358750908,0.7285611668589143,0.7565982969839764,0.5561068442873649,0.5422078777127499,0.5693264590164593,0.2885025728210904,0.26910464147366014,0.30768963259326076,2752,2552,2433,804,0.7739032620922385,0.5119358074222669
