label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
verified-adv-pro-image-baseline-medium-vf,5,0.0624,0.0414,0.0905,0.0605,0.0404,0.0876,0.0644,0.0423,0.0944,0.8328,0.7772,0.8768,0.869,0.9574,sparse_cross_grid,True,0.5195071868583162,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-medium-vf,10,0.2361,0.1981,0.2769,0.2289,0.1926,0.2676,0.2437,0.2019,0.2899,0.8328,0.7772,0.8768,0.869,0.9574,sparse_cross_grid,True,0.5215605749486653,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-medium-vf,15,0.4566,0.4093,0.5057,0.4428,0.396,0.491,0.4713,0.4148,0.5267,0.8328,0.7772,0.8768,0.869,0.9574,sparse_cross_grid,True,0.5297741273100616,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-medium-vf,20,0.6281,0.5786,0.6738,0.6091,0.5617,0.6572,0.6483,0.5818,0.7042,0.8328,0.7772,0.8768,0.869,0.9574,sparse_cross_grid,True,0.5297741273100616,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-medium-vf,25,0.7194,0.6741,0.7594,0.6976,0.6542,0.7398,0.7425,0.6762,0.7951,0.8328,0.7772,0.8768,0.869,0.9574,sparse_cross_grid,True,0.5297741273100616,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-medium-vf,30,0.7617,0.7195,0.7978,0.7387,0.6967,0.7787,0.7862,0.7208,0.8359,0.8328,0.7772,0.8768,0.869,0.9574,sparse_cross_grid,True,0.5297741273100616,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-medium-vf,35,0.784,0.742,0.8185,0.7603,0.7183,0.7996,0.8092,0.7426,0.8571,0.8328,0.7772,0.8768,0.869,0.9574,sparse_cross_grid,True,0.5297741273100616,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-medium-vf,40,0.7906,0.75,0.8237,0.7667,0.7255,0.8049,0.8161,0.7506,0.862,0.8328,0.7772,0.8768,0.869,0.9574,sparse_cross_grid,True,0.5297741273100616,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-medium-vf,45,0.7951,0.7534,0.8275,0.7711,0.7291,0.8088,0.8207,0.7549,0.866,0.8328,0.7772,0.8768,0.869,0.9574,sparse_cross_grid,True,0.5318275154004107,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-medium-vf,50,0.8062,0.7678,0.8369,0.7819,0.7423,0.8183,0.8322,0.7664,0.8756,0.8328,0.7772,0.8768,0.869,0.9574,sparse_cross_grid,True,0.5318275154004107,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-medium-vf,75,0.8196,0.7816,0.849,0.7948,0.7554,0.8308,0.846,0.7803,0.8884,0.8328,0.7772,0.8768,0.869,0.9574,sparse_cross_grid,True,0.5318275154004107,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-medium-vf,100,0.8241,0.7851,0.8538,0.7991,0.7591,0.8354,0.8506,0.7849,0.8936,0.8328,0.7772,0.8768,0.869,0.9574,sparse_cross_grid,True,0.5318275154004107,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-medium-vf,125,0.8263,0.7878,0.8553,0.8013,0.7623,0.8371,0.8529,0.7876,0.8958,0.8328,0.7772,0.8768,0.869,0.9574,sparse_cross_grid,True,0.5318275154004107,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-medium-vf,150,0.8285,0.7906,0.8578,0.8035,0.7641,0.8391,0.8552,0.7893,0.8983,0.8328,0.7772,0.8768,0.869,0.9574,sparse_cross_grid,True,0.5318275154004107,487,zero_fraction_heuristic,
