tp,fp,fn,precision,recall,f1,iteration
47,23,6,0.6714285714285714,0.8867924528301887,0.7642276422764227,1
46,31,7,0.5974025974025974,0.8679245283018868,0.7076923076923077,2
46,20,7,0.696969696969697,0.8679245283018868,0.7731092436974791,3
45,18,8,0.7142857142857143,0.8490566037735849,0.7758620689655172,4
43,26,10,0.6231884057971014,0.8113207547169812,0.7049180327868851,5
