cell,stride,tile_px,overlap_frac,K,prob_t,min_votes,n_detections,precision,recall,f1,mcc
g512_ov176,336,512,0.3438,10,0.05,6,648,0.5725308641975309,0.866822429906542,0.6895910780669146,0.4351883124620431
g512_ov176,336,512,0.3438,10,0.05,7,610,0.6032786885245902,0.8598130841121495,0.7090558766859345,0.4724297941216611
g512_ov176,336,512,0.3438,10,0.05,8,564,0.6329787234042553,0.8341121495327103,0.719758064516129,0.47945220886902656
g512_ov176,336,512,0.3438,10,0.05,9,517,0.6808510638297872,0.822429906542056,0.744973544973545,0.5324400865878959
g512_ov176,336,512,0.3438,10,0.05,10,446,0.7331838565022422,0.764018691588785,0.7482837528604119,0.5300606673182329
g512_ov176,336,512,0.3438,10,0.1,1,850,0.46,0.9135514018691588,0.6118935837245697,0.5780983797285517
g512_ov176,336,512,0.3438,10,0.1,2,637,0.6043956043956044,0.8995327102803738,0.7230046948356806,0.5990565548667561
g512_ov176,336,512,0.3438,10,0.1,3,555,0.6846846846846847,0.8878504672897196,0.773143438453713,0.6146584547182761
g512_ov176,336,512,0.3438,10,0.1,4,521,0.7197696737044146,0.8761682242990654,0.7903055848261328,0.618383006365936
g512_ov176,336,512,0.3438,10,0.1,5,495,0.7494949494949495,0.866822429906542,0.8039003250270855,0.6251398790862044
g512_ov176,336,512,0.3438,10,0.1,6,465,0.7913978494623656,0.8598130841121495,0.8241881298992161,0.6590139953179532
g512_ov176,336,512,0.3438,10,0.1,7,454,0.8039647577092511,0.852803738317757,0.8276643990929705,0.6743357031266991
g512_ov176,336,512,0.3438,10,0.1,8,428,0.8294392523364486,0.8294392523364486,0.8294392523364486,0.6776325091708667
g512_ov176,336,512,0.3438,10,0.1,9,409,0.8557457212713936,0.8177570093457944,0.8363201911589009,0.6898056208192812
g512_ov176,336,512,0.3438,10,0.1,10,364,0.8928571428571429,0.7593457943925234,0.8207070707070707,0.6924364663179363
g512_ov176,336,512,0.3438,10,0.15,1,611,0.6153846153846154,0.8785046728971962,0.7237728585178057,0.7870163980837847
g512_ov176,336,512,0.3438,10,0.15,2,494,0.7510121457489879,0.866822429906542,0.8047722342733189,0.8023472849608585
g512_ov176,336,512,0.3438,10,0.15,3,441,0.8276643990929705,0.852803738317757,0.8400460299194477,0.7909006850186948
g512_ov176,336,512,0.3438,10,0.15,4,419,0.8591885441527446,0.8411214953271028,0.8500590318772137,0.7871005650752975
g512_ov176,336,512,0.3438,10,0.15,5,402,0.8855721393034826,0.8317757009345794,0.8578313253012049,0.7917596792792316
g512_ov176,336,512,0.3438,10,0.15,6,390,0.9076923076923077,0.8271028037383178,0.8655256723716381,0.7964426328236953
g512_ov176,336,512,0.3438,10,0.15,7,386,0.9119170984455959,0.822429906542056,0.8648648648648649,0.7964426328236953
g512_ov176,336,512,0.3438,10,0.15,8,373,0.9276139410187667,0.8084112149532711,0.8639200998751562,0.792681319784743
g512_ov176,336,512,0.3438,10,0.15,9,364,0.9368131868131868,0.7967289719626168,0.8611111111111112,0.7889273718008326
g512_ov176,336,512,0.3438,10,0.15,10,332,0.9518072289156626,0.7383177570093458,0.8315789473684211,0.7652469005923367
g512_ov176,336,512,0.3438,10,0.2,1,586,0.6245733788395904,0.8551401869158879,0.7218934911242603,0.7875163041566897
g512_ov176,336,512,0.3438,10,0.2,2,479,0.755741127348643,0.8457943925233645,0.7982359426681368,0.8023472849608585
g512_ov176,336,512,0.3438,10,0.2,3,428,0.8341121495327103,0.8341121495327103,0.8341121495327103,0.7955442502349263
g512_ov176,336,512,0.3438,10,0.2,4,406,0.8669950738916257,0.822429906542056,0.8441247002398082,0.7917596792792316
g512_ov176,336,512,0.3438,10,0.2,5,391,0.8925831202046036,0.8154205607476636,0.8522588522588523,0.7879825904613785
g512_ov176,336,512,0.3438,10,0.2,6,379,0.9155672823218998,0.8107476635514018,0.8599752168525403,0.792681319784743
g512_ov176,336,512,0.3438,10,0.2,7,376,0.9202127659574468,0.8084112149532711,0.8606965174129355,0.792681319784743
g512_ov176,336,512,0.3438,10,0.2,8,364,0.9340659340659341,0.794392523364486,0.8585858585858586,0.7889273718008326
g512_ov176,336,512,0.3438,10,0.2,9,355,0.9436619718309859,0.7827102803738317,0.855683269476373,0.7851806440711893
g512_ov176,336,512,0.3438,10,0.2,10,323,0.9597523219814241,0.7242990654205608,0.8255659121171771,0.7615918636062383
g512_ov176,336,512,0.3438,10,0.3,1,540,0.6462962962962963,0.8154205607476636,0.7210743801652892,0.7901034557849916
g512_ov176,336,512,0.3438,10,0.3,2,446,0.773542600896861,0.8060747663551402,0.7894736842105263,0.792681319784743
g512_ov176,336,512,0.3438,10,0.3,3,401,0.8503740648379052,0.7967289719626168,0.8226779252110976,0.7862123008256918
g512_ov176,336,512,0.3438,10,0.3,4,383,0.8798955613577023,0.7873831775700935,0.8310727496917385,0.7824957087215468
g512_ov176,336,512,0.3438,10,0.3,5,368,0.907608695652174,0.780373831775701,0.8391959798994975,0.783615475521878
g512_ov176,336,512,0.3438,10,0.3,6,359,0.924791086350975,0.7757009345794392,0.843710292249047,0.7884713504430801
g512_ov176,336,512,0.3438,10,0.3,7,356,0.9297752808988764,0.7733644859813084,0.8443877551020408,0.7884713504430801
g512_ov176,336,512,0.3438,10,0.3,8,346,0.9450867052023122,0.764018691588785,0.8449612403100776,0.7884713504430801
g512_ov176,336,512,0.3438,10,0.3,9,337,0.9554896142433235,0.7523364485981309,0.8418300653594771,0.7848014066283332
g512_ov176,336,512,0.3438,10,0.3,10,308,0.9675324675324676,0.6962616822429907,0.8097826086956522,0.7607070092092032
g512_ov176,336,512,0.3438,10,0.35,1,536,0.6455223880597015,0.8084112149532711,0.7178423236514523,0.7901034557849916
g512_ov176,336,512,0.3438,10,0.35,2,442,0.7737556561085973,0.7990654205607477,0.7862068965517242,0.7889273718008326
g512_ov176,336,512,0.3438,10,0.35,3,398,0.8492462311557789,0.7897196261682243,0.818401937046005,0.7824957087215468
g512_ov176,336,512,0.3438,10,0.35,4,380,0.8789473684210526,0.780373831775701,0.8267326732673267,0.7787859459382726
g512_ov176,336,512,0.3438,10,0.35,5,365,0.9068493150684932,0.7733644859813084,0.8348045397225725,0.7799288466017947
g512_ov176,336,512,0.3438,10,0.35,6,356,0.9241573033707865,0.7686915887850467,0.8392857142857143,0.7848014066283332
g512_ov176,336,512,0.3438,10,0.35,7,353,0.9291784702549575,0.7663551401869159,0.8399487836107554,0.7848014066283332
g512_ov176,336,512,0.3438,10,0.35,8,343,0.9446064139941691,0.7570093457943925,0.8404669260700388,0.7848014066283332
g512_ov176,336,512,0.3438,10,0.35,9,334,0.9550898203592815,0.7453271028037384,0.8372703412073491,0.7811381115596777
g512_ov176,336,512,0.3438,10,0.35,10,306,0.9673202614379085,0.6915887850467289,0.8065395095367847,0.7607070092092032
g512_ov176,336,512,0.3438,10,0.4,1,535,0.6448598130841121,0.8060747663551402,0.7165109034267912,0.7901034557849916
g512_ov176,336,512,0.3438,10,0.4,2,441,0.7732426303854876,0.7967289719626168,0.7848101265822786,0.7889273718008326
g512_ov176,336,512,0.3438,10,0.4,3,397,0.8488664987405542,0.7873831775700935,0.816969696969697,0.7824957087215468
g512_ov176,336,512,0.3438,10,0.4,4,379,0.8786279683377308,0.7780373831775701,0.8252788104089219,0.7787859459382726
g512_ov176,336,512,0.3438,10,0.4,5,364,0.9065934065934066,0.7710280373831776,0.8333333333333334,0.7799288466017947
g512_ov176,336,512,0.3438,10,0.4,6,355,0.923943661971831,0.7663551401869159,0.8378033205619412,0.7848014066283332
g512_ov176,336,512,0.3438,10,0.4,7,352,0.9289772727272727,0.764018691588785,0.8384615384615385,0.7848014066283332
g512_ov176,336,512,0.3438,10,0.4,8,342,0.9444444444444444,0.7546728971962616,0.8389610389610388,0.7848014066283332
g512_ov176,336,512,0.3438,10,0.4,9,333,0.954954954954955,0.7429906542056075,0.835742444152431,0.7811381115596777
g512_ov176,336,512,0.3438,10,0.4,10,305,0.9672131147540983,0.6892523364485982,0.8049113233287858,0.7607070092092032
g512_ov176,336,512,0.3438,10,0.6,1,516,0.6492248062015504,0.7827102803738317,0.7097457627118644,0.792681319784743
g512_ov176,336,512,0.3438,10,0.6,2,428,0.7733644859813084,0.7733644859813084,0.7733644859813084,0.7862123008256918
g512_ov176,336,512,0.3438,10,0.6,3,384,0.8515625,0.764018691588785,0.8054187192118226,0.7799288466017947
g512_ov176,336,512,0.3438,10,0.6,4,366,0.8825136612021858,0.7546728971962616,0.8136020151133501,0.7725752371093657
g512_ov176,336,512,0.3438,10,0.6,5,351,0.9116809116809117,0.7476635514018691,0.821566110397946,0.7738309208753833
g512_ov176,336,512,0.3438,10,0.6,6,343,0.9271137026239067,0.7429906542056075,0.8249027237354086,0.7787816412613834
g512_ov176,336,512,0.3438,10,0.6,7,340,0.9323529411764706,0.7406542056074766,0.8255208333333334,0.7787816412613834
g512_ov176,336,512,0.3438,10,0.6,8,331,0.9486404833836858,0.7336448598130841,0.8274044795783927,0.7787816412613834
g512_ov176,336,512,0.3438,10,0.6,9,323,0.9566563467492261,0.7219626168224299,0.8229027962716379,0.7751546442061329
g512_ov176,336,512,0.3438,10,0.6,10,297,0.9696969696969697,0.6728971962616822,0.7944827586206896,0.7586201302205099
g512_ov176,336,512,0.3438,10,0.65,1,515,0.6485436893203883,0.780373831775701,0.7083775185577944,0.792681319784743
g512_ov176,336,512,0.3438,10,0.65,2,427,0.7728337236533958,0.7710280373831776,0.7719298245614035,0.7862123008256918
g512_ov176,336,512,0.3438,10,0.65,3,383,0.8511749347258486,0.7616822429906542,0.8039457459926017,0.7799288466017947
g512_ov176,336,512,0.3438,10,0.65,4,365,0.8821917808219178,0.7523364485981309,0.8121059268600253,0.7725752371093657
g512_ov176,336,512,0.3438,10,0.65,5,350,0.9114285714285715,0.7453271028037384,0.8200514138817481,0.7738309208753833
g512_ov176,336,512,0.3438,10,0.65,6,342,0.9269005847953217,0.7406542056074766,0.8233766233766234,0.7787816412613834
g512_ov176,336,512,0.3438,10,0.65,7,339,0.9321533923303835,0.7383177570093458,0.8239895697522817,0.7787816412613834
g512_ov176,336,512,0.3438,10,0.65,8,330,0.9484848484848485,0.7313084112149533,0.8258575197889182,0.7787816412613834
g512_ov176,336,512,0.3438,10,0.65,9,322,0.9565217391304348,0.719626168224299,0.8213333333333334,0.7751546442061329
g512_ov176,336,512,0.3438,10,0.65,10,296,0.9695945945945946,0.6705607476635514,0.7928176795580111,0.7586201302205099
g512_ov176,336,512,0.3438,10,0.7,1,514,0.6498054474708171,0.780373831775701,0.7091295116772823,0.792681319784743
g512_ov176,336,512,0.3438,10,0.7,2,426,0.7723004694835681,0.7686915887850467,0.7704918032786885,0.7862123008256918
g512_ov176,336,512,0.3438,10,0.7,3,382,0.8507853403141361,0.7593457943925234,0.802469135802469,0.7799288466017947
g512_ov176,336,512,0.3438,10,0.7,4,364,0.8818681318681318,0.75,0.8106060606060606,0.7725752371093657
g512_ov176,336,512,0.3438,10,0.7,5,349,0.9111747851002865,0.7429906542056075,0.8185328185328185,0.7738309208753833
g512_ov176,336,512,0.3438,10,0.7,6,341,0.9266862170087976,0.7383177570093458,0.8218465539661898,0.7787816412613834
g512_ov176,336,512,0.3438,10,0.7,7,338,0.9319526627218935,0.735981308411215,0.8224543080939949,0.7787816412613834
g512_ov176,336,512,0.3438,10,0.7,8,329,0.9483282674772037,0.7289719626168224,0.8243064729194188,0.7787816412613834
g512_ov176,336,512,0.3438,10,0.7,9,321,0.956386292834891,0.7172897196261683,0.8197596795727636,0.7751546442061329
g512_ov176,336,512,0.3438,10,0.7,10,295,0.9694915254237289,0.6682242990654206,0.7911479944674966,0.7586201302205099
g512_ov176,336,512,0.3438,10,0.75,1,512,0.650390625,0.7780373831775701,0.7085106382978724,0.792681319784743
g512_ov176,336,512,0.3438,10,0.75,2,425,0.7717647058823529,0.7663551401869159,0.7690504103165298,0.7862123008256918
g512_ov176,336,512,0.3438,10,0.75,3,381,0.8503937007874016,0.7570093457943925,0.8009888751545117,0.7799288466017947
g512_ov176,336,512,0.3438,10,0.75,4,363,0.8815426997245179,0.7476635514018691,0.809102402022756,0.7725752371093657
g512_ov176,336,512,0.3438,10,0.75,5,348,0.9109195402298851,0.7406542056074766,0.8170103092783506,0.7738309208753833
g512_ov176,336,512,0.3438,10,0.75,6,340,0.9264705882352942,0.735981308411215,0.8203125,0.7787816412613834
g512_ov176,336,512,0.3438,10,0.75,7,337,0.9317507418397626,0.7336448598130841,0.8209150326797385,0.7787816412613834
g512_ov176,336,512,0.3438,10,0.75,8,328,0.948170731707317,0.7266355140186916,0.8227513227513228,0.7787816412613834
g512_ov176,336,512,0.3438,10,0.75,9,320,0.95625,0.7149532710280374,0.8181818181818181,0.7751546442061329
g512_ov176,336,512,0.3438,10,0.75,10,294,0.9693877551020408,0.6658878504672897,0.7894736842105263,0.7586201302205099
g512_ov176,336,512,0.3438,10,0.85,1,491,0.6496945010183299,0.7453271028037384,0.6942328618063113,0.7862123008256918
g512_ov176,336,512,0.3438,10,0.85,2,409,0.7677261613691931,0.7336448598130841,0.7502986857825568,0.7762488134259523
g512_ov176,336,512,0.3438,10,0.85,3,366,0.8497267759562842,0.7266355140186916,0.7833753148614611,0.7738309208753833
g512_ov176,336,512,0.3438,10,0.85,4,348,0.882183908045977,0.7172897196261683,0.7912371134020618,0.7665486870255017
g512_ov176,336,512,0.3438,10,0.85,5,334,0.9101796407185628,0.7102803738317757,0.7979002624671916,0.762916588666638
g512_ov176,336,512,0.3438,10,0.85,6,326,0.9263803680981595,0.705607476635514,0.8010610079575596,0.7643101321324025
g512_ov176,336,512,0.3438,10,0.85,7,323,0.9318885448916409,0.7032710280373832,0.8015978695073236,0.7643101321324025
g512_ov176,336,512,0.3438,10,0.85,8,314,0.9490445859872612,0.6962616822429907,0.8032345013477089,0.7643101321324025
g512_ov176,336,512,0.3438,10,0.85,9,306,0.9575163398692811,0.6845794392523364,0.7983651226158038,0.7607070092092032
g512_ov176,336,512,0.3438,10,0.85,10,281,0.9715302491103203,0.6378504672897196,0.7700987306064879,0.7443769951875949
g512_ov176,336,512,0.3438,10,0.9,1,436,0.658256880733945,0.6705607476635514,0.6643518518518519,0.7529969747786658
g512_ov176,336,512,0.3438,10,0.9,2,365,0.7698630136986301,0.6565420560747663,0.7087011349306432,0.744840849536894
g512_ov176,336,512,0.3438,10,0.9,3,327,0.8501529051987767,0.6495327102803738,0.7364238410596027,0.7392019364605236
g512_ov176,336,512,0.3438,10,0.9,4,313,0.8785942492012779,0.6425233644859814,0.7422402159244265,0.7356354568066844
g512_ov176,336,512,0.3438,10,0.9,5,300,0.9066666666666666,0.6355140186915887,0.7472527472527473,0.7285164657038956
g512_ov176,336,512,0.3438,10,0.9,6,293,0.9215017064846417,0.6308411214953271,0.7489597780859917,0.7249636862389158
g512_ov176,336,512,0.3438,10,0.9,7,290,0.9275862068965517,0.6285046728971962,0.7493036211699166,0.7249636862389158
g512_ov176,336,512,0.3438,10,0.9,8,281,0.9466192170818505,0.6214953271028038,0.7503526093088858,0.7249636862389158
g512_ov176,336,512,0.3438,10,0.9,9,274,0.9562043795620438,0.6121495327102804,0.7464387464387465,0.7214152050974048
g512_ov176,336,512,0.3438,10,0.9,10,252,0.9722222222222222,0.572429906542056,0.7205882352941176,0.705589733035986
g512_ov176,336,512,0.3438,10,0.95,1,435,0.6574712643678161,0.6682242990654206,0.6628041714947858,0.7493367726642394
g512_ov176,336,512,0.3438,10,0.95,2,364,0.7692307692307693,0.6542056074766355,0.7070707070707071,0.7412417020998369
g512_ov176,336,512,0.3438,10,0.95,3,326,0.8496932515337423,0.647196261682243,0.7347480106100795,0.7356354568066844
g512_ov176,336,512,0.3438,10,0.95,4,312,0.8782051282051282,0.6401869158878505,0.7405405405405406,0.7320736778549263
g512_ov176,336,512,0.3438,10,0.95,5,299,0.9063545150501672,0.633177570093458,0.7455295735900963,0.7249636862389158
g512_ov176,336,512,0.3438,10,0.95,6,292,0.9212328767123288,0.6285046728971962,0.7472222222222222,0.7214152050974048
g512_ov176,336,512,0.3438,10,0.95,7,289,0.9273356401384083,0.6261682242990654,0.7475592747559274,0.7214152050974048
g512_ov176,336,512,0.3438,10,0.95,8,280,0.9464285714285714,0.6191588785046729,0.748587570621469,0.7214152050974048
g512_ov176,336,512,0.3438,10,0.95,9,273,0.9560439560439561,0.6098130841121495,0.7446504992867332,0.7178708876337471
g512_ov176,336,512,0.3438,10,0.95,10,251,0.9721115537848606,0.5700934579439252,0.7187039764359351,0.7020871276623561
g512_ov176,336,512,0.3438,10,1.0,1,336,0.6636904761904762,0.5210280373831776,0.5837696335078535,0.6896499605850278
g512_ov176,336,512,0.3438,10,1.0,2,279,0.7813620071684588,0.5093457943925234,0.6166902404526167,0.6741751021001834
g512_ov176,336,512,0.3438,10,1.0,3,249,0.8634538152610441,0.5023364485981309,0.6351550960118169,0.6590732835414289
g512_ov176,336,512,0.3438,10,1.0,4,237,0.8945147679324894,0.4953271028037383,0.637593984962406,0.6556286923312763
g512_ov176,336,512,0.3438,10,1.0,5,227,0.920704845814978,0.4883177570093458,0.6381679389312978,0.6487436541857563
g512_ov176,336,512,0.3438,10,1.0,6,223,0.9327354260089686,0.48598130841121495,0.6390168970814132,0.6487436541857563
g512_ov176,336,512,0.3438,10,1.0,7,221,0.9366515837104072,0.48364485981308414,0.6379044684129431,0.6487436541857563
g512_ov176,336,512,0.3438,10,1.0,8,212,0.9622641509433962,0.4766355140186916,0.6375000000000001,0.64530291850318
g512_ov176,336,512,0.3438,10,1.0,9,207,0.9710144927536232,0.4696261682242991,0.6330708661417322,0.6418631772111212
g512_ov176,336,512,0.3438,10,1.0,10,190,0.9789473684210527,0.43457943925233644,0.6019417475728155,0.6246741746309921
g384_ov128,256,384,0.3333,10,0.0,1,2387,0.16547968160871387,0.9228971962616822,0.280639431616341,0.21371207237840564
g384_ov128,256,384,0.3333,10,0.0,2,1691,0.23240685984624482,0.9182242990654206,0.3709296838131194,0.20927946847998527
g384_ov128,256,384,0.3333,10,0.0,3,1442,0.27184466019417475,0.9158878504672897,0.4192513368983957,0.22636561363067992
g384_ov128,256,384,0.3333,10,0.0,4,1284,0.3029595015576324,0.9088785046728972,0.4544392523364486,0.22664429920509696
g384_ov128,256,384,0.3333,10,0.0,5,1191,0.32577665827036106,0.9065420560747663,0.47930821494749853,0.20777885710515817
g384_ov128,256,384,0.3333,10,0.0,6,1118,0.3443649373881932,0.8995327102803738,0.4980595084087969,0.22501421432999727
g384_ov128,256,384,0.3333,10,0.0,7,1050,0.3647619047619048,0.8948598130841121,0.5182679296346414,0.2570464157383075
g384_ov128,256,384,0.3333,10,0.0,8,963,0.3935617860851506,0.8855140186915887,0.5449317038102085,0.2773448775795881
g384_ov128,256,384,0.3333,10,0.0,9,893,0.41993281075027994,0.8761682242990654,0.5677517032551097,0.2947306269457616
g384_ov128,256,384,0.3333,10,0.0,10,767,0.46936114732724904,0.8411214953271028,0.602510460251046,0.34270377743478436
g384_ov128,256,384,0.3333,10,0.05,1,1829,0.21541826134499725,0.9205607476635514,0.3491360212671688,0.3069187547105989
g384_ov128,256,384,0.3333,10,0.05,2,1326,0.2956259426847662,0.9158878504672897,0.4469783352337514,0.3002944851681739
g384_ov128,256,384,0.3333,10,0.05,3,1144,0.34178321678321677,0.9135514018691588,0.49745547073791346,0.32209893958546654
g384_ov128,256,384,0.3333,10,0.05,4,1029,0.3770651117589893,0.9065420560747663,0.5326012354152369,0.3296441669365926
g384_ov128,256,384,0.3333,10,0.05,5,961,0.40270551508844954,0.9042056074766355,0.5572354211663066,0.32048849545960256
g384_ov128,256,384,0.3333,10,0.05,6,910,0.421978021978022,0.897196261682243,0.5739910313901345,0.3317963636221913
g384_ov128,256,384,0.3333,10,0.05,7,861,0.4436701509872242,0.8925233644859814,0.5927075252133437,0.3430869646399817
g384_ov128,256,384,0.3333,10,0.05,8,800,0.4725,0.883177570093458,0.6156351791530944,0.33343791358786345
g384_ov128,256,384,0.3333,10,0.05,9,744,0.5026881720430108,0.8738317757009346,0.6382252559726963,0.35120697757824576
g384_ov128,256,384,0.3333,10,0.05,10,643,0.5583203732503889,0.8387850467289719,0.6704014939309056,0.39888249583212515
g384_ov128,256,384,0.3333,10,0.1,1,859,0.4586728754365541,0.9205607476635514,0.6122766122766123,0.4961896988653422
g384_ov128,256,384,0.3333,10,0.1,2,676,0.5798816568047337,0.9158878504672897,0.7101449275362318,0.5273441469415197
g384_ov128,256,384,0.3333,10,0.1,3,616,0.6347402597402597,0.9135514018691588,0.7490421455938696,0.5372283279344466
g384_ov128,256,384,0.3333,10,0.1,4,579,0.6701208981001727,0.9065420560747663,0.7706057596822244,0.5537545233244588
g384_ov128,256,384,0.3333,10,0.1,5,554,0.6985559566787004,0.9042056074766355,0.7881873727087576,0.5515345682193212
g384_ov128,256,384,0.3333,10,0.1,6,532,0.7218045112781954,0.897196261682243,0.7999999999999999,0.5696352841391009
g384_ov128,256,384,0.3333,10,0.1,7,515,0.7417475728155339,0.8925233644859814,0.8101802757158006,0.5796718858862833
g384_ov128,256,384,0.3333,10,0.1,8,492,0.7682926829268293,0.883177570093458,0.8217391304347827,0.5862123158138753
g384_ov128,256,384,0.3333,10,0.1,9,472,0.7923728813559322,0.8738317757009346,0.8311111111111111,0.6117817914561247
g384_ov128,256,384,0.3333,10,0.1,10,431,0.8329466357308585,0.8387850467289719,0.8358556461001165,0.6413355034158311
g384_ov128,256,384,0.3333,10,0.15,1,561,0.6773618538324421,0.8878504672897196,0.7684529828109201,0.7830792957324657
g384_ov128,256,384,0.3333,10,0.15,2,468,0.8076923076923077,0.883177570093458,0.84375,0.7802992229126539
g384_ov128,256,384,0.3333,10,0.15,3,443,0.8510158013544018,0.8808411214953271,0.8656716417910447,0.7909006850186948
g384_ov128,256,384,0.3333,10,0.15,4,427,0.8782201405152225,0.8761682242990654,0.8771929824561404,0.7909006850186948
g384_ov128,256,384,0.3333,10,0.15,5,416,0.8990384615384616,0.8738317757009346,0.886255924170616,0.7909006850186948
g384_ov128,256,384,0.3333,10,0.15,6,404,0.9207920792079208,0.8691588785046729,0.8942307692307692,0.800211456137085
g384_ov128,256,384,0.3333,10,0.15,7,397,0.9319899244332494,0.8644859813084113,0.896969696969697,0.8049026751860122
g384_ov128,256,384,0.3333,10,0.15,8,387,0.9457364341085271,0.8551401869158879,0.898159509202454,0.8021524366928652
g384_ov128,256,384,0.3333,10,0.15,9,381,0.9501312335958005,0.8457943925233645,0.8949320148331275,0.7984307358455344
g384_ov128,256,384,0.3333,10,0.15,10,363,0.9586776859504132,0.8130841121495327,0.8798988621997472,0.7910090774304381
g384_ov128,256,384,0.3333,10,0.2,1,536,0.6902985074626866,0.8644859813084113,0.7676348547717843,0.7964527580096148
g384_ov128,256,384,0.3333,10,0.2,2,449,0.8195991091314031,0.8598130841121495,0.8392246294184721,0.7893671610937456
g384_ov128,256,384,0.3333,10,0.2,3,425,0.8635294117647059,0.8574766355140186,0.8604923798358733,0.7955442502349263
g384_ov128,256,384,0.3333,10,0.2,4,412,0.8859223300970874,0.852803738317757,0.8690476190476191,0.7955442502349263
g384_ov128,256,384,0.3333,10,0.2,5,402,0.9054726368159204,0.8504672897196262,0.8771084337349396,0.800211456137085
g384_ov128,256,384,0.3333,10,0.2,6,391,0.9232736572890026,0.8434579439252337,0.8815628815628815,0.8049026751860122
g384_ov128,256,384,0.3333,10,0.2,7,385,0.9324675324675324,0.8387850467289719,0.8831488314883149,0.8049026751860122
g384_ov128,256,384,0.3333,10,0.2,8,376,0.9468085106382979,0.8317757009345794,0.8855721393034826,0.8021524366928652
g384_ov128,256,384,0.3333,10,0.2,9,370,0.9513513513513514,0.822429906542056,0.8822055137844611,0.7984307358455344
g384_ov128,256,384,0.3333,10,0.2,10,352,0.9602272727272727,0.7897196261682243,0.8666666666666667,0.7910090774304381
g384_ov128,256,384,0.3333,10,0.3,1,491,0.7128309572301426,0.8177570093457944,0.7616974972796519,0.803987935394555
g384_ov128,256,384,0.3333,10,0.3,2,411,0.8491484184914841,0.8154205607476636,0.831942789034565,0.7974044723914159
g384_ov128,256,384,0.3333,10,0.3,3,389,0.8946015424164524,0.8130841121495327,0.8518971848225214,0.7995224461393294
g384_ov128,256,384,0.3333,10,0.3,4,377,0.9204244031830239,0.8107476635514018,0.862111801242236,0.7995224461393294
g384_ov128,256,384,0.3333,10,0.3,5,370,0.9351351351351351,0.8084112149532711,0.8671679197994988,0.7995224461393294
g384_ov128,256,384,0.3333,10,0.3,6,364,0.945054945054945,0.8037383177570093,0.8686868686868686,0.7995224461393294
g384_ov128,256,384,0.3333,10,0.3,7,360,0.95,0.7990654205607477,0.8680203045685279,0.7995224461393294
g384_ov128,256,384,0.3333,10,0.3,8,352,0.9630681818181818,0.7920560747663551,0.8692307692307691,0.7970138542843656
g384_ov128,256,384,0.3333,10,0.3,9,346,0.9682080924855492,0.7827102803738317,0.8656330749354004,0.7933539998307141
g384_ov128,256,384,0.3333,10,0.3,10,332,0.9759036144578314,0.7570093457943925,0.8526315789473685,0.7860546779732189
g384_ov128,256,384,0.3333,10,0.4,1,489,0.7137014314928425,0.8154205607476636,0.7611777535441656,0.803987935394555
g384_ov128,256,384,0.3333,10,0.4,2,410,0.848780487804878,0.8130841121495327,0.8305489260143198,0.7974044723914159
g384_ov128,256,384,0.3333,10,0.4,3,388,0.8943298969072165,0.8107476635514018,0.8504901960784313,0.7995224461393294
g384_ov128,256,384,0.3333,10,0.4,4,376,0.9202127659574468,0.8084112149532711,0.8606965174129355,0.7995224461393294
g384_ov128,256,384,0.3333,10,0.4,5,369,0.9349593495934959,0.8060747663551402,0.8657465495608533,0.7995224461393294
g384_ov128,256,384,0.3333,10,0.4,6,363,0.9449035812672176,0.8014018691588785,0.8672566371681416,0.7995224461393294
