family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
FOURTH-N10,0.7,3,7209,4659,2550,359,0.7620839126523269,0.6543349351294031,2674,4446,566,855
FOURTH-N10,0.7,4,6698,4639,2059,379,0.7919085011949472,0.6633102374022578,2663,4494,518,866
FOURTH-N10,0.7,5,6369,4620,1749,398,0.8114516553965049,0.6672670471783005,2654,4519,493,875
FOURTH-N10,0.7,6,6071,4591,1480,427,0.8280277752727929,0.6680881507858892,2637,4539,473,892
FOURTH-N10,0.7,7,5822,4543,1279,475,0.8381918819188192,0.6679904758333249,2617,4558,454,912
FOURTH-N10,0.7,8,5618,4506,1112,512,0.847311019180143,0.6714771460584406,2601,4587,425,928
FOURTH-N10,0.7,9,5354,4426,928,592,0.8534516004627845,0.6707932895634098,2565,4618,394,964
FOURTH-N10,0.7,10,4981,4252,729,766,0.8504850485048504,0.6687869705017635,2498,4671,341,1031
FOURTH-N10,0.75,1,10146,4738,5408,280,0.6249010815088367,0.6264736052842482,2732,4265,747,797
FOURTH-N10,0.75,2,8035,4695,3340,323,0.719374856354861,0.6444951994777776,2694,4384,628,835
FOURTH-N10,0.75,3,7204,4658,2546,360,0.762232040582556,0.6548185408852586,2674,4448,564,855
FOURTH-N10,0.75,4,6695,4638,2057,380,0.7919405788440196,0.6635558743779688,2663,4495,517,866
FOURTH-N10,0.75,5,6367,4619,1748,399,0.8114185331576635,0.6672670471783005,2654,4519,493,875
FOURTH-N10,0.75,6,6069,4590,1479,428,0.82799675295391,0.6680881507858892,2637,4539,473,892
FOURTH-N10,0.75,7,5821,4542,1279,476,0.8380846941599779,0.6679904758333249,2617,4558,454,912
FOURTH-N10,0.75,8,5617,4505,1112,513,0.847202632816173,0.6714771460584406,2601,4587,425,928
FOURTH-N10,0.75,9,5353,4425,928,593,0.8533410471507087,0.6707932895634098,2565,4618,394,964
FOURTH-N10,0.75,10,4981,4252,729,766,0.8504850485048504,0.6687869705017635,2498,4671,341,1031
FOURTH-N10,0.8,1,10105,4738,5367,280,0.6265952522647623,0.629646472858104,2731,4280,732,798
FOURTH-N10,0.8,2,8009,4695,3314,323,0.7208106240884318,0.6466157289279708,2693,4394,618,836
FOURTH-N10,0.8,3,7183,4658,2525,360,0.7635439718055897,0.6560230568294474,2673,4454,558,856
FOURTH-N10,0.8,4,6676,4638,2038,380,0.793227296049256,0.6647853025268957,2662,4501,511,867
FOURTH-N10,0.8,5,6352,4619,1733,399,0.8124890061565523,0.668262259439313,2653,4524,488,876
FOURTH-N10,0.8,6,6055,4590,1465,428,0.8290436196152804,0.6690956479399798,2636,4544,468,893
FOURTH-N10,0.8,7,5809,4542,1267,476,0.8390135771681907,0.6685051917238347,2616,4561,451,913
FOURTH-N10,0.8,8,5605,4505,1100,513,0.8481596535818506,0.6720024443380664,2600,4590,422,929
FOURTH-N10,0.8,9,5342,4425,917,593,0.8542471042471043,0.6713330420259608,2564,4621,391,965
FOURTH-N10,0.8,10,4972,4252,720,766,0.8512512512512512,0.6693535775778251,2497,4674,338,1032
FOURTH-N10,0.85,1,10099,4738,5361,280,0.626843950519283,0.6301046159561138,2731,4282,730,798
FOURTH-N10,0.85,2,8004,4695,3309,323,0.7210873905698049,0.6470908098170277,2693,4396,616,836
FOURTH-N10,0.85,3,7179,4658,2521,360,0.7637943756661474,0.6565078598145869,2673,4456,556,856
FOURTH-N10,0.85,4,6672,4638,2034,380,0.7934987168520103,0.6652777595247139,2662,4503,509,867
FOURTH-N10,0.85,5,6349,4619,1730,399,0.8127034397818247,0.6687589050696722,2653,4526,486,876
FOURTH-N10,0.85,6,6052,4590,1462,428,0.8292682926829269,0.6695968154182005,2636,4546,466,893
FOURTH-N10,0.85,7,5806,4542,1264,476,0.8392461197339245,0.6690107763541716,2616,4563,449,913
FOURTH-N10,0.85,8,5602,4505,1097,513,0.8483992467043314,0.6725141523609304,2600,4592,420,929
FOURTH-N10,0.85,9,5339,4425,914,593,0.8544945447523414,0.6718532865658984,2564,4623,389,965
FOURTH-N10,0.85,10,4969,4252,717,766,0.8515069590467608,0.6698898238042135,2497,4676,336,1032
FOURTH-N10,0.88,1,9778,4731,5047,287,0.6394971613949716,0.649737667674871,2713,4386,626,816
FOURTH-N10,0.88,2,7786,4687,3099,331,0.732114964073727,0.662841370403091,2675,4480,532,854
FOURTH-N10,0.88,3,7005,4651,2354,367,0.7736837727688597,0.671217247770318,2660,4529,483,869
FOURTH-N10,0.88,4,6526,4631,1895,387,0.8023215523215522,0.678018456773535,2651,4565,447,878
FOURTH-N10,0.88,5,6218,4612,1606,406,0.8209327162691349,0.6801357994773718,2641,4583,429,888
FOURTH-N10,0.88,6,5939,4584,1355,434,0.8367253810349548,0.6813170372124954,2628,4600,412,901
FOURTH-N10,0.88,7,5696,4536,1160,482,0.8467425798021281,0.6803458631778615,2608,4615,397,921
FOURTH-N10,0.88,8,5505,4499,1006,519,0.8550793499952486,0.6827219628243236,2592,4639,373,937
FOURTH-N10,0.88,9,5250,4419,831,599,0.8607323724191664,0.6817241756491725,2557,4667,345,972
FOURTH-N10,0.88,10,4900,4248,652,770,0.8566243194192378,0.6777277914871721,2489,4712,300,1040
FOURTH-N10,0.9,1,9658,4729,4929,289,0.6444535295720905,0.6594450204746238,2710,4430,582,819
FOURTH-N10,0.9,2,7697,4686,3011,332,0.7370821863940228,0.6726669305712528,2673,4522,490,856
FOURTH-N10,0.9,3,6932,4650,2282,368,0.7782426778242678,0.6799714055432464,2658,4566,446,871
FOURTH-N10,0.9,4,6461,4630,1831,388,0.8066904782646572,0.6863991208752942,2648,4601,411,881
FOURTH-N10,0.9,5,6157,4611,1546,407,0.8252348993288592,0.6883313535462672,2638,4618,394,891
FOURTH-N10,0.9,6,5881,4583,1298,435,0.8409945866593266,0.6890686269557207,2625,4633,379,904
FOURTH-N10,0.9,7,5646,4535,1111,483,0.8505251312828207,0.6878907531595682,2606,4646,366,923
FOURTH-N10,0.9,8,5458,4498,960,520,0.8587247040855288,0.6900690874517309,2591,4668,344,938
FOURTH-N10,0.9,9,5207,4418,789,600,0.864156479217604,0.6886611362954066,2556,4694,318,973
FOURTH-N10,0.9,10,4864,4247,617,771,0.8595426027120016,0.683503904604574,2488,4734,278,1041
FOURTH-N10,0.92,1,9638,4729,4909,289,0.6453329694323144,0.6606323531609933,2709,4436,576,820
FOURTH-N10,0.92,2,7684,4686,2998,332,0.7378365611714691,0.6734090049915966,2673,4525,487,856
FOURTH-N10,0.92,3,6921,4650,2271,368,0.7789597118686657,0.6807255319538289,2658,4569,443,871
FOURTH-N10,0.92,4,6451,4629,1822,389,0.8072194611561601,0.6869216912883281,2647,4604,408,882
FOURTH-N10,0.92,5,6148,4611,1537,407,0.8259000537345513,0.6891007837805456,2638,4621,391,891
FOURTH-N10,0.92,6,5872,4583,1289,435,0.8416896235078053,0.6898436525800996,2625,4636,376,904
FOURTH-N10,0.92,7,5637,4535,1102,483,0.8512435476302206,0.6886718160031937,2606,4649,363,923
FOURTH-N10,0.92,8,5450,4498,952,520,0.8593809705769965,0.6908581216452694,2591,4671,341,938
FOURTH-N10,0.92,9,5200,4418,782,600,0.8647484830690938,0.6894624661378195,2556,4697,315,973
FOURTH-N10,0.92,10,4858,4247,611,771,0.860064803564196,0.684327341069154,2488,4737,275,1041
FOURTH-N10,0.95,1,9529,4727,4802,291,0.6498934488210627,0.6678237488240515,2704,4471,541,825
FOURTH-N10,0.95,2,7612,4681,2931,337,0.7412509897070468,0.6791487908254605,2668,4553,459,861
FOURTH-N10,0.95,3,6858,4644,2214,374,0.7820815089255642,0.6861066575109976,2651,4597,415,878
FOURTH-N10,0.95,4,6397,4623,1774,395,0.8099868593955323,0.6921508984240249,2640,4631,381,889
FOURTH-N10,0.95,5,6097,4605,1492,413,0.8286099865047234,0.6943857878090176,2631,4648,364,898
FOURTH-N10,0.95,6,5824,4577,1247,441,0.8443091680501753,0.6951855734691323,2618,4663,349,911
FOURTH-N10,0.95,7,5593,4529,1064,489,0.8536424465177647,0.6940744031152363,2599,4676,336,930
FOURTH-N10,0.95,8,5412,4495,917,523,0.8619367209971236,0.6957809489717905,2585,4695,317,944
FOURTH-N10,0.95,9,5166,4416,750,602,0.8672427336999214,0.694424849916996,2552,4719,293,977
FOURTH-N10,0.95,10,4828,4245,583,773,0.862279098110908,0.6886331452704837,2484,4756,256,1045
FOURTH-N10,0.96,1,7733,4479,3254,539,0.7025331346561053,0.7567219879939981,2549,4943,69,980
FOURTH-N10,0.96,2,6310,4428,1882,590,0.7817796610169491,0.7528846578182828,2517,4954,58,1012
FOURTH-N10,0.96,3,5759,4395,1364,623,0.8156258699081378,0.7510006286288969,2499,4961,51,1030
FOURTH-N10,0.96,4,5430,4377,1053,641,0.8378637059724349,0.7506585371615778,2492,4965,47,1037
FOURTH-N10,0.96,5,5200,4361,839,657,0.8535917009199452,0.7489230593918244,2480,4968,44,1049
FOURTH-N10,0.96,6,4988,4333,655,685,0.8660803517889266,0.747331228473269,2470,4970,42,1059
FOURTH-N10,0.96,7,4807,4293,514,725,0.8738931297709923,0.7441245715364189,2454,4971,41,1075
FOURTH-N10,0.96,8,4674,4261,413,757,0.8792818819645069,0.7414462680762106,2439,4973,39,1090
FOURTH-N10,0.96,9,4495,4192,303,826,0.8813202985388416,0.7359313551399321,2411,4975,37,1118
FOURTH-N10,0.96,10,4249,4046,203,972,0.8732059997841805,0.7268739979126972,2361,4981,31,1168
FOURTH-N10,0.98,1,7727,4475,3252,543,0.7022361710474696,0.756278017253117,2547,4943,69,982
FOURTH-N10,0.98,2,6304,4424,1880,594,0.7814873697226639,0.7524427568610703,2515,4954,58,1014
FOURTH-N10,0.98,3,5754,4391,1363,627,0.8152617898254734,0.7505599984044783,2497,4961,51,1032
FOURTH-N10,0.98,4,5426,4374,1052,644,0.837610111068556,0.7502185754124494,2490,4965,47,1039
FOURTH-N10,0.98,5,5196,4358,838,660,0.8533385549246133,0.7484837189733655,2478,4968,44,1051
FOURTH-N10,0.98,6,4984,4330,654,688,0.8658268346330735,0.7468923344313517,2468,4970,42,1061
FOURTH-N10,0.98,7,4804,4290,514,728,0.8735491753207086,0.7436860789864589,2452,4971,41,1077
FOURTH-N10,0.98,8,4671,4258,413,760,0.8789348746000618,0.7410082893253486,2437,4973,39,1092
FOURTH-N10,0.98,9,4492,4189,303,829,0.8809674027339642,0.7354940646674165,2409,4975,37,1120
FOURTH-N10,0.98,10,4246,4043,203,975,0.8728411053540588,0.7264381964978324,2359,4981,31,1170
FOURTH-N10,0.99,1,2052,1468,584,3550,0.41527581329561536,0.465610700490522,1135,5010,2,2394
FOURTH-N10,0.99,2,1694,1371,323,3647,0.40852205005959485,0.44859747176492454,1062,5011,1,2467
FOURTH-N10,0.99,3,1558,1321,237,3697,0.40176399026763987,0.4415607098582001,1033,5011,1,2496
FOURTH-N10,0.99,4,1472,1288,184,3730,0.39691833590138675,0.43397389137289866,1002,5011,1,2527
FOURTH-N10,0.99,5,1420,1264,156,3754,0.392668530599565,0.43003054698446974,986,5011,1,2543
FOURTH-N10,0.99,6,1373,1248,125,3770,0.39054920982631824,0.4268121819562505,973,5011,1,2556
FOURTH-N10,0.99,7,1328,1229,99,3789,0.3873306019539868,0.42382959823398936,961,5011,1,2568
