family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
FOURTH-N10,0.0,1,57482,4796,52686,222,0.153472,0.061372238760886634,3308,486,4526,221
FOURTH-N10,0.0,2,34869,4752,30117,266,0.23827312156843083,0.07174727019470935,3282,565,4447,247
FOURTH-N10,0.0,3,28698,4716,23982,302,0.27974848736504926,0.08094676402820578,3266,625,4387,263
FOURTH-N10,0.0,4,25090,4694,20396,324,0.31181081440148795,0.08914932346945771,3254,676,4336,275
FOURTH-N10,0.0,5,22596,4672,17924,346,0.3383790830738031,0.09623501090287134,3232,742,4270,297
FOURTH-N10,0.0,6,20522,4641,15881,377,0.3634299138606108,0.10061589189281082,3199,818,4194,330
FOURTH-N10,0.0,7,18709,4589,14120,429,0.38681670670544105,0.10646028635933494,3165,902,4110,364
FOURTH-N10,0.0,8,17150,4549,12601,469,0.41041140382533386,0.12119399533954277,3136,1016,3996,393
FOURTH-N10,0.0,9,15452,4467,10985,551,0.4364435759648265,0.1427876743046905,3099,1179,3833,430
FOURTH-N10,0.0,10,13196,4287,8909,731,0.47073679587130773,0.17220284466371166,3014,1472,3540,515
FOURTH-N10,0.01,1,39789,4793,34996,225,0.21393978619412143,0.10249851931315496,3259,717,4295,270
FOURTH-N10,0.01,2,27389,4749,22640,269,0.2930848273521153,0.1189047632984241,3214,865,4147,315
FOURTH-N10,0.01,3,22977,4711,18266,307,0.33656010001786035,0.133170495097052,3192,966,4046,337
FOURTH-N10,0.01,4,20357,4689,15668,329,0.369576354679803,0.14430338766593587,3178,1041,3971,351
FOURTH-N10,0.01,5,18547,4666,13881,352,0.3960110333121154,0.15483616233559847,3157,1128,3884,372
FOURTH-N10,0.01,6,16987,4635,12352,383,0.42126789366053174,0.16555376955694442,3134,1221,3791,395
FOURTH-N10,0.01,7,15589,4583,11006,435,0.44480031057407676,0.17550764428483573,3100,1332,3680,429
FOURTH-N10,0.01,8,14388,4544,9844,474,0.4683087704833557,0.1897291941365597,3073,1452,3560,456
FOURTH-N10,0.01,9,13062,4462,8600,556,0.49358407079646016,0.20858775341238553,3032,1623,3389,497
FOURTH-N10,0.01,10,11278,4282,6996,736,0.5255277368679431,0.23106006648426194,2940,1906,3106,589
FOURTH-N10,0.02,1,23838,4775,19063,243,0.33095370113667866,0.23555254545615548,3132,1574,3438,397
FOURTH-N10,0.02,2,17620,4734,12886,284,0.41823482639809173,0.2575041582598637,3075,1800,3212,454
FOURTH-N10,0.02,3,15220,4697,10523,321,0.46417630200612714,0.2758278013015035,3056,1935,3077,473
FOURTH-N10,0.02,4,13727,4675,9052,343,0.4987996799146439,0.28660647751547874,3034,2035,2977,495
FOURTH-N10,0.02,5,12698,4654,8044,364,0.525400767667645,0.29633072876497457,3012,2129,2883,517
FOURTH-N10,0.02,6,11785,4624,7161,394,0.5503779087067785,0.3087943555941755,2986,2245,2767,543
FOURTH-N10,0.02,7,10984,4573,6411,445,0.5715535558055244,0.3139219695948371,2952,2334,2678,577
FOURTH-N10,0.02,8,10313,4535,5778,483,0.5916117670080229,0.3272287107052153,2926,2453,2559,603
FOURTH-N10,0.02,9,9553,4453,5100,565,0.6112140553153524,0.34239362554952835,2889,2600,2412,640
FOURTH-N10,0.02,10,8480,4273,4207,745,0.6331308341976589,0.357630337981847,2800,2830,2182,729
FOURTH-N10,0.05,1,22712,4772,17940,246,0.3441759826902272,0.2538994829988372,3115,1704,3308,414
FOURTH-N10,0.05,2,16868,4731,12137,287,0.4323311706113497,0.2765397488695235,3057,1937,3075,472
FOURTH-N10,0.05,3,14592,4694,9898,324,0.4787353391126976,0.2959860469810707,3037,2081,2931,492
FOURTH-N10,0.05,4,13192,4672,8520,346,0.5131246567819879,0.3062939147124519,3018,2173,2839,511
FOURTH-N10,0.05,5,12219,4652,7567,366,0.5397691013517433,0.3159960569527994,2997,2265,2747,532
FOURTH-N10,0.05,6,11349,4622,6727,396,0.5647950143581597,0.32918343331808136,2972,2383,2629,557
FOURTH-N10,0.05,7,10585,4571,6014,447,0.5859129654553612,0.3360735734552099,2938,2481,2531,591
FOURTH-N10,0.05,8,9960,4534,5426,484,0.6054212845506742,0.3494955228700646,2912,2600,2412,617
FOURTH-N10,0.05,9,9234,4452,4782,566,0.62475442043222,0.36446945349979837,2876,2743,2269,653
FOURTH-N10,0.05,10,8222,4273,3949,745,0.6454682779456193,0.37852183452648946,2784,2968,2044,745
FOURTH-N10,0.08,1,11369,4749,6620,269,0.5796057850735339,0.5690548346857826,2782,3943,1069,747
FOURTH-N10,0.08,2,8836,4707,4129,311,0.6795149415331312,0.5931536091277239,2744,4102,910,785
FOURTH-N10,0.08,3,7869,4670,3199,348,0.7247613874447117,0.60391059484635,2725,4173,839,804
FOURTH-N10,0.08,4,7267,4649,2618,369,0.7568579568579569,0.6138398430036843,2712,4232,780,817
FOURTH-N10,0.08,5,6867,4629,2238,389,0.7789650820361801,0.6188796832409955,2696,4272,740,833
FOURTH-N10,0.08,6,6530,4600,1930,418,0.7966747488742639,0.6212080496319573,2677,4303,709,852
FOURTH-N10,0.08,7,6240,4550,1690,468,0.8083140877598152,0.6223283194864435,2650,4337,675,879
FOURTH-N10,0.08,8,5998,4513,1485,505,0.8193536673928831,0.6287179554816317,2632,4383,629,897
FOURTH-N10,0.08,9,5687,4432,1255,586,0.8280242877160207,0.631075757250206,2593,4433,579,936
FOURTH-N10,0.08,10,5266,4258,1008,760,0.8280824581874756,0.6342092564330163,2524,4514,498,1005
FOURTH-N10,0.1,1,11367,4749,6618,269,0.5796765334147086,0.5692655181445994,2782,3944,1068,747
FOURTH-N10,0.1,2,8834,4707,4127,311,0.6796130522668207,0.5933726823047127,2744,4103,909,785
FOURTH-N10,0.1,3,7868,4670,3198,348,0.7248176315381034,0.60391059484635,2725,4173,839,804
FOURTH-N10,0.1,4,7266,4649,2617,369,0.7569195701725822,0.6138398430036843,2712,4232,780,817
FOURTH-N10,0.1,5,6867,4629,2238,389,0.7789650820361801,0.6188796832409955,2696,4272,740,833
FOURTH-N10,0.1,6,6530,4600,1930,418,0.7966747488742639,0.6212080496319573,2677,4303,709,852
FOURTH-N10,0.1,7,6240,4550,1690,468,0.8083140877598152,0.6223283194864435,2650,4337,675,879
FOURTH-N10,0.1,8,5998,4513,1485,505,0.8193536673928831,0.6287179554816317,2632,4383,629,897
FOURTH-N10,0.1,9,5687,4432,1255,586,0.8280242877160207,0.631075757250206,2593,4433,579,936
FOURTH-N10,0.1,10,5266,4258,1008,760,0.8280824581874756,0.6342092564330163,2524,4514,498,1005
FOURTH-N10,0.15,1,10930,4745,6185,273,0.5950589415600702,0.5934809580436121,2771,4071,941,758
FOURTH-N10,0.15,2,8543,4703,3840,315,0.6936066661750608,0.6124990104644275,2727,4209,803,802
FOURTH-N10,0.15,3,7637,4667,2970,351,0.7375740813907546,0.6224007004954937,2708,4274,738,821
FOURTH-N10,0.15,4,7063,4647,2416,371,0.7693071765582319,0.6318416819201068,2696,4328,684,833
FOURTH-N10,0.15,5,6685,4627,2058,391,0.7907374177561309,0.6372402623371944,2683,4365,647,846
FOURTH-N10,0.15,6,6363,4598,1765,420,0.8080133555926544,0.6381501003047292,2663,4390,622,866
FOURTH-N10,0.15,7,6086,4549,1537,469,0.8193443804034581,0.638854929508946,2637,4420,592,892
FOURTH-N10,0.15,8,5865,4512,1353,506,0.8291831296517505,0.6431392081499764,2620,4455,557,909
FOURTH-N10,0.15,9,5575,4431,1144,587,0.8365902010761822,0.6448830512242355,2584,4498,514,945
FOURTH-N10,0.15,10,5174,4257,917,761,0.8353610675039246,0.6457770237235365,2517,4566,446,1012
FOURTH-N10,0.2,1,10429,4741,5688,277,0.6138408752508577,0.611849373624837,2741,4190,822,788
FOURTH-N10,0.2,2,8224,4700,3524,318,0.7098625585259024,0.6289455524188551,2702,4309,703,827
FOURTH-N10,0.2,3,7365,4664,2701,354,0.7532908019058385,0.6391154347869017,2682,4374,638,847
FOURTH-N10,0.2,4,6832,4644,2188,374,0.7837974683544303,0.6490073453699893,2671,4427,585,858
FOURTH-N10,0.2,5,6489,4624,1865,394,0.8036847136525593,0.653776951880066,2661,4457,555,868
FOURTH-N10,0.2,6,6183,4595,1588,423,0.8204624587090439,0.654944815416903,2643,4480,532,886
FOURTH-N10,0.2,7,5921,4547,1374,471,0.8313374165828686,0.6552089560941868,2620,4504,508,909
FOURTH-N10,0.2,8,5712,4510,1202,508,0.8406337371854613,0.6597795991950269,2605,4537,475,924
FOURTH-N10,0.2,9,5439,4429,1010,589,0.8470880749737018,0.6599037184107228,2569,4572,440,960
FOURTH-N10,0.2,10,5053,4255,798,763,0.8450004964750273,0.6593730676124838,2502,4632,380,1027
FOURTH-N10,0.25,1,10365,4740,5625,278,0.6162647077943184,0.6151432300458896,2739,4207,805,790
FOURTH-N10,0.25,2,8188,4699,3489,319,0.7116462214145086,0.6319431149295048,2701,4323,689,828
FOURTH-N10,0.25,3,7337,4663,2674,355,0.7548360987454472,0.641945931651204,2681,4387,625,848
FOURTH-N10,0.25,4,6806,4643,2163,375,0.7853518267929634,0.6518917073296074,2670,4440,572,859
FOURTH-N10,0.25,5,6466,4623,1843,395,0.8051201671891327,0.6562072549091325,2660,4468,544,869
FOURTH-N10,0.25,6,6161,4594,1567,424,0.8218982019858664,0.6574025543884717,2642,4491,521,887
FOURTH-N10,0.25,7,5901,4546,1355,472,0.832676985071893,0.6574490918002003,2619,4514,498,910
FOURTH-N10,0.25,8,5693,4509,1184,509,0.8419381943796097,0.6618009841304076,2604,4546,466,925
FOURTH-N10,0.25,9,5421,4428,993,590,0.848357122329725,0.6619664900951794,2568,4581,431,961
FOURTH-N10,0.25,10,5038,4254,784,764,0.8460620525059666,0.6609840694404816,2501,4639,373,1028
FOURTH-N10,0.3,1,10295,4740,5555,278,0.6190818258995625,0.6189065203345412,2737,4226,786,792
FOURTH-N10,0.3,2,8135,4699,3436,319,0.7145137991332776,0.636535330497241,2697,4347,665,832
FOURTH-N10,0.3,3,7294,4663,2631,355,0.7574723846653671,0.6466760240232633,2678,4410,602,851
FOURTH-N10,0.3,4,6772,4643,2129,375,0.7876166242578456,0.656235172820906,2667,4461,551,862
FOURTH-N10,0.3,5,6436,4623,1813,395,0.8072289156626505,0.6601138946861936,2657,4487,525,872
FOURTH-N10,0.3,6,6132,4594,1538,424,0.8240358744394619,0.6611109262983917,2639,4509,503,890
FOURTH-N10,0.3,7,5877,4546,1331,472,0.8345112436897659,0.6611974807878689,2618,4530,482,911
FOURTH-N10,0.3,8,5669,4509,1160,509,0.843828951062038,0.6656011352334444,2603,4562,450,926
FOURTH-N10,0.3,9,5399,4428,971,590,0.8501487952385522,0.665324152462654,2567,4595,417,962
FOURTH-N10,0.3,10,5017,4254,763,764,0.8478325859491778,0.6641935410478138,2500,4652,360,1029
FOURTH-N10,0.35,1,10292,4740,5552,278,0.6192031352057479,0.6191322888552008,2737,4227,785,792
FOURTH-N10,0.35,2,8134,4699,3435,319,0.7145681265206812,0.6367696682610573,2697,4348,664,832
FOURTH-N10,0.35,3,7293,4663,2630,355,0.7575339127609454,0.6469151758062519,2678,4411,601,851
FOURTH-N10,0.35,4,6771,4643,2128,375,0.78768343370939,0.6564782743686816,2667,4462,550,862
FOURTH-N10,0.35,5,6435,4623,1812,395,0.8072993975377631,0.6603592702011335,2657,4488,524,872
FOURTH-N10,0.35,6,6131,4594,1537,424,0.8241097856309982,0.6613586764637264,2639,4510,502,890
FOURTH-N10,0.35,7,5876,4546,1330,472,0.8345878465210208,0.6614477183748447,2618,4531,481,911
FOURTH-N10,0.35,8,5668,4509,1159,509,0.8439079169006177,0.665854539597926,2603,4563,449,926
FOURTH-N10,0.35,9,5399,4428,971,590,0.8501487952385522,0.665324152462654,2567,4595,417,962
FOURTH-N10,0.35,10,5017,4254,763,764,0.8478325859491778,0.6641935410478138,2500,4652,360,1029
FOURTH-N10,0.4,1,10244,4740,5504,278,0.6211505700432447,0.6209097856378973,2736,4236,776,793
FOURTH-N10,0.4,2,8104,4698,3406,320,0.7160493827160495,0.6379248965775958,2696,4354,658,833
FOURTH-N10,0.4,3,7268,4662,2606,356,0.7589125834282924,0.6481020110364689,2677,4417,595,852
FOURTH-N10,0.4,4,6749,4642,2107,376,0.7889861477011982,0.6576910381137883,2666,4468,544,863
FOURTH-N10,0.4,5,6415,4622,1793,396,0.8085366920318376,0.6618328200939114,2656,4495,517,873
FOURTH-N10,0.4,6,6112,4593,1519,425,0.8253369272237197,0.6626016857051367,2638,4516,496,891
FOURTH-N10,0.4,7,5859,4545,1314,473,0.8357083754711778,0.6627067814260778,2617,4537,475,912
FOURTH-N10,0.4,8,5652,4508,1144,510,0.8449859418931585,0.6668917278453524,2601,4569,443,928
FOURTH-N10,0.4,9,5385,4427,958,591,0.8511006440449871,0.6661320034738879,2565,4600,412,964
FOURTH-N10,0.4,10,5007,4253,754,765,0.8484788029925187,0.6645157674911065,2498,4655,357,1031
FOURTH-N10,0.45,1,10207,4739,5468,279,0.6225287356321839,0.62340280512731,2736,4247,765,793
FOURTH-N10,0.45,2,8079,4697,3382,321,0.7172634954569748,0.6404952214654095,2695,4366,646,834
FOURTH-N10,0.45,3,7246,4661,2585,357,0.7601108936725375,0.6507334274659244,2676,4429,583,853
FOURTH-N10,0.45,4,6729,4641,2088,377,0.7901591895803183,0.6601281195585098,2665,4479,533,864
FOURTH-N10,0.45,5,6396,4621,1775,397,0.8097073769055547,0.6642972306064199,2655,4506,506,874
FOURTH-N10,0.45,6,6097,4592,1505,426,0.8262708052181736,0.6650882742781618,2638,4526,486,891
FOURTH-N10,0.45,7,5845,4544,1301,474,0.8366013071895424,0.6649669883012524,2617,4546,466,912
FOURTH-N10,0.45,8,5639,4507,1132,511,0.8458290325607583,0.6689264376339877,2601,4577,435,928
FOURTH-N10,0.45,9,5373,4426,947,592,0.8518910595707824,0.6682002735862224,2565,4608,404,964
FOURTH-N10,0.45,10,4998,4252,746,766,0.8490415335463259,0.6661146760480918,2498,4661,351,1031
FOURTH-N10,0.55,1,10173,4738,5435,280,0.623790402211836,0.6244515386045929,2733,4255,757,796
FOURTH-N10,0.55,2,8054,4696,3358,322,0.7184822521419828,0.642839307535234,2694,4377,635,835
FOURTH-N10,0.55,3,7222,4659,2563,359,0.7612745098039216,0.653134328333844,2675,4440,572,854
FOURTH-N10,0.55,4,6709,4639,2070,379,0.7911656860237061,0.6623295860814379,2664,4489,523,865
FOURTH-N10,0.55,5,6380,4620,1760,398,0.8106685383400598,0.666274144785102,2655,4514,498,874
FOURTH-N10,0.55,6,6081,4591,1490,427,0.8272817370934319,0.6673327084223369,2638,4535,477,891
FOURTH-N10,0.55,7,5829,4543,1286,475,0.8376509634000184,0.6672335395218035,2617,4555,457,912
FOURTH-N10,0.55,8,5625,4506,1119,512,0.8467537348491967,0.6707110753103018,2601,4584,428,928
FOURTH-N10,0.55,9,5361,4426,935,592,0.8528759996146065,0.6700144846286568,2565,4615,397,964
FOURTH-N10,0.55,10,4988,4252,736,766,0.8498900659604239,0.667984300562068,2498,4668,344,1031
FOURTH-N10,0.65,1,10169,4738,5431,280,0.6239546980970566,0.6246790721236519,2733,4256,756,796
FOURTH-N10,0.65,2,8051,4696,3355,322,0.7186471803504476,0.6430756692770503,2694,4378,634,835
FOURTH-N10,0.65,3,7219,4659,2560,359,0.7614611424368718,0.6533756407603983,2675,4441,571,854
FOURTH-N10,0.65,4,6706,4639,2067,379,0.7913681337427498,0.6625748173175724,2664,4490,522,865
FOURTH-N10,0.65,5,6377,4620,1757,398,0.8108819657744625,0.6665215942591481,2655,4515,497,874
FOURTH-N10,0.65,6,6078,4591,1487,427,0.8275054073540015,0.6675824727637002,2638,4536,476,891
FOURTH-N10,0.65,7,5826,4543,1283,475,0.8378827001106604,0.6674857725296403,2617,4556,456,912
FOURTH-N10,0.65,8,5622,4506,1116,512,0.8469924812030074,0.6709663502828199,2601,4585,427,928
FOURTH-N10,0.65,9,5358,4426,932,592,0.8531225905936777,0.6702740003246311,2565,4616,396,964
FOURTH-N10,0.65,10,4985,4252,733,766,0.8501449565130462,0.6682517634752446,2498,4669,343,1031
FOURTH-N10,0.7,1,10152,4738,5414,280,0.6246539222148978,0.62601749733556,2732,4263,749,797
FOURTH-N10,0.7,2,8040,4696,3344,322,0.7192525654771021,0.6440217633443653,2694,4382,630,835
