family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
TM,0.0,3,12390,3979,8411,1039,0.45714613970588236,0.05078940233401302,3131,741,4271,398
TM,0.0,4,10170,3668,6502,1350,0.48301290492494076,0.10738386958186749,2876,1394,3618,653
TM,0.0,5,7824,3186,4638,1832,0.49618439495405703,0.16279995547695136,2517,2242,2770,1012
TM,0.05,3,9225,3960,5265,1058,0.5560626272554938,0.2512998911036929,2866,2143,2869,663
TM,0.05,4,7795,3653,4142,1365,0.5702021384531335,0.27061589116877105,2667,2575,2437,862
TM,0.05,5,6137,3172,2965,1846,0.5687135813536531,0.2892492580441727,2351,3145,1867,1178
TM,0.1,3,6376,3916,2460,1102,0.6873793224504124,0.42182170730767193,2566,3512,1500,963
TM,0.1,4,5557,3613,1944,1405,0.6833096926713949,0.4281023727853371,2405,3753,1259,1124
TM,0.1,5,4541,3138,1403,1880,0.6565540328486242,0.4277719611325564,2145,4059,953,1384
TM,0.15,3,4279,3766,513,1252,0.8101538130579756,0.6565369541626039,2273,4814,198,1256
TM,0.15,4,3865,3476,389,1542,0.7826184847461445,0.6397419247546148,2149,4852,160,1380
TM,0.15,5,3285,3026,259,1992,0.7288931711429604,0.6035856886034856,1930,4894,118,1599
TM,0.2,3,4156,3717,439,1301,0.8103335513407457,0.6620402681941738,2242,4856,156,1287
TM,0.2,4,3758,3430,328,1588,0.7816773017319963,0.6437515451160771,2117,4888,124,1412
TM,0.2,5,3210,2991,219,2027,0.7270296548371414,0.6075477974953923,1909,4920,92,1620
TM,0.25,3,3797,3485,312,1533,0.7906976744186046,0.6612380792896652,2134,4931,81,1395
TM,0.25,4,3443,3217,226,1801,0.7604302091951306,0.6398367202822465,2015,4946,66,1514
TM,0.25,5,2956,2808,148,2210,0.7042889390519188,0.6016401156599445,1819,4961,51,1710
TM,0.3,3,3796,3485,311,1533,0.7907873837077377,0.6615593228303651,2134,4932,80,1395
TM,0.3,4,3442,3217,225,1801,0.7605200945626477,0.6401698758786977,2015,4947,65,1514
TM,0.3,5,2955,2808,147,2210,0.7043772732973785,0.6019935683961883,1819,4962,50,1710
TM,0.35,3,3752,3451,301,1567,0.7870011402508552,0.658204374288704,2113,4936,76,1416
TM,0.35,4,3402,3185,217,1833,0.7565320665083136,0.6375357141097279,1997,4951,61,1532
TM,0.35,5,2920,2778,142,2240,0.6999244142101285,0.5992916649547284,1802,4965,47,1727
TM,0.4,3,3744,3444,300,1574,0.7861218899794568,0.657541165619553,2110,4936,76,1419
TM,0.4,4,3395,3179,216,1839,0.7557351717579935,0.6368740537993248,1994,4951,61,1535
TM,0.4,5,2914,2773,141,2245,0.6991931417044882,0.5986270643094603,1799,4965,47,1730
TM,0.5,3,3534,3286,248,1732,0.7684752104770814,0.6471286214444061,2036,4954,58,1493
TM,0.5,4,3203,3033,170,1985,0.7378664396058874,0.6261509063069933,1919,4968,44,1610
TM,0.5,5,2756,2649,107,2369,0.68150244404425,0.5892899392408685,1734,4979,33,1795
TM,0.65,3,3532,3284,248,1734,0.768187134502924,0.6471286214444061,2036,4954,58,1493
TM,0.65,4,3201,3031,170,1987,0.737559313785132,0.6261509063069933,1919,4968,44,1610
TM,0.65,5,2755,2648,107,2370,0.6813328187315065,0.5892899392408685,1734,4979,33,1795
TM,0.7,3,3523,3278,245,1740,0.7675916169066853,0.646914928239319,2032,4956,56,1497
TM,0.7,4,3194,3026,168,1992,0.7369702873843155,0.6261833571133152,1916,4970,42,1613
TM,0.7,5,2748,2643,105,2375,0.6806592840587175,0.5893589068870494,1731,4981,31,1798
TM,0.75,3,3510,3269,241,1749,0.7666510318949343,0.6457096980430688,2025,4957,55,1504
TM,0.75,4,3183,3017,166,2001,0.7357639312278991,0.6248655852172178,1910,4970,42,1619
TM,0.75,5,2740,2635,105,2383,0.6792987883475121,0.5880322948851848,1725,4981,31,1804
TM,0.8,3,3397,3176,221,1842,0.7548425430778372,0.6366429842364351,1973,4964,48,1556
TM,0.8,4,3077,2928,149,2090,0.7234095120444719,0.6151882764583828,1858,4975,37,1671
TM,0.8,5,2655,2562,93,2456,0.6677961683826404,0.5795517444561166,1680,4985,27,1849
TM,0.85,3,3385,3168,217,1850,0.7540164227061764,0.635665598144618,1967,4965,47,1562
TM,0.85,4,3065,2920,145,2098,0.7225040207843623,0.6142225693108556,1852,4976,36,1677
TM,0.85,5,2647,2556,91,2462,0.6669275929549903,0.579038927764693,1676,4986,26,1853
TM,0.9,3,2879,2697,182,2321,0.6830441939977207,0.5977032902252845,1777,4976,36,1752
TM,0.9,4,2580,2466,114,2552,0.6491181889971044,0.5746042498049506,1656,4986,26,1873
TM,0.9,5,2239,2169,70,2849,0.59776767259198,0.5419095937573688,1494,4995,17,2035
TM,0.95,3,2872,2691,181,2327,0.6821292775665401,0.5965990753261291,1772,4976,36,1757
TM,0.95,4,2574,2460,114,2558,0.6480505795574288,0.5737163262333953,1652,4986,26,1877
TM,0.95,5,2234,2164,70,2854,0.5968008825151683,0.5410098602865776,1490,4995,17,2039
TM,0.98,3,1923,1798,125,3220,0.5180809681602074,0.49242521455438737,1294,4986,26,2235
TM,0.98,4,1681,1606,75,3412,0.47947454844006565,0.4675793190256547,1172,4995,17,2357
TM,0.98,5,1450,1405,45,3613,0.43444650587507727,0.4384673466779978,1042,5000,12,2487
TM,1.0,3,1922,1797,125,3221,0.5178674351585014,0.49242521455438737,1294,4986,26,2235
TM,1.0,4,1680,1605,75,3413,0.479247536578083,0.4675793190256547,1172,4995,17,2357
TM,1.0,5,1449,1404,45,3614,0.43420442245245083,0.4384673466779978,1042,5000,12,2487
