family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
A-N1,0.0,1,18162,4374,13788,644,0.3773943054357205,0.12158656188900756,3183,933,4079,346
A-N1,0.05,1,13962,4360,9602,658,0.4594309799789251,0.22782686258546506,3039,1710,3302,490
A-N1,0.1,1,7761,4307,3454,711,0.6740746537287737,0.4607013919290252,2714,3502,1510,815
A-N1,0.15,1,5101,4148,953,870,0.8198438580887439,0.6934697171264965,2470,4785,227,1059
A-N1,0.2,1,4879,4071,808,947,0.8226735374355866,0.7006231644355948,2424,4847,165,1105
A-N1,0.3,1,4422,3828,594,1190,0.8110169491525423,0.7072882904922796,2317,4949,63,1212
A-N1,0.35,1,4394,3811,583,1207,0.8098172545686357,0.7059303737982076,2308,4951,61,1221
A-N1,0.4,1,4385,3805,580,1213,0.80931617568861,0.705582353058509,2305,4952,60,1224
A-N1,0.5,1,4225,3694,531,1324,0.7993075841177107,0.6990466967272264,2258,4964,48,1271
A-N1,0.6,1,4224,3693,531,1325,0.799177667171608,0.6990466967272264,2258,4964,48,1271
A-N1,0.65,1,4222,3692,530,1326,0.799134199134199,0.6993635792871378,2258,4965,47,1271
A-N1,0.7,1,4208,3683,525,1335,0.7983958378495557,0.6991235963639147,2254,4967,45,1275
A-N1,0.75,1,4195,3676,519,1342,0.7980028220992077,0.698905052742391,2253,4967,45,1276
A-N1,0.8,1,4093,3595,498,1423,0.7891559653166502,0.691242825354841,2215,4969,43,1314
A-N1,0.85,1,4092,3594,498,1424,0.7890230515916576,0.691242825354841,2215,4969,43,1314
A-N1,0.9,1,3743,3298,445,1720,0.7528820910854925,0.6683495025064388,2095,4979,33,1434
A-N1,0.95,1,3741,3296,445,1722,0.7525973284621531,0.6683495025064388,2095,4979,33,1434
A-N1,0.98,1,2620,2317,303,2701,0.6067033254778738,0.571139940819651,1625,4995,17,1904
A-N1,1.0,1,2618,2315,303,2703,0.606338397066527,0.571139940819651,1625,4995,17,1904
