family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
ARM1-N5,0.0,1,12715,4782,7933,236,0.5393334461174082,0.399850235298807,2941,2829,2183,588
ARM1-N5,0.0,2,8974,4724,4250,294,0.6752429959977131,0.4961673304361625,2827,3522,1490,702
ARM1-N5,0.0,3,7553,4672,2881,346,0.7432980669795561,0.5496765869491917,2776,3858,1154,753
ARM1-N5,0.0,4,6652,4603,2049,415,0.788860325621251,0.5865949139458762,2713,4109,903,816
ARM1-N5,0.0,5,5844,4461,1383,557,0.8213956914012153,0.6163511297609343,2615,4349,663,914
ARM1-N5,0.05,1,11365,4764,6601,254,0.5815784654825125,0.44754541945890974,2890,3172,1840,639
ARM1-N5,0.05,2,8357,4706,3651,312,0.7037009345794392,0.5303454705105076,2782,3756,1256,747
ARM1-N5,0.05,3,7150,4653,2497,365,0.764792899408284,0.5734551827775,2736,4021,991,793
ARM1-N5,0.05,4,6368,4584,1784,434,0.8051993676444757,0.6055753776078575,2678,4234,778,851
ARM1-N5,0.05,5,5655,4443,1212,575,0.8325681626534246,0.6305757622294835,2590,4434,578,939
ARM1-N5,0.1,1,8876,4689,4187,329,0.6749676119188138,0.5577434844831294,2768,3907,1105,761
ARM1-N5,0.1,2,7089,4630,2459,388,0.764846782852895,0.6054371543464498,2689,4221,791,840
ARM1-N5,0.1,3,6297,4578,1719,440,0.8091913389306231,0.6327994687170022,2654,4377,635,875
ARM1-N5,0.1,4,5753,4512,1241,506,0.8378052177142327,0.6562285926782091,2613,4515,497,916
ARM1-N5,0.1,5,5229,4381,848,637,0.8550795354737972,0.6654720134615378,2533,4627,385,996
ARM1-N5,0.15,1,6600,4489,2111,529,0.7727663969702186,0.7053698109152626,2594,4723,289,935
ARM1-N5,0.15,2,5654,4432,1222,586,0.8305847076461769,0.711687865997712,2550,4784,228,979
ARM1-N5,0.15,3,5226,4384,842,634,0.8559156579461148,0.7177407716420481,2518,4832,180,1011
ARM1-N5,0.15,4,4922,4319,603,699,0.8690140845070422,0.7200544709162996,2488,4864,148,1041
ARM1-N5,0.15,5,4616,4204,412,814,0.8727423707701889,0.7147131738316918,2432,4889,123,1097
ARM1-N5,0.2,1,6311,4399,1912,619,0.7765910495189335,0.7198691328628705,2553,4811,201,976
ARM1-N5,0.2,2,5420,4340,1080,678,0.8315769304464457,0.7233685949436319,2514,4855,157,1015
ARM1-N5,0.2,3,5033,4299,734,719,0.8554372699233908,0.7273644635807852,2487,4890,122,1042
ARM1-N5,0.2,4,4757,4236,521,782,0.866700767263427,0.7267351376904589,2458,4910,102,1071
ARM1-N5,0.2,5,4473,4123,350,895,0.8688230955642187,0.7196435384598678,2402,4928,84,1127
ARM1-N5,0.25,1,5689,4165,1524,853,0.7779957037452133,0.7277687406229912,2456,4915,97,1073
ARM1-N5,0.25,2,4937,4096,841,922,0.8229030637870417,0.7240332676921922,2415,4933,79,1114
ARM1-N5,0.25,3,4607,4051,556,967,0.8417662337662337,0.7237026381276095,2386,4953,59,1143
ARM1-N5,0.25,4,4370,3986,384,1032,0.8491691521090755,0.7197920249738247,2357,4961,51,1172
ARM1-N5,0.25,5,4131,3877,254,1141,0.8475243195977703,0.7122541192402669,2304,4974,38,1225
ARM1-N5,0.3,1,5688,4165,1523,853,0.7780683728750235,0.7280651774695236,2456,4916,96,1073
ARM1-N5,0.3,2,4936,4096,840,922,0.8229857343781395,0.7243346939111103,2415,4934,78,1114
ARM1-N5,0.3,3,4606,4051,555,967,0.8418536990856192,0.7240086923424717,2386,4954,58,1143
ARM1-N5,0.3,4,4369,3986,383,1032,0.8492596143602855,0.7201012218643013,2357,4962,50,1172
ARM1-N5,0.3,5,4131,3877,254,1141,0.8475243195977703,0.7122541192402669,2304,4974,38,1225
ARM1-N5,0.35,1,5648,4152,1496,866,0.7785486592912056,0.7300007886286705,2450,4927,85,1079
ARM1-N5,0.35,2,4907,4083,824,935,0.8227707808564232,0.7249011354173627,2408,4941,71,1121
ARM1-N5,0.35,3,4582,4038,544,980,0.8412499999999999,0.7239161673230583,2380,4958,54,1149
ARM1-N5,0.35,4,4346,3973,373,1045,0.8485689876121316,0.7198066963603184,2350,4966,46,1179
ARM1-N5,0.35,5,4111,3864,247,1154,0.8465330266184686,0.7121096581263379,2299,4977,35,1230
ARM1-N5,0.4,1,5631,4146,1485,872,0.7786646633486713,0.7308280654209883,2447,4932,80,1082
ARM1-N5,0.4,2,4898,4080,818,938,0.8229124647035095,0.7256722402139425,2406,4945,67,1123
ARM1-N5,0.4,3,4574,4035,539,983,0.841326105087573,0.72439913426663,2378,4961,51,1151
ARM1-N5,0.4,4,4341,3970,371,1048,0.8483812373116786,0.7196793658580751,2348,4967,45,1181
ARM1-N5,0.4,5,4106,3861,245,1157,0.8463393248575187,0.711989704162311,2297,4978,34,1232
ARM1-N5,0.5,1,5378,4000,1378,1018,0.7695267410542518,0.7262869735016024,2388,4960,52,1141
ARM1-N5,0.5,2,4680,3931,749,1087,0.8106826149721592,0.71898867259589,2342,4969,43,1187
ARM1-N5,0.5,3,4375,3889,486,1129,0.828063451506441,0.71622599268114,2315,4979,33,1214
ARM1-N5,0.5,4,4152,3827,325,1191,0.8346782988004362,0.710644525967907,2285,4982,30,1244
ARM1-N5,0.5,5,3935,3725,210,1293,0.8321233106221378,0.7031104664569262,2240,4989,23,1289
ARM1-N5,0.6,1,5376,3999,1377,1019,0.7694823936886666,0.7260674076393965,2387,4960,52,1142
ARM1-N5,0.6,2,4678,3930,748,1088,0.8106435643564357,0.7187699904211502,2341,4969,43,1188
ARM1-N5,0.6,3,4373,3887,486,1131,0.8278138643381961,0.7160081659732906,2314,4979,33,1215
ARM1-N5,0.6,4,4150,3825,325,1193,0.8344240837696336,0.710427037852114,2284,4982,30,1245
ARM1-N5,0.6,5,3933,3723,210,1295,0.8318623617472908,0.7028936443609556,2239,4989,23,1290
ARM1-N5,0.65,1,5374,3999,1375,1019,0.7696304849884527,0.7260674076393965,2387,4960,52,1142
ARM1-N5,0.65,2,4677,3929,748,1089,0.8105208870551831,0.7187699904211502,2341,4969,43,1188
ARM1-N5,0.65,3,4372,3886,486,1132,0.827689030883919,0.7160081659732906,2314,4979,33,1215
ARM1-N5,0.65,4,4149,3824,325,1194,0.8342969346569216,0.710427037852114,2284,4982,30,1245
ARM1-N5,0.65,5,3932,3722,210,1296,0.831731843575419,0.7028936443609556,2239,4989,23,1290
ARM1-N5,0.7,1,5358,3987,1371,1031,0.7685042405551272,0.7250574842366007,2381,4961,51,1148
ARM1-N5,0.7,2,4665,3918,747,1100,0.8092533305793659,0.7176766483940249,2336,4969,43,1193
ARM1-N5,0.7,3,4360,3875,485,1143,0.8264022179569205,0.7147012917255152,2308,4979,33,1221
ARM1-N5,0.7,4,4138,3813,325,1205,0.8328964613368283,0.7091221782335979,2278,4982,30,1251
ARM1-N5,0.7,5,3922,3712,210,1306,0.8304250559284116,0.7015927573729961,2233,4989,23,1296
ARM1-N5,0.75,1,5344,3982,1362,1036,0.7685774946921444,0.7249262086766934,2379,4962,50,1150
ARM1-N5,0.75,2,4656,3913,743,1105,0.8089725036179449,0.717239343145475,2334,4969,43,1195
ARM1-N5,0.75,3,4351,3869,482,1149,0.8259152524282208,0.7140479085246806,2305,4979,33,1224
ARM1-N5,0.75,4,4130,3807,323,1211,0.8323130738959335,0.708469791454147,2275,4982,30,1254
ARM1-N5,0.75,5,3918,3708,210,1310,0.8299015219337511,0.7013759501840637,2232,4989,23,1297
ARM1-N5,0.85,1,5217,3899,1318,1119,0.761895456765999,0.7219237555597318,2354,4970,42,1175
ARM1-N5,0.85,2,4542,3829,713,1189,0.8010460251046024,0.7138531041041553,2307,4977,35,1222
ARM1-N5,0.85,3,4247,3787,460,1231,0.8174851592012953,0.710395266641171,2278,4986,26,1251
ARM1-N5,0.85,4,4033,3726,307,1292,0.8233344381836263,0.704628285948994,2247,4989,23,1282
ARM1-N5,0.85,5,3829,3630,199,1388,0.8206171583587656,0.6968230450760637,2205,4993,19,1324
ARM1-N5,0.9,1,4780,3614,1166,1404,0.7377015717493366,0.7022792522960766,2248,4981,31,1281
ARM1-N5,0.9,2,4161,3536,625,1482,0.7704542978537967,0.6922714157308038,2196,4985,27,1333
ARM1-N5,0.9,3,3900,3490,410,1528,0.7826867010540479,0.6877257057253869,2166,4991,21,1363
ARM1-N5,0.9,4,3704,3431,273,1587,0.7867461591378124,0.6813424440615462,2135,4992,20,1394
ARM1-N5,0.9,5,3522,3339,183,1679,0.7819672131147543,0.6742356796798205,2096,4996,16,1433
ARM1-N5,0.95,1,4776,3613,1163,1405,0.7377986522360629,0.702599451963885,2248,4982,30,1281
ARM1-N5,0.95,2,4157,3534,623,1484,0.7703542234332426,0.6925963194774413,2196,4986,26,1333
ARM1-N5,0.95,3,3896,3488,408,1530,0.7825891855508188,0.6880539986323152,2166,4992,20,1363
ARM1-N5,0.95,4,3701,3430,271,1588,0.786787475627939,0.6816734598766356,2135,4993,19,1394
ARM1-N5,0.95,5,3519,3338,181,1680,0.7820077310530631,0.6745706696724132,2096,4997,15,1433
ARM1-N5,0.98,1,3367,2645,722,2373,0.6308884913536076,0.6092601335899175,1790,5000,12,1739
ARM1-N5,0.98,2,2908,2534,374,2484,0.6394145849104214,0.5945467991969491,1721,5001,11,1808
ARM1-N5,0.98,3,2718,2480,238,2538,0.641158221302999,0.5879382731482397,1684,5005,7,1845
ARM1-N5,0.98,4,2576,2421,155,2597,0.6376086383987357,0.580693785414671,1651,5005,7,1878
ARM1-N5,0.98,5,2448,2347,101,2671,0.6287168497187249,0.5737587684507214,1616,5007,5,1913
ARM1-N5,1.0,1,3363,2641,722,2377,0.6302350554826394,0.6090419909101691,1789,5000,12,1740
ARM1-N5,1.0,2,2904,2530,374,2488,0.6387275940419085,0.5941086651746439,1719,5001,11,1810
ARM1-N5,1.0,3,2714,2476,238,2542,0.6404552509053286,0.5874997802869538,1682,5005,7,1847
ARM1-N5,1.0,4,2572,2417,155,2601,0.6368906455862977,0.5802540665770908,1649,5005,7,1880
ARM1-N5,1.0,5,2444,2343,101,2675,0.6279817743232378,0.5733181191793576,1614,5007,5,1915
