family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
B-N3,0.0,1,36472,4724,31748,294,0.22771752229452882,0.06973508559206815,3285,553,4459,244
B-N3,0.0,2,22566,4660,17906,358,0.33787703016241294,0.09498530351938546,3231,739,4273,298
B-N3,0.0,3,16706,4506,12200,512,0.4148407291474867,0.13175460632161454,3129,1075,3937,400
B-N3,0.05,1,27074,4698,22376,320,0.29278324816153556,0.14502615712215486,3202,999,4013,327
B-N3,0.05,2,17105,4636,12469,382,0.4191113320978168,0.184314655491652,3124,1330,3682,405
B-N3,0.05,3,12866,4481,8385,537,0.5011183180496533,0.22984989423342245,3005,1783,3229,524
B-N3,0.1,1,12448,4626,7822,392,0.5297148746135348,0.38850699412535533,2903,2830,2182,626
B-N3,0.1,2,9083,4563,4520,455,0.6471881426849159,0.4355280339402625,2807,3236,1776,722
B-N3,0.1,3,7390,4409,2981,609,0.7106705351386202,0.47360741924202354,2714,3567,1445,815
B-N3,0.15,1,7242,4460,2782,558,0.7275693311582381,0.6833034968199954,2632,4604,408,897
B-N3,0.15,2,5714,4381,1333,637,0.8164368244502422,0.7003030915798442,2569,4726,286,960
B-N3,0.15,3,4971,4234,737,784,0.847732505756332,0.7020423485156853,2495,4795,217,1034
B-N3,0.2,1,6832,4387,2445,631,0.7404219409282701,0.7048997310598607,2584,4730,282,945
B-N3,0.2,2,5444,4307,1137,711,0.823360734085261,0.7149890868456237,2522,4819,193,1007
B-N3,0.2,3,4772,4164,608,854,0.8506639427987742,0.7127782728409375,2452,4867,145,1077
B-N3,0.25,1,6072,4154,1918,864,0.7491433724075744,0.7238848905485352,2465,4895,117,1064
B-N3,0.25,2,4937,4056,881,962,0.8148669010547464,0.7194845962993166,2404,4926,86,1125
B-N3,0.25,3,4386,3933,453,1085,0.8364525733730328,0.7134949564444303,2348,4947,65,1181
B-N3,0.3,1,6071,4153,1918,865,0.7490305708359636,0.7238848905485352,2465,4895,117,1064
B-N3,0.3,2,4936,4055,881,963,0.8147478400642957,0.7194845962993166,2404,4926,86,1125
B-N3,0.3,3,4385,3932,453,1086,0.8363288312240774,0.7134949564444303,2348,4947,65,1181
B-N3,0.35,1,6028,4134,1894,884,0.748506246605106,0.7251873188751246,2459,4904,108,1070
B-N3,0.35,2,4910,4040,870,978,0.813859790491539,0.7199646602806596,2398,4932,80,1131
B-N3,0.35,3,4362,3919,443,1099,0.8356076759061835,0.7144650639137308,2344,4953,59,1185
B-N3,0.4,1,6012,4127,1885,891,0.7483227561196736,0.724954582633033,2454,4907,105,1075
B-N3,0.4,2,4900,4035,865,983,0.8136721113127646,0.7204296909851273,2396,4935,77,1133
B-N3,0.4,3,4353,3913,440,1105,0.8351296553196031,0.7146438451440633,2342,4955,57,1187
B-N3,0.5,1,5760,4004,1756,1014,0.7429949897940248,0.7200456177579884,2397,4933,79,1132
B-N3,0.5,2,4707,3909,798,1109,0.8039074550128534,0.7138950236121312,2340,4954,58,1189
B-N3,0.5,3,4186,3789,397,1229,0.8233376792698827,0.706311819136348,2284,4969,43,1245
B-N3,0.6,1,5759,4003,1756,1015,0.742878352046024,0.7198241336299878,2396,4933,79,1133
B-N3,0.6,2,4706,3908,798,1110,0.8037844508432743,0.7136752691379374,2339,4954,58,1190
B-N3,0.6,3,4185,3788,397,1230,0.8232098228838424,0.7060933549776495,2283,4969,43,1246
B-N3,0.65,1,5757,4001,1756,1017,0.7426450116009281,0.7198241336299878,2396,4933,79,1133
B-N3,0.65,2,4704,3906,798,1112,0.8035383665912365,0.7136752691379374,2339,4954,58,1190
