family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
B-N3,0.65,3,4183,3786,397,1232,0.8229540267362242,0.7060933549776495,2283,4969,43,1246
B-N3,0.7,1,5739,3989,1750,1029,0.7416565957051222,0.7195443514978082,2392,4935,77,1137
B-N3,0.7,2,4691,3896,795,1122,0.8025543310330621,0.7134160322464235,2335,4956,56,1194
B-N3,0.7,3,4172,3776,396,1242,0.8217627856365616,0.7055355724559499,2279,4970,42,1250
B-N3,0.75,1,5716,3980,1736,1038,0.7415688466554872,0.7187413832704084,2387,4936,76,1142
B-N3,0.75,2,4674,3886,788,1132,0.8018984729673958,0.7120985457609981,2329,4956,56,1200
B-N3,0.75,3,4159,3766,393,1252,0.820747520976354,0.7042253607806471,2273,4970,42,1256
B-N3,0.8,1,5569,3890,1679,1128,0.7348635118541608,0.7129746831342224,2354,4941,71,1175
B-N3,0.8,2,4551,3793,758,1225,0.7927683143484168,0.7046976409207228,2291,4959,53,1238
B-N3,0.8,3,4049,3675,374,1343,0.8106319620602184,0.6956959095743368,2231,4972,40,1298
B-N3,0.85,1,5566,3890,1676,1128,0.735071806500378,0.7129746831342224,2354,4941,71,1175
B-N3,0.85,2,4550,3793,757,1225,0.7928511705685618,0.7046976409207228,2291,4959,53,1238
B-N3,0.85,3,4049,3675,374,1343,0.8106319620602184,0.6956959095743368,2231,4972,40,1298
B-N3,0.9,1,5099,3602,1497,1416,0.712068795097361,0.694226419786726,2249,4955,57,1280
B-N3,0.9,2,4163,3487,676,1531,0.7596122426750899,0.6818617548757758,2175,4967,45,1354
B-N3,0.9,3,3707,3370,337,1648,0.7724928366762178,0.6718318931365826,2111,4979,33,1418
B-N3,0.95,1,5095,3600,1495,1418,0.7119549095223968,0.693787549250237,2247,4955,57,1282
B-N3,0.95,2,4159,3483,676,1535,0.7590715920235371,0.6814247575638499,2173,4967,45,1356
B-N3,0.95,3,3704,3367,337,1651,0.7720706260032103,0.6713966300859527,2109,4979,33,1420
B-N3,0.98,1,3613,2626,987,2392,0.608504228942185,0.6028340359932249,1797,4978,34,1732
B-N3,0.98,2,2926,2480,446,2538,0.6243705941591138,0.5860467304130486,1706,4987,25,1823
B-N3,0.98,3,2582,2354,228,2664,0.6194736842105263,0.5720878917802759,1631,4994,18,1898
B-N3,1.0,1,3610,2624,986,2394,0.6082522021325915,0.6026137305270459,1796,4978,34,1733
B-N3,1.0,2,2924,2479,445,2539,0.624276001007303,0.5860467304130486,1706,4987,25,1823
B-N3,1.0,3,2581,2353,228,2665,0.6192920121068561,0.5720878917802759,1631,4994,18,1898
