family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
TH7,0.0,3,13572,4359,9213,659,0.4689618074233459,0.20871815546149158,3040,1609,3403,489
TH7,0.0,4,9205,3965,5240,1053,0.5575476341137594,0.2890133352900737,2736,2563,2449,793
TH7,0.0,5,5618,3186,2432,1832,0.5990974050394886,0.3561579717610473,2205,3667,1345,1324
TH7,0.05,3,10618,4335,6283,683,0.5544896392939371,0.3165507841036585,2914,2415,2597,615
TH7,0.05,4,7643,3948,3695,1070,0.623647421214754,0.37823838250639363,2639,3187,1825,890
TH7,0.05,5,4935,3178,1757,1840,0.6386014267055159,0.41671456387972267,2141,4016,996,1388
TH7,0.1,3,7287,4288,2999,730,0.6969524583502641,0.46048679069669207,2686,3540,1472,843
TH7,0.1,4,5757,3906,1851,1112,0.7250116009280742,0.5060429673226607,2479,4021,991,1050
TH7,0.1,5,4097,3150,947,1868,0.6911684037301152,0.5104668568131698,2058,4478,534,1471
TH7,0.15,3,4786,4108,678,910,0.8380252957976336,0.6791784625969423,2424,4772,240,1105
TH7,0.15,4,4164,3747,417,1271,0.816162056196907,0.6646822873455835,2259,4852,160,1270
TH7,0.15,5,3252,3035,217,1983,0.7339782345828296,0.6071234518420087,1895,4928,84,1634
TH7,0.2,3,4643,4046,597,972,0.8375944519200912,0.6843566000272113,2392,4816,196,1137
TH7,0.2,4,4059,3698,361,1320,0.8148066541808967,0.6680186364731067,2232,4883,129,1297
TH7,0.2,5,3184,2996,188,2022,0.7305535235308462,0.6068849356661685,1874,4941,71,1655
TH7,0.3,3,4207,3814,393,1204,0.8268834688346884,0.6954095477005489,2301,4922,90,1228
TH7,0.3,4,3714,3484,230,1534,0.7979844251030691,0.6710817511725788,2145,4954,58,1384
TH7,0.3,5,2949,2836,113,2182,0.7119367390485754,0.6084258879407599,1811,4985,27,1718
TH7,0.35,3,4162,3787,375,1231,0.8250544662309369,0.6948221659035184,2290,4928,84,1239
TH7,0.35,4,3674,3457,217,1561,0.7954440865163369,0.669747625891297,2133,4958,54,1396
TH7,0.35,5,2922,2815,107,2203,0.7090680100755667,0.6076100044466989,1804,4987,25,1725
TH7,0.4,3,4151,3779,372,1239,0.8242992692769113,0.6939363635699359,2286,4928,84,1243
TH7,0.4,4,3663,3449,214,1569,0.7946089160234996,0.6686512208183165,2128,4958,54,1401
TH7,0.4,5,2916,2810,106,2208,0.7083438366523822,0.6067327342060427,1800,4987,25,1729
TH7,0.5,3,3945,3633,312,1385,0.8106660716278031,0.6897169395448901,2227,4956,56,1302
TH7,0.5,4,3479,3311,168,1707,0.7793338825467812,0.6618179077021075,2065,4979,33,1464
TH7,0.5,5,2787,2706,81,2312,0.693401665598975,0.5978842960701505,1743,4997,15,1786
TH7,0.6,3,3943,3631,312,1387,0.8104006249302532,0.6894975988706489,2226,4956,56,1303
TH7,0.6,4,3477,3309,168,1709,0.7790464979399647,0.661600131979435,2064,4979,33,1465
TH7,0.6,5,2785,2704,81,2314,0.6930667691913367,0.5976651512563432,1742,4997,15,1787
TH7,0.65,3,3942,3631,311,1387,0.8104910714285714,0.6894975988706489,2226,4956,56,1303
TH7,0.65,4,3477,3309,168,1709,0.7790464979399647,0.661600131979435,2064,4979,33,1465
TH7,0.65,5,2785,2704,81,2314,0.6930667691913367,0.5976651512563432,1742,4997,15,1787
TH7,0.7,3,3932,3624,308,1394,0.8098324022346369,0.690014114501099,2224,4959,53,1305
TH7,0.7,4,3469,3303,166,1715,0.7783669141039236,0.6618346199864481,2062,4981,31,1467
TH7,0.7,5,2779,2699,80,2319,0.6923175580351416,0.597596226968933,1740,4998,14,1789
TH7,0.75,3,3911,3606,305,1412,0.8077052301489529,0.6891189551821931,2217,4961,51,1312
TH7,0.75,4,3451,3286,165,1732,0.7760066123509269,0.6606470981023967,2055,4982,30,1474
TH7,0.75,5,2765,2686,79,2332,0.6902222793267377,0.596870842475168,1735,4999,13,1794
TH7,0.8,3,3787,3500,287,1518,0.7950028392958547,0.6788026994970477,2161,4967,45,1368
TH7,0.8,4,3337,3187,150,1831,0.7628964691801315,0.6511566161764024,2002,4988,24,1527
TH7,0.8,5,2677,2604,73,2414,0.676803118908382,0.5888458226741417,1695,5001,11,1834
TH7,0.85,3,3784,3497,287,1521,0.7945921381504204,0.6785841878279841,2160,4967,45,1369
TH7,0.85,4,3334,3184,150,1834,0.7624521072796935,0.6509393178589499,2001,4988,24,1528
TH7,0.85,5,2674,2601,73,2417,0.6762870514820593,0.5886263225640322,1694,5001,11,1835
TH7,0.9,3,3225,2994,231,2024,0.7264345505277207,0.6393285222790275,1965,4977,35,1564
TH7,0.9,4,2816,2696,120,2322,0.6882818483533316,0.6089699986117545,1797,4995,17,1732
TH7,0.9,5,2253,2197,56,2821,0.6043185256498418,0.5488103779877748,1507,5005,7,2022
TH7,0.95,3,3214,2987,227,2031,0.7257045675413023,0.6380172076964068,1959,4977,35,1570
TH7,0.95,4,2805,2688,117,2330,0.6872043972900422,0.6076583703112732,1791,4995,17,1738
TH7,0.95,5,2244,2189,55,2829,0.6028642247314789,0.5476941663578548,1502,5005,7,2027
TH7,1.0,3,2177,2022,155,2996,0.5620569840166783,0.5263843138292342,1436,4989,23,2093
TH7,1.0,4,1845,1772,73,3246,0.5163922482879207,0.4953262206351514,1277,5002,10,2252
TH7,1.0,5,1469,1437,32,3581,0.4430399260058578,0.4466870644704257,1062,5007,5,2467
