family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
ARM1-N1,0.0,1,8372,4682,3690,336,0.69932785660941,0.5083077724480609,2797,3626,1386,732
ARM1-N1,0.05,1,7796,4662,3134,356,0.7276416419541126,0.5423178723060145,2751,3855,1157,778
ARM1-N1,0.1,1,6660,4589,2071,429,0.7859222469600959,0.6177621064323,2668,4298,714,861
ARM1-N1,0.15,1,5419,4389,1030,629,0.841046277665996,0.7141456811074016,2522,4816,196,1007
ARM1-N1,0.2,1,5219,4306,913,712,0.841262088502491,0.7246174293740002,2489,4879,133,1040
ARM1-N1,0.25,1,4770,4065,705,953,0.8306089088680015,0.7231920287188287,2392,4947,65,1137
ARM1-N1,0.3,1,4769,4065,704,953,0.8306937774598957,0.7234968626981454,2392,4948,64,1137
ARM1-N1,0.35,1,4743,4054,689,964,0.8306525970699723,0.7242286741081286,2387,4954,58,1142
ARM1-N1,0.4,1,4736,4051,685,967,0.8306335862210374,0.7244013684792293,2385,4956,56,1144
ARM1-N1,0.5,1,4531,3903,628,1115,0.8174677976751492,0.7165908039198706,2321,4976,36,1208
ARM1-N1,0.6,1,4529,3902,627,1116,0.8174295590237771,0.7163727289479629,2320,4976,36,1209
ARM1-N1,0.65,1,4528,3901,627,1117,0.8173056777707941,0.7163727289479629,2320,4976,36,1209
ARM1-N1,0.7,1,4516,3890,626,1128,0.8160268512691421,0.7152824168548721,2315,4976,36,1214
ARM1-N1,0.75,1,4509,3885,624,1133,0.8155767817781043,0.7150643667773767,2314,4976,36,1215
ARM1-N1,0.85,1,4399,3800,599,1218,0.8070510778379526,0.7116142977552002,2288,4983,29,1241
ARM1-N1,0.9,1,4036,3507,529,1511,0.7746852220013253,0.6889100418899975,2176,4988,24,1353
ARM1-N1,0.95,1,4033,3506,527,1512,0.7747210253010718,0.6892370335474803,2176,4989,23,1353
ARM1-N1,0.98,1,2824,2511,313,2507,0.640397857689365,0.5927290248847094,1711,5002,10,1818
ARM1-N1,1.0,1,2820,2507,313,2511,0.6397040061240112,0.5922907825050391,1709,5002,10,1820
