family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
ARM2-N3,0.0,1,11076,4762,6314,256,0.5917733316764011,0.43674898929829004,2900,3098,1914,629
ARM2-N3,0.0,2,7739,4679,3060,339,0.7335580465626714,0.5392567816326516,2790,3789,1223,739
ARM2-N3,0.0,3,6261,4533,1728,485,0.8037946626473977,0.5980521488028596,2662,4219,793,867
ARM2-N3,0.01,1,10417,4755,5662,263,0.6161321671525753,0.47061572356085596,2879,3312,1700,650
ARM2-N3,0.01,2,7495,4672,2823,346,0.7467433868776472,0.5601316157444124,2773,3912,1100,756
ARM2-N3,0.01,3,6134,4527,1607,491,0.8118723098995695,0.6080835331081886,2650,4276,736,879
ARM2-N3,0.02,1,9373,4749,4624,269,0.6599958307275381,0.5168179125901307,2827,3627,1385,702
ARM2-N3,0.02,2,7102,4664,2438,354,0.7696369636963697,0.5906605247678814,2742,4093,919,787
ARM2-N3,0.02,3,5938,4520,1418,498,0.8251186564439577,0.6287179554816317,2632,4383,629,897
ARM2-N3,0.05,1,9231,4748,4483,270,0.6664327321215524,0.5232647290933183,2823,3665,1347,706
ARM2-N3,0.05,2,7037,4663,2374,355,0.7736209041891331,0.5967212311288858,2740,4123,889,789
ARM2-N3,0.05,3,5900,4519,1381,499,0.8278072907125846,0.632996139234636,2628,4405,607,901
ARM2-N3,0.08,1,7252,4718,2534,300,0.7690301548492258,0.6583820661005299,2699,4437,575,830
ARM2-N3,0.08,2,6052,4640,1412,378,0.8383017163504968,0.6786170793406646,2641,4577,435,888
ARM2-N3,0.08,3,5364,4501,863,517,0.867077634367174,0.686885369751575,2562,4682,330,967
ARM2-N3,0.1,1,7251,4718,2533,300,0.7690928356019234,0.6586222153707183,2699,4438,574,830
ARM2-N3,0.1,2,6051,4640,1411,378,0.8383774505375373,0.6788699995896795,2641,4578,434,888
ARM2-N3,0.1,3,5363,4501,862,517,0.8671611598111936,0.6871509785133664,2562,4683,329,967
ARM2-N3,0.15,1,7111,4716,2395,302,0.7776403660648034,0.6679921302424302,2683,4493,519,846
ARM2-N3,0.15,2,5968,4636,1332,382,0.8439832514108867,0.6861505182885665,2630,4617,395,899
ARM2-N3,0.15,3,5321,4497,824,521,0.8699100493277881,0.6892263704425129,2555,4697,315,974
ARM2-N3,0.2,1,6931,4709,2222,309,0.7881831115574525,0.6853512319434997,2676,4570,442,853
ARM2-N3,0.2,2,5842,4630,1212,388,0.8526703499079189,0.7020869960390955,2625,4683,329,904
ARM2-N3,0.2,3,5234,4492,742,526,0.8763168162309793,0.7014652899167616,2552,4745,267,977
ARM2-N3,0.25,1,6911,4709,2202,309,0.7895045686981307,0.6866060832902438,2676,4575,437,853
ARM2-N3,0.25,2,5831,4630,1201,388,0.8535348880081113,0.7029007830772633,2624,4687,325,905
ARM2-N3,0.25,3,5227,4492,735,526,0.8769155685700342,0.7020484407176132,2551,4748,264,978
ARM2-N3,0.3,1,6881,4709,2172,309,0.7914950836204723,0.6888792356043685,2675,4585,427,854
ARM2-N3,0.3,2,5810,4630,1180,388,0.8551902475064648,0.7050343610501913,2623,4696,316,906
ARM2-N3,0.3,3,5215,4492,723,526,0.8779439069676537,0.7036846083713957,2551,4754,258,978
ARM2-N3,0.35,1,6880,4709,2171,309,0.7915616069927718,0.6888792356043685,2675,4585,427,854
ARM2-N3,0.35,2,5809,4630,1179,388,0.8552692343216034,0.7050343610501913,2623,4696,316,906
ARM2-N3,0.35,3,5215,4492,723,526,0.8779439069676537,0.7036846083713957,2551,4754,258,978
ARM2-N3,0.4,1,6870,4709,2161,309,0.7922274562584118,0.6903926415855035,2675,4591,421,854
ARM2-N3,0.4,2,5801,4630,1171,388,0.8559016544967188,0.7063545732804947,2623,4701,311,906
ARM2-N3,0.4,3,5209,4492,717,526,0.8784589811283857,0.7045040281919865,2551,4757,255,978
ARM2-N3,0.45,1,6857,4709,2148,309,0.7930947368421053,0.691172161094528,2673,4596,416,856
ARM2-N3,0.45,2,5795,4630,1165,388,0.8563765837417924,0.706911504083016,2622,4704,308,907
ARM2-N3,0.45,3,5204,4492,712,526,0.8788886714928584,0.7050915426683205,2550,4760,252,979
ARM2-N3,0.55,1,6844,4707,2137,311,0.7936267071320182,0.692437967514352,2673,4601,411,856
ARM2-N3,0.55,2,5786,4628,1158,390,0.8567197334320622,0.7082355936971979,2622,4709,303,907
ARM2-N3,0.55,3,5198,4491,707,527,0.8792090837901332,0.7061869045094932,2550,4764,248,979
ARM2-N3,0.65,1,6842,4707,2135,311,0.7937605396290051,0.6926913694308253,2673,4602,410,856
ARM2-N3,0.65,2,5785,4628,1157,390,0.8567990373044525,0.7085006851250515,2622,4710,302,907
ARM2-N3,0.65,3,5198,4491,707,527,0.8792090837901332,0.7061869045094932,2550,4764,248,979
ARM2-N3,0.7,1,6837,4707,2130,311,0.7940953184310418,0.6934520578017195,2673,4605,407,856
ARM2-N3,0.7,2,5782,4628,1154,390,0.857037037037037,0.7092965080014392,2622,4713,299,907
ARM2-N3,0.7,3,5195,4491,704,527,0.8794673455399981,0.7070094766116635,2550,4767,245,979
ARM2-N3,0.75,1,6834,4707,2127,311,0.7942963212959838,0.6939595863225957,2673,4607,405,856
ARM2-N3,0.75,2,5780,4628,1152,390,0.85719577699574,0.7098275146283881,2622,4715,297,907
ARM2-N3,0.75,3,5193,4491,702,527,0.8796396043482518,0.7075583598477693,2550,4769,243,979
ARM2-N3,0.8,1,6820,4707,2113,311,0.7952356817029903,0.6939977183090453,2670,4610,402,859
ARM2-N3,0.8,2,5770,4628,1142,390,0.8579903596588803,0.7096520591580389,2619,4717,295,910
ARM2-N3,0.8,3,5187,4491,696,527,0.88015678588927,0.7076432509441829,2548,4771,241,981
ARM2-N3,0.85,1,6818,4707,2111,311,0.795370057451842,0.6945063304249924,2670,4612,400,859
ARM2-N3,0.85,2,5768,4628,1140,390,0.8581494529946226,0.7101841051093638,2619,4719,293,910
