family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
A-N5,0.85,5,3458,3277,181,1741,0.7732420953279849,0.6650144134132889,2072,4984,28,1457
A-N5,0.9,1,4607,3472,1135,1546,0.7214545454545456,0.6856629388305587,2185,4972,40,1344
A-N5,0.9,2,3992,3389,603,1629,0.7522752497225305,0.6767222867996685,2138,4976,36,1391
A-N5,0.9,3,3661,3314,347,1704,0.7636824518953796,0.6686707642774202,2098,4978,34,1431
A-N5,0.9,4,3453,3214,239,1804,0.7588242238224531,0.6589064950113145,2047,4982,30,1482
A-N5,0.9,5,3169,3008,161,2010,0.7348235006717968,0.6415003103321899,1956,4989,23,1573
A-N5,0.95,1,4604,3470,1134,1548,0.7212637705258783,0.6856629388305587,2185,4972,40,1344
A-N5,0.95,2,3990,3387,603,1631,0.7519982238010658,0.6767222867996685,2138,4976,36,1391
A-N5,0.95,3,3659,3312,347,1706,0.7633974876109254,0.6684530170471548,2097,4978,34,1432
A-N5,0.95,4,3451,3212,239,1806,0.758531113472665,0.658471300602471,2045,4982,30,1484
A-N5,0.95,5,3167,3006,161,2012,0.7345143555284055,0.6410652825505576,1954,4989,23,1575
A-N5,0.98,1,3266,2507,759,2511,0.6052631578947368,0.5947953767651447,1739,4991,21,1790
A-N5,0.98,2,2810,2396,414,2622,0.6121614716402658,0.578633922804764,1664,4992,20,1865
A-N5,0.98,3,2562,2321,241,2697,0.6124010554089709,0.5687622818340984,1616,4994,18,1913
A-N5,0.98,4,2410,2244,166,2774,0.6042003231017771,0.5585844523648145,1565,4997,15,1964
A-N5,0.98,5,2195,2086,109,2932,0.5784001109108555,0.540266346540469,1476,5001,11,2053
A-N5,1.0,1,3264,2505,759,2513,0.6049263462931659,0.5947953767651447,1739,4991,21,1790
A-N5,1.0,2,2808,2394,414,2624,0.6118067978533095,0.578633922804764,1664,4992,20,1865
A-N5,1.0,3,2560,2319,241,2699,0.6120348376880443,0.5687622818340984,1616,4994,18,1913
A-N5,1.0,4,2408,2242,166,2776,0.6038244007541071,0.5585844523648145,1565,4997,15,1964
A-N5,1.0,5,2193,2084,109,2934,0.5780058244348912,0.540266346540469,1476,5001,11,2053
