family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
A-N5,0.0,1,30616,4569,26047,449,0.25644047819498234,0.09330725101942113,3247,704,4308,282
A-N5,0.0,2,20208,4488,15720,530,0.3558233568540395,0.11006367069329785,3209,838,4174,320
A-N5,0.0,3,16432,4395,12037,623,0.4097902097902098,0.13198072856392776,3150,1038,3974,379
A-N5,0.0,4,13862,4240,9622,778,0.4491525423728814,0.16059014840573738,3055,1342,3670,474
A-N5,0.0,5,11183,3967,7216,1051,0.48972285661378934,0.20732550627644947,2918,1820,3192,611
A-N5,0.05,1,22857,4555,18302,463,0.32681614349775784,0.1835798596441028,3150,1277,3735,379
A-N5,0.05,2,15395,4471,10924,547,0.4380541811590653,0.2178482006863242,3092,1559,3453,437
A-N5,0.05,3,12748,4376,8372,642,0.49262636496679046,0.24065016753196253,3022,1809,3203,507
A-N5,0.05,4,10911,4227,6684,791,0.5307301148848014,0.2656373752199658,2914,2137,2875,615
A-N5,0.05,5,8996,3954,5042,1064,0.5642928500071357,0.2988531941972758,2779,2546,2466,750
A-N5,0.1,1,11048,4502,6546,516,0.5604381924561185,0.41255030071102583,2841,3061,1951,688
A-N5,0.1,2,8447,4415,4032,603,0.6557742294838471,0.45065661486565484,2764,3379,1633,765
A-N5,0.1,3,7369,4323,3046,695,0.6979898280455316,0.4727489262607462,2708,3571,1441,821
A-N5,0.1,4,6613,4175,2438,843,0.7179090361963717,0.48454054269092794,2623,3743,1269,906
A-N5,0.1,5,5763,3911,1852,1107,0.7255356645951211,0.5097722903863571,2517,3993,1019,1012
A-N5,0.15,1,6514,4324,2190,694,0.7499132847728062,0.6821260592089263,2552,4673,339,977
A-N5,0.15,2,5466,4247,1219,771,0.8101869515452118,0.693433672360269,2507,4754,258,1022
A-N5,0.15,3,4952,4161,791,857,0.8347041123370109,0.6942327827900768,2466,4791,221,1063
A-N5,0.15,4,4597,4030,567,988,0.8382735309412377,0.6907328075795099,2406,4827,185,1123
A-N5,0.15,5,4178,3775,403,1243,0.8210091344062634,0.6813940429551942,2309,4870,142,1220
A-N5,0.2,1,6165,4243,1922,775,0.7588303675221318,0.6956289619157902,2501,4767,245,1028
A-N5,0.2,2,5220,4166,1054,852,0.8138308263332683,0.7030079013505144,2461,4826,186,1068
A-N5,0.2,3,4753,4082,671,936,0.8355337222392795,0.7006863608930833,2423,4848,164,1106
A-N5,0.2,4,4437,3956,481,1062,0.8368059227921735,0.6956568870378419,2367,4874,138,1162
A-N5,0.2,5,4050,3711,339,1307,0.8184825760917511,0.683868714849564,2274,4904,108,1255
A-N5,0.25,1,5480,3999,1481,1019,0.7618594017908173,0.7185343465665631,2397,4928,84,1132
A-N5,0.25,2,4710,3918,792,1100,0.8055098684210527,0.7138087570269941,2355,4943,69,1174
A-N5,0.25,3,4307,3836,471,1182,0.8227345844504023,0.7083489922151477,2319,4951,61,1210
A-N5,0.25,4,4052,3722,330,1296,0.8207276736493936,0.6989023765402882,2266,4958,54,1263
A-N5,0.25,5,3710,3490,220,1528,0.7997250229147571,0.6835884021912093,2174,4973,39,1355
A-N5,0.3,1,5479,3999,1480,1019,0.761931980565876,0.7188363405560625,2397,4929,83,1132
A-N5,0.3,2,4710,3918,792,1100,0.8055098684210527,0.7138087570269941,2355,4943,69,1174
A-N5,0.3,3,4307,3836,471,1182,0.8227345844504023,0.7083489922151477,2319,4951,61,1210
A-N5,0.3,4,4052,3722,330,1296,0.8207276736493936,0.6989023765402882,2266,4958,54,1263
A-N5,0.3,5,3710,3490,220,1528,0.7997250229147571,0.6835884021912093,2174,4973,39,1355
A-N5,0.35,1,5438,3980,1458,1038,0.7612853863810252,0.7173063137860987,2386,4932,80,1143
A-N5,0.35,2,4683,3900,783,1118,0.8040408205339656,0.7124387001307503,2346,4945,67,1183
A-N5,0.35,3,4283,3819,464,1199,0.8212020212880335,0.7066812701669833,2310,4952,60,1219
A-N5,0.35,4,4030,3706,324,1312,0.8191865605658709,0.6972453530712936,2257,4959,53,1272
A-N5,0.35,5,3692,3477,215,1541,0.7983926521239953,0.681733660398367,2164,4974,38,1365
A-N5,0.4,1,5418,3974,1444,1044,0.7615944806439249,0.7173313620731717,2382,4935,77,1147
A-N5,0.4,2,4670,3893,777,1125,0.8036746490503716,0.7124816463854563,2342,4948,64,1187
A-N5,0.4,3,4272,3812,460,1206,0.8206673842841765,0.7064254845868195,2306,4954,58,1223
A-N5,0.4,4,4019,3699,320,1319,0.8186345026004204,0.6970019461646113,2253,4961,51,1276
A-N5,0.4,5,3684,3470,214,1548,0.7975178119972421,0.6808618450484075,2160,4974,38,1369
A-N5,0.5,1,5204,3861,1343,1157,0.7554294658579533,0.712616874242384,2337,4952,60,1192
A-N5,0.5,2,4496,3782,714,1236,0.7950388900567585,0.7063263056920593,2297,4960,52,1232
A-N5,0.5,3,4121,3704,417,1314,0.8105919684867052,0.6997030391030317,2261,4964,48,1268
A-N5,0.5,4,3888,3597,291,1421,0.8077700426678643,0.6904724221384465,2210,4970,42,1319
A-N5,0.5,5,3567,3371,196,1647,0.7853232382061736,0.6739117588924067,2116,4982,30,1413
A-N5,0.6,1,5203,3860,1343,1158,0.7553076998336758,0.712616874242384,2337,4952,60,1192
A-N5,0.6,2,4495,3781,714,1237,0.7949122253758015,0.7063263056920593,2297,4960,52,1232
A-N5,0.6,3,4120,3703,417,1315,0.8104618078354124,0.6997030391030317,2261,4964,48,1268
A-N5,0.6,4,3887,3596,291,1422,0.807636159460977,0.6904724221384465,2210,4970,42,1319
A-N5,0.6,5,3566,3370,196,1648,0.7851817334575956,0.6739117588924067,2116,4982,30,1413
A-N5,0.65,1,5200,3859,1341,1159,0.7553337247993736,0.7129262539622246,2337,4953,59,1192
A-N5,0.65,2,4493,3780,713,1238,0.7948690989380718,0.7066397089188939,2297,4961,51,1232
A-N5,0.65,3,4118,3702,416,1316,0.8104203152364272,0.7000196964763276,2261,4965,47,1268
A-N5,0.65,4,3885,3595,290,1423,0.8075929461979109,0.6907938755820039,2210,4971,41,1319
A-N5,0.65,5,3564,3369,195,1649,0.785131670939175,0.674242676880607,2116,4983,29,1413
A-N5,0.7,1,5184,3851,1333,1167,0.7549500098019996,0.7123568272731368,2333,4954,58,1196
A-N5,0.7,2,4480,3773,707,1245,0.7944830490629605,0.7060771891178886,2293,4962,50,1236
A-N5,0.7,3,4108,3696,412,1322,0.8099934253780406,0.6996806102599233,2258,4966,46,1271
A-N5,0.7,4,3875,3588,287,1430,0.8069267963566851,0.6904611670632668,2207,4972,40,1322
A-N5,0.7,5,3555,3362,193,1656,0.784322874139741,0.6735908066119293,2113,4983,29,1416
A-N5,0.75,1,5167,3844,1323,1174,0.7548355424644085,0.7124471162753648,2332,4955,57,1197
A-N5,0.75,2,4466,3766,700,1252,0.794179671024884,0.7058581797847135,2292,4962,50,1237
A-N5,0.75,3,4096,3689,407,1329,0.8095238095238095,0.6992433589635677,2256,4966,46,1273
A-N5,0.75,4,3863,3581,282,1437,0.8064407161355703,0.6900249588196158,2205,4972,40,1324
A-N5,0.75,5,3543,3354,189,1664,0.7835533232099055,0.6729389174444972,2110,4983,29,1419
A-N5,0.8,1,5036,3762,1274,1256,0.7483588621444202,0.7051675697265666,2296,4957,55,1233
A-N5,0.8,2,4356,3681,675,1337,0.7853637721356944,0.6979528300439499,2253,4964,48,1276
A-N5,0.8,3,3996,3604,392,1414,0.7996449966718437,0.6908199577344766,2216,4967,45,1313
A-N5,0.8,4,3769,3497,272,1521,0.7959485603732787,0.6814081191385558,2164,4973,39,1365
A-N5,0.8,5,3459,3278,181,1740,0.7733868113719476,0.6650144134132889,2072,4984,28,1457
A-N5,0.85,1,5034,3761,1273,1257,0.748308794269797,0.7049481848889217,2295,4957,55,1234
A-N5,0.85,2,4355,3680,675,1338,0.7852341832924358,0.6979528300439499,2253,4964,48,1276
A-N5,0.85,3,3995,3603,392,1415,0.7995118162653945,0.6908199577344766,2216,4967,45,1313
A-N5,0.85,4,3768,3496,272,1522,0.7958115183246073,0.6814081191385558,2164,4973,39,1365
