family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
UPL,0.6,5,3786,3527,259,1491,0.8012267151294866,0.6684566510431249,2136,4952,60,1393
UPL,0.6,6,3594,3403,191,1615,0.7902926149558757,0.6597693716186818,2083,4961,51,1446
UPL,0.6,7,3402,3240,162,1778,0.7695961995249405,0.6445604875679392,2006,4966,46,1523
UPL,0.6,8,3210,3071,139,1947,0.7464754496840058,0.6247731427966757,1908,4971,41,1621
UPL,0.6,9,2899,2799,100,2219,0.7070860174308449,0.5974630370158874,1771,4979,33,1758
UPL,0.6,10,2469,2395,74,2623,0.6397756110591691,0.5608992874365707,1591,4988,24,1938
UPL,0.65,3,4213,3680,533,1338,0.7973134004983208,0.6826310919550349,2225,4935,77,1304
UPL,0.65,4,3987,3607,380,1411,0.8011104941699055,0.6759803328693452,2179,4946,66,1350
UPL,0.65,5,3786,3527,259,1491,0.8012267151294866,0.6684566510431249,2136,4952,60,1393
UPL,0.65,6,3594,3403,191,1615,0.7902926149558757,0.6597693716186818,2083,4961,51,1446
UPL,0.65,7,3402,3240,162,1778,0.7695961995249405,0.6445604875679392,2006,4966,46,1523
UPL,0.65,8,3210,3071,139,1947,0.7464754496840058,0.6247731427966757,1908,4971,41,1621
UPL,0.65,9,2899,2799,100,2219,0.7070860174308449,0.5974630370158874,1771,4979,33,1758
UPL,0.65,10,2469,2395,74,2623,0.6397756110591691,0.5608992874365707,1591,4988,24,1938
UPL,0.7,3,4206,3674,532,1344,0.7966175195143105,0.6817474874520338,2221,4935,77,1308
UPL,0.7,4,3981,3602,379,1416,0.8005333925991777,0.6750998565082229,2175,4946,66,1354
UPL,0.7,5,3781,3523,258,1495,0.8007728150926242,0.6677974204193166,2133,4952,60,1396
UPL,0.7,6,3589,3399,190,1619,0.789822237713489,0.6591117552597054,2080,4961,51,1449
UPL,0.7,7,3398,3236,162,1782,0.7690114068441065,0.6439028618110335,2003,4966,46,1526
UPL,0.7,8,3206,3067,139,1951,0.7458657587548638,0.6241143320138843,1905,4971,41,1624
UPL,0.7,9,2896,2796,100,2222,0.706595905989386,0.5970218211961908,1769,4979,33,1760
UPL,0.7,10,2467,2393,74,2625,0.6394121576486306,0.5604529007355316,1589,4988,24,1940
UPL,0.75,3,4193,3666,527,1352,0.7960047768971881,0.6814953048426203,2217,4937,75,1312
UPL,0.75,4,3970,3595,375,1423,0.7999554962171785,0.6753009548342173,2173,4948,64,1356
UPL,0.75,5,3772,3517,255,1501,0.8002275312855517,0.6680076618293638,2131,4954,58,1398
UPL,0.75,6,3581,3394,187,1624,0.7893941155948367,0.6593345356001279,2078,4963,49,1451
UPL,0.75,7,3391,3231,160,1787,0.7684623617552622,0.6438022766725474,2001,4967,45,1528
UPL,0.75,8,3200,3062,138,1956,0.7451934777318082,0.6236750726368617,1903,4971,41,1626
UPL,0.75,9,2891,2791,100,2227,0.7057782273359463,0.5965805419287168,1767,4979,33,1762
UPL,0.75,10,2465,2391,74,2627,0.6390485099558999,0.5602296709360031,1588,4988,24,1941
UPL,0.8,3,4095,3583,512,1435,0.7863491715132227,0.6751655511999328,2184,4940,72,1345
UPL,0.8,4,3880,3516,364,1502,0.7902899527983815,0.668687894829315,2140,4950,62,1389
UPL,0.8,5,3687,3440,247,1578,0.7903503733486502,0.6616344797142562,2099,4956,56,1430
UPL,0.8,6,3500,3320,180,1698,0.7795257102606246,0.6532086115554911,2047,4965,47,1482
UPL,0.8,7,3318,3165,153,1853,0.7593570057581573,0.6379061284027784,1971,4969,43,1558
UPL,0.8,8,3135,3002,133,2016,0.7364160431742917,0.6180908818950595,1876,4972,40,1653
UPL,0.8,9,2833,2736,97,2282,0.6969812762705389,0.5906168721992747,1740,4979,33,1789
UPL,0.8,10,2418,2347,71,2671,0.6312533620225929,0.5548647114528901,1564,4988,24,1965
UPL,0.85,3,4094,3583,511,1435,0.786435469710272,0.6751655511999328,2184,4940,72,1345
UPL,0.85,4,3879,3516,363,1502,0.7903787793638305,0.668687894829315,2140,4950,62,1389
UPL,0.85,5,3686,3440,246,1578,0.7904411764705882,0.6616344797142562,2099,4956,56,1430
UPL,0.85,6,3499,3320,179,1698,0.7796172361160032,0.6532086115554911,2047,4965,47,1482
UPL,0.85,7,3317,3165,152,1853,0.7594481103779245,0.6379061284027784,1971,4969,43,1558
UPL,0.85,8,3134,3002,132,2016,0.7365063788027479,0.6180908818950595,1876,4972,40,1653
UPL,0.85,9,2832,2736,96,2282,0.6970700636942675,0.5906168721992747,1740,4979,33,1789
UPL,0.85,10,2417,2347,70,2671,0.6313382649630128,0.5548647114528901,1564,4988,24,1965
UPL,0.9,3,3756,3313,443,1705,0.7551857761568269,0.64910367820594,2054,4948,64,1475
UPL,0.9,4,3562,3249,313,1769,0.7573426573426573,0.6430711773143724,2013,4957,55,1516
UPL,0.9,5,3388,3170,218,1848,0.754223173923388,0.6364032260292388,1975,4962,50,1554
UPL,0.9,6,3213,3060,153,1958,0.743530555218078,0.6281593386627021,1925,4970,42,1604
UPL,0.9,7,3047,2917,130,2101,0.7233725976441413,0.613163696327898,1852,4973,39,1677
UPL,0.9,8,2873,2761,112,2257,0.6997845646939552,0.5935051346578216,1758,4976,36,1771
UPL,0.9,9,2595,2513,82,2505,0.660186523052673,0.5675358241103007,1631,4982,30,1898
UPL,0.9,10,2215,2155,60,2863,0.5958799944697912,0.5333168932056724,1463,4991,21,2066
UPL,0.95,3,3751,3310,441,1708,0.7549321473372107,0.6489933175713488,2052,4949,63,1477
UPL,0.95,4,3557,3246,311,1772,0.7570845481049562,0.642966740363402,2011,4958,54,1518
UPL,0.95,5,3384,3167,217,1851,0.753868126636515,0.6363032306898886,1973,4963,49,1556
UPL,0.95,6,3209,3057,152,1961,0.7431627567764678,0.6280658244273394,1923,4971,41,1606
UPL,0.95,7,3044,2915,129,2103,0.7231456214338874,0.6130765350516747,1850,4974,38,1679
UPL,0.95,8,2870,2759,111,2259,0.6995436105476673,0.59342581567186,1756,4977,35,1773
UPL,0.95,9,2592,2511,81,2507,0.6599211563731932,0.5674680784977094,1629,4983,29,1900
UPL,0.95,10,2214,2154,60,2864,0.5956858407079646,0.5330905214868472,1462,4991,21,2067
UPL,0.98,3,2767,2461,306,2557,0.6322414900449582,0.5671287985913889,1651,4969,43,1878
UPL,0.98,4,2619,2407,212,2611,0.6303522325520493,0.5601936248982573,1610,4975,37,1919
UPL,0.98,5,2488,2346,142,2672,0.6250999200639489,0.5528984497607992,1569,4980,32,1960
UPL,0.98,6,2356,2261,95,2757,0.6132356929753188,0.5424595600929285,1514,4985,27,2015
UPL,0.98,7,2229,2150,79,2868,0.593348971988409,0.5289894443498673,1451,4987,25,2078
UPL,0.98,8,2094,2027,67,2991,0.5700224971878515,0.5108310821012688,1368,4989,23,2161
UPL,0.98,9,1896,1848,48,3170,0.534567544113393,0.48660964469345863,1260,4991,21,2269
UPL,0.98,10,1609,1573,36,3445,0.47472461143805644,0.45361714523701147,1110,4997,15,2419
UPL,1.0,3,2766,2460,306,2558,0.632065775950668,0.5671287985913889,1651,4969,43,1878
UPL,1.0,4,2618,2406,212,2612,0.6301728653745416,0.5601936248982573,1610,4975,37,1919
UPL,1.0,5,2487,2345,142,2673,0.6249167221852099,0.5528984497607992,1569,4980,32,1960
UPL,1.0,6,2355,2260,95,2758,0.613047606130476,0.5424595600929285,1514,4985,27,2015
UPL,1.0,7,2228,2149,79,2869,0.5931548440518907,0.5289894443498673,1451,4987,25,2078
UPL,1.0,8,2093,2026,67,2992,0.569821403459429,0.5108310821012688,1368,4989,23,2161
UPL,1.0,9,1895,1847,48,3171,0.5343555619846666,0.48660964469345863,1260,4991,21,2269
UPL,1.0,10,1608,1572,36,3446,0.474494415937217,0.45337554761695265,1109,4997,15,2420
