family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
B-N1,0.0,1,24923,4622,20301,396,0.308740523028623,0.08949994249644114,3248,688,4324,281
B-N1,0.05,1,18782,4598,14184,420,0.38638655462184873,0.1767336986150076,3140,1263,3749,389
B-N1,0.1,1,9504,4528,4976,490,0.6236055639719047,0.427280265630523,2819,3174,1838,710
B-N1,0.15,1,5939,4350,1589,668,0.7940129597517568,0.6932409530169399,2572,4697,315,957
B-N1,0.2,1,5655,4276,1379,742,0.8012742434179705,0.70923940794411,2525,4796,216,1004
B-N1,0.25,1,5096,4039,1057,979,0.7986948783863951,0.7200591189417983,2412,4922,90,1117
B-N1,0.3,1,5095,4038,1057,980,0.7985760901809551,0.7200591189417983,2412,4922,90,1117
B-N1,0.35,1,5065,4022,1043,996,0.7977784389566597,0.7198653926775593,2403,4928,84,1126
B-N1,0.4,1,5055,4016,1039,1002,0.7973791323339621,0.7203272506960878,2401,4931,81,1128
B-N1,0.5,1,4856,3898,958,1120,0.7895483086894876,0.7145960225669904,2346,4952,60,1183
B-N1,0.6,1,4855,3897,958,1121,0.7894257064721969,0.7143761005938185,2345,4952,60,1184
B-N1,0.65,1,4853,3895,958,1123,0.7891804275149428,0.7143761005938185,2345,4952,60,1184
B-N1,0.7,1,4839,3883,956,1135,0.7878664908187074,0.7138055492182731,2341,4953,59,1188
B-N1,0.75,1,4822,3874,948,1144,0.7873983739837399,0.7124866304923316,2335,4953,59,1194
B-N1,0.8,1,4699,3781,918,1237,0.7782237316044047,0.7050741279171155,2297,4956,56,1232
B-N1,0.85,1,4697,3781,916,1237,0.7783839423571797,0.7050741279171155,2297,4956,56,1232
B-N1,0.9,1,4301,3479,822,1539,0.74664663590514,0.6829542363994197,2180,4967,45,1349
B-N1,0.95,1,4298,3477,821,1541,0.7464577071704595,0.6825172456387969,2178,4967,45,1351
B-N1,0.98,1,3012,2482,530,2536,0.6181818181818183,0.5884749983067542,1717,4987,25,1812
B-N1,1.0,1,3010,2480,530,2538,0.6178375685102142,0.5882543361823082,1716,4987,25,1813
