family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
FOURTH-N3,0.85,2,6359,4607,1752,411,0.8098795816120242,0.6645653771058778,2645,4517,495,884
FOURTH-N3,0.85,3,5524,4460,1064,558,0.8461392525137544,0.6702768977887611,2579,4603,409,950
FOURTH-N3,0.88,1,7767,4660,3107,358,0.7289792725850605,0.6611243386501399,2672,4476,536,857
FOURTH-N3,0.88,2,6233,4599,1634,419,0.8175273309039196,0.6759184782304856,2633,4574,438,896
FOURTH-N3,0.88,3,5433,4453,980,565,0.8521672567218448,0.6795318453424208,2571,4646,366,958
FOURTH-N3,0.9,1,7682,4658,3024,360,0.7335433070866142,0.6704502529399904,2669,4517,495,860
FOURTH-N3,0.9,2,6170,4597,1573,421,0.8217733285663211,0.6843560859937718,2630,4610,402,899
FOURTH-N3,0.9,3,5388,4452,936,566,0.8556601960407457,0.6866894605426392,2569,4675,337,960
FOURTH-N3,0.92,1,7667,4657,3010,361,0.734253054789121,0.6716887915224019,2668,4523,489,861
FOURTH-N3,0.92,2,6162,4597,1565,421,0.8223613595706619,0.6851246305977903,2630,4613,399,899
FOURTH-N3,0.92,3,5381,4452,929,566,0.8562361765554382,0.6874836089376377,2569,4678,334,960
FOURTH-N3,0.95,1,7589,4653,2936,365,0.7381613389386849,0.6781866775063404,2662,4555,457,867
FOURTH-N3,0.95,2,6112,4592,1520,426,0.8251572327044026,0.690399404988711,2623,4640,372,906
FOURTH-N3,0.95,3,5343,4450,893,568,0.8589904449377472,0.6926868914743048,2564,4702,310,965
FOURTH-N3,0.96,1,6298,4412,1886,606,0.7797808412866737,0.7514267311284735,2505,4958,54,1024
FOURTH-N3,0.96,2,5181,4348,833,670,0.8526326110402982,0.7459589487497438,2472,4964,48,1057
FOURTH-N3,0.96,3,4626,4218,408,800,0.8747407714641227,0.7375930224056209,2420,4974,38,1109
FOURTH-N3,0.98,1,6294,4409,1885,609,0.7795261669024044,0.7509855875261094,2503,4958,54,1026
FOURTH-N3,0.98,2,5177,4345,832,673,0.8523786169691026,0.7455191955366738,2470,4964,48,1059
FOURTH-N3,0.98,3,4623,4215,408,803,0.8743906233793175,0.7371554642810211,2418,4974,38,1111
FOURTH-N3,0.99,1,1703,1365,338,3653,0.40618955512572535,0.44787214364829675,1059,5011,1,2470
FOURTH-N3,0.99,2,1420,1268,152,3750,0.3939111525318422,0.42928900806946085,983,5011,1,2546
FOURTH-N3,0.99,3,1288,1205,83,3813,0.3821757056771329,0.4188326851463701,941,5011,1,2588
FOURTH-N3,1.0,1,427,352,75,4666,0.1292929292929293,0.240039738432423,333,5012,0,3196
FOURTH-N3,1.0,2,353,317,36,4701,0.11804133308508659,0.22777148010059495,301,5012,0,3228
FOURTH-N3,1.0,3,326,305,21,4713,0.11414670658682635,0.2230226714779998,289,5012,0,3240
